01.MHAa42e1.seq	WC-118
24.MMHAP70FRH9.seq	WC-606
24.MMHAP71FLH3.seq	WC-1851
24.MMHAP7FLH3.seq	WC-1934
24.MMHAP7FRH9.seq	WC-1374
24.MMHAP84FRH9.seq	WC-1862
24.MMHAP85FLH3.seq	WC-1507
24.MMHAP86FLH3.seq	WC-179
24.MMHAP87FRH9.seq	WC-371
24.MMHAP88FLH3.seq	WC-2096
24.MMHAP91FLH3.seq	WC-548
24.MMHAP93FRH9.seq	WC-1429
24.MMHAP97FRH9.seq	WC-1645
24.MMHAP9FLH3.seq	WC-880
24.mhaa80e.seq	WC-1660
25.MHAa52g1.seq	WC-601
25.MHAa55g1.seq	WC-2049
25.MHAa75c1.seq	WC-1264
25.MHAa91g1.seq	WC-66
25.MHAa92c1.seq	WC-1517
25.MHAa95c1.seq	WC-53
25.MMHAP11FLA4.seq	WC-1819
25.MMHAP11FRA10.seq	WC-1481
25.MMHAP14FLA4.seq	WC-718
25.MMHAP15FLA4.seq	WC-1133
25.MMHAP24FRA10.seq	WC-1137
25.MMHAP25FRA10.seq	WC-2103
25.MMHAP28FRA10.seq	WC-1038
25.MMHAP29FLA4.seq	WC-1290
25.MMHAP32FLA4.seq	WC-693
25.MMHAP33FRA10.seq	WC-4
25.MMHAP34FRA10.seq	WC-662
25.MMHAP35FLA4.seq	WC-1284
25.MMHAP35FRA10.seq	WC-448
25.MMHAP38FLA4.seq	WC-88
25.MMHAP44FLA4.seq	WC-980
25.MMHAP4FLA4.seq	WC-1456
25.MMHAP50FLA4.seq	WC-1422
25.MMHAP50FRA10.seq	WC-1406
25.MMHAP54FLA4.seq	WC-1290
25.MMHAP56FRA10.seq	WC-1259
25.MMHAP57FLA4.seq	WC-1924
25.MMHAP59FLA4.seq	WC-1032
25.MMHAP5FRA10.seq	WC-280
25.MMHAP61FRA10.seq	WC-41
25.MMHAP62FLA4.seq	WC-705
25.MMHAP63FLA4.seq	WC-83
25.MMHAP63FRA10.seq	WC-1530
25.MMHAP64FLA4.seq	WC-95
25.MMHAP68FRA10.seq	WC-551
25.MMHAP69FLA4.seq	WC-841
25.MMHAP6FLA4.seq	WC-628
25.MMHAP70FLA4.seq	WC-499
25.MMHAP7FRA10.seq	WC-677
25.MMHAP80FLA4.seq	WC-546
25.MMHAP84FLA4.seq	WC-1363
25.MMHAP86FRA10.seq	WC-2074
25.MMHAP87FRA10.seq	WC-1758
25.MMHAP90FRA10.seq	WC-1333
25.MMHAP94FLA4.seq	WC-1798
25.MMHAP97FRA10.seq	WC-1733
25.MMHAP9FLA4.seq	WC-1874
25.MMHAP9FRA10.seq	WC-1263
25.mHAa3f1.seq	WC-186
25.mHAa8b1.seq	WC-101
25.mHAa9h1.seq	WC-1615
26.E1_9_6_95.seq	WC-2136
26.MHAa43e2.seq	WC-2073
26.MHAa58c2.seq	WC-714
26.MHAa59c2.seq	WC-1096
26.MHAa63c2.seq	WC-273
26.MHAa77c2.seq	WC-1277
26.MHAa90g2.seq	WC-300
26.MHAa92c2.seq	WC-673
26.MHAa93g2.seq	WC-35
26.MHAa95c2.seq	WC-1665
26.MMHAP10FA5.seq	WC-1957
26.MMHAP11FLA5.seq	WC-1117
26.MMHAP11FRA11.seq	WC-84
26.MMHAP12FLA5.seq	WC-2103
26.MMHAP17FA5.seq	WC-2131
26.MMHAP18FLA5.seq	WC-1718
26.MMHAP20FRA11.seq	WC-1596
26.MMHAP24FLA5.seq	WC-1249
26.MMHAP24FRA11.seq	WC-341
26.MMHAP25FLA5.seq	WC-1388
26.MMHAP26FLA5.seq	WC-20
26.MMHAP26FRA11.seq	WC-842
26.MMHAP28FLA5.seq	WC-280
26.MMHAP29FRA11.seq	WC-2065
26.MMHAP32FLA5.seq	WC-186
26.MMHAP34FLA5.seq	WC-159
26.MMHAP35FLA5.seq	WC-738
26.MMHAP36FLA5.seq	WC-641
26.MMHAP37FRA11.seq	WC-599
26.MMHAP42FLA5.seq	WC-722
26.MMHAP47FLA5.seq	WC-1603
26.MMHAP4FLA5.seq	WC-231
26.MMHAP50FRA11.seq	WC-1803
26.MMHAP53FLA5.seq	WC-1853
26.MMHAP53FRA11.seq	WC-1739
26.MMHAP54FLA5.seq	WC-336
26.MMHAP56FRA11.seq	WC-94
26.MMHAP57FLA5.seq	WC-725
26.MMHAP59FRA11.seq	WC-1330
26.MMHAP61FRA11.seq	WC-1807
26.MMHAP62FLA5.seq	WC-1993
26.MMHAP64FRA11.seq	WC-1795
26.MMHAP66FLA5.seq	WC-1072
26.MMHAP67FLA5.seq	WC-599
26.MMHAP67FRA11.seq	WC-61
26.MMHAP69FRA11.seq	WC-1707
26.MMHAP70FLA5.seq	WC-1692
26.MMHAP71FLA5.seq	WC-718
26.MMHAP76FRA11.seq	WC-413
26.MMHAP79FRA11.seq	WC-2048
26.MMHAP81FRA11.seq	WC-2053
26.MMHAP83FRA11.seq	WC-1387
26.MMHAP84FRA11.seq	WC-1318
26.MMHAP85FLA5.seq	WC-110
26.MMHAP87FLA5.seq	WC-357
26.MMHAP90FRA11.seq	WC-1907
26.MMHAP91FLA5.seq	WC-1800
26.MMHAP91FRA11.seq	WC-1936
26.MMHAP94FLA5.seq	WC-997
26.MMHAP94FRA11.seq	WC-1644
26.MMHAP96FRA11.seq	WC-1443
26.MMHAP97FLA5.seq	WC-969
26.MMHAP97FRA11.seq	WC-1811
26.MMHAP9FRA11.seq	WC-1782
26.mHAa8b2.seq	WC-652
27.G1_8_30_95a79B.seq	WC-1262
27.MHAa58c3.seq	WC-1446
27.MHAa93g3.seq	WC-1491
27.MHAa98g3.seq	WC-1191
27.MMHAP10FRA12.seq	WC-1808
27.MMHAP11FRA12.seq	WC-924
27.MMHAP15FRA12.seq	WC-748
27.MMHAP16FLA6.seq	WC-1385
27.MMHAP16FRA12.seq	WC-1936
27.MMHAP17FA6.seq	WC-1580
27.MMHAP18FLA6.seq	WC-1450
27.MMHAP20FRA12.seq	WC-1068
27.MMHAP24FLA6.seq	WC-161
27.MMHAP25FLA6.seq	WC-1957
27.MMHAP26FLA6.seq	WC-369
27.MMHAP26FRA12.seq	WC-673
27.MMHAP28FLA6.seq	WC-1308
27.MMHAP28FRA12.seq	WC-1221
27.MMHAP32FLA6.seq	WC-2021
27.MMHAP34FLA6.seq	WC-1857
27.MMHAP35FLA6.seq	WC-1987
27.MMHAP42FLA6.seq	WC-509
27.MMHAP50FLA6.seq	WC-1024
27.MMHAP53FLA6.seq	WC-1771
27.MMHAP54FLA6.seq	WC-491
27.MMHAP54FRA12.seq	WC-1277
27.MMHAP56FLA6.seq	WC-1263
27.MMHAP57FLA6.seq	WC-1942
27.MMHAP59FLA6.seq	WC-129
27.MMHAP5FRA12.seq	WC-82
27.MMHAP62FLA6.seq	WC-1077
27.MMHAP63FLA6.seq	WC-805
27.MMHAP63FRA12.seq	WC-545
27.MMHAP66FLA6.seq	WC-662
27.MMHAP66FRA12.seq	WC-276
27.MMHAP67FLA6.seq	WC-604
27.MMHAP68FLA6.seq	WC-619
27.MMHAP69FLA6.seq	WC-370
27.MMHAP69FRA12.seq	WC-2112
27.MMHAP6FLA6.seq	WC-1249
27.MMHAP70FLA6.seq	WC-2088
27.MMHAP70FRA12.seq	WC-1397
27.MMHAP75FLA6.seq	WC-525
27.MMHAP7FRA12.seq	WC-1461
27.MMHAP80FLA6.seq	WC-1179
27.MMHAP85FLA6.seq	WC-106
27.MMHAP86FLA6.seq	WC-1927
27.MMHAP88FLA6.seq	WC-791
27.MMHAP90FLA6.seq	WC-1045
27.MMHAP90FRA12.seq	WC-1913
27.MMHAP91FLA6.seq	WC-1343
27.MMHAP97FLA6.seq	WC-1199
27.MMHAP9FRA12.seq	WC-1318
27.mHAa3f3.seq	WC-2041
27.mHAa8b3.seq	WC-1939
28.E1_9_6_95.seq	WC-1411
28.MHAa58c4.seq	WC-312
28.MHAa63c4.seq	WC-719
28.MHAa64g4.seq	WC-1096
28.MHAa65T_M13Rev.seq	WC-304
28.MHAa92c4.seq	WC-1381
28.MHAa96c4.seq	WC-1935
28.MMHAP10FB4.seq	WC-24
28.MMHAP11FRB10.seq	WC-256
28.MMHAP12FRB10.seq	WC-454
28.MMHAP15FLB4.seq	WC-1853
28.MMHAP16FRB10.seq	WC-1698
28.MMHAP22FRB10.seq	WC-1851
28.MMHAP24FRB10.seq	WC-276
28.MMHAP25FLB4.seq	WC-1282
28.MMHAP26FRB10.seq	WC-437
28.MMHAP27FRB10.seq	WC-69
28.MMHAP28FLB4.seq	WC-1656
28.MMHAP28FRB10.seq	WC-872
28.MMHAP34FLB4.seq	WC-1621
28.MMHAP35FLB4.seq	WC-881
28.MMHAP35FRB10.seq	WC-1019
28.MMHAP37FRB10.seq	WC-122
28.MMHAP38FRB10.seq	WC-320
28.MMHAP42FLB4.seq	WC-176
28.MMHAP45FLB4.seq	WC-2100
28.MMHAP50FRB10.seq	WC-1381
28.MMHAP53FRB10.seq	WC-2065
28.MMHAP61FRB10.seq	WC-1836
28.MMHAP62FRB10.seq	WC-660
28.MMHAP63FLB4.seq	WC-1560
28.MMHAP64FLB4.seq	WC-1191
28.MMHAP66FLB4.seq	WC-1340
28.MMHAP67FLB4.seq	WC-1410
28.MMHAP69FLB4.seq	WC-2112
28.MMHAP6FRB10.seq	WC-1505
28.MMHAP70FLB4.seq	WC-158
28.MMHAP75FRB10.seq	WC-1263
28.MMHAP76FRB10.seq	WC-1724
28.MMHAP7FRB10.seq	WC-1413
28.MMHAP80FRB10.seq	WC-1686
28.MMHAP81FLB4.seq	WC-1942
28.MMHAP81FRB10.seq	WC-1255
28.MMHAP84FRB10.seq	WC-1200
28.MMHAP86FRB10.seq	WC-641
28.MMHAP88FLB4.seq	WC-287
28.MMHAP88FRB10.seq	WC-1395
28.MMHAP91FRB10.seq	WC-1241
28.MMHAP96FLB4.seq	WC-1512
28.MMHAP97FLB4.seq	WC-1127
28.MMHAP97FRB10.seq	WC-1410
29.MHAa27B.seq	WC-1028
29.MHAa52g5.seq	WC-525
29.MHAa59c5.seq	WC-723
29.MHAa64g5.seq	WC-1837
29.MHAa77c5.seq	WC-969
29.MHAa90g5.seq	WC-713
29.MHAa92c5.seq	WC-2096
29.MHAa92g5.seq	WC-566
29.MMHAP12FLB5.seq	WC-1824
29.MMHAP14FLB5.seq	WC-1318
29.MMHAP15FLB5.seq	WC-787
29.MMHAP16FLB5.seq	WC-1539
29.MMHAP17FB5.seq	WC-250
29.MMHAP18FLB5.seq	WC-255
29.MMHAP18FRB11.seq	WC-535
29.MMHAP20FRB11.seq	WC-501
29.MMHAP22FRB11.seq	WC-282
29.MMHAP23FLB5.seq	WC-1121
29.MMHAP24FLB5.seq	WC-1995
29.MMHAP24FRB11.seq	WC-1831
29.MMHAP25FRB11.seq	WC-300
29.MMHAP27FRB11.seq	WC-1935
29.MMHAP28FLB5.seq	WC-2061
29.MMHAP28FRB11.seq	WC-682
29.MMHAP29FRB11.seq	WC-1758
29.MMHAP31FLB5.seq	WC-1964
29.MMHAP34FLB5.seq	WC-861
29.MMHAP35FLB5.seq	WC-1978
29.MMHAP36FLB5.seq	WC-1579
29.MMHAP37FRB11.seq	WC-557
29.MMHAP38FLB5.seq	WC-1115
29.MMHAP40FRB11.seq	WC-705
29.MMHAP42FLB5.seq	WC-1259
29.MMHAP46FRB11.seq	WC-1881
29.MMHAP47FLB5.seq	WC-1491
29.MMHAP4FLB5.seq	WC-972
29.MMHAP50FLB5.seq	WC-1101
29.MMHAP50FRB11.seq	WC-1471
29.MMHAP53FLB5.seq	WC-781
29.MMHAP54FLB5.seq	WC-1651
29.MMHAP61FRB11.seq	WC-708
29.MMHAP62FLB5.seq	WC-1323
29.MMHAP63FLB5.seq	WC-1848
29.MMHAP66FLB5.seq	WC-2074
29.MMHAP68FLB5.seq	WC-965
29.MMHAP69FRB11.seq	WC-2133
29.MMHAP6FRB11.seq	WC-25
29.MMHAP70FLB5.seq	WC-1868
29.MMHAP71FLB5.seq	WC-311
29.MMHAP75FLB5.seq	WC-1534
29.MMHAP75FRB11.seq	WC-462
29.MMHAP79FRB11.seq	WC-1538
29.MMHAP81FLB5.seq	WC-1801
29.MMHAP83FLB5.seq	WC-95
29.MMHAP84FLB5.seq	WC-2138
29.MMHAP85FLB5.seq	WC-1048
29.MMHAP85FRB11.seq	WC-1810
29.MMHAP86FRB11.seq	WC-1577
29.MMHAP87FLB5.seq	WC-1934
29.MMHAP8FRB11.seq	WC-266
29.MMHAP90FRB11.seq	WC-1208
29.MMHAP97FLB5.seq	WC-627
29.MMHAP9FLB5.seq	WC-1795
30.MHAa22T.seq	WC-1007
30.MHAa52g6.seq	WC-1555
30.MHAa58c6.seq	WC-1189
30.MHAa89g6.seq	WC-1771
30.MHAa96c6.seq	WC-1498
30.MMHAP11FLB6.seq	WC-732
30.MMHAP12FLB6.seq	WC-1858
30.MMHAP12FRB12.seq	WC-955
30.MMHAP14FLB6.seq	WC-981
30.MMHAP14FRB12.seq	WC-1008
30.MMHAP15FLB6.seq	WC-1466
30.MMHAP16FRB12.seq	WC-1876
30.MMHAP22FRB12.seq	WC-434
30.MMHAP23FLB6.seq	WC-2109
30.MMHAP25FRB12.seq	WC-1187
30.MMHAP26FRB12.seq	WC-90
30.MMHAP27FRB12.seq	WC-652
30.MMHAP28FLB6.seq	WC-1256
30.MMHAP28FRB12.seq	WC-828
30.MMHAP29FRB12.seq	WC-681
30.MMHAP30FLB6.seq	WC-1505
30.MMHAP31FLB6.seq	WC-1685
30.MMHAP34FLB6.seq	WC-1431
30.MMHAP34FRB12.seq	WC-820
30.MMHAP36FRB12.seq	WC-256
30.MMHAP38FLB6.seq	WC-697
30.MMHAP45FRB12.seq	WC-1395
30.MMHAP48FLB6.seq	WC-276
30.MMHAP4FRB12.seq	WC-602
30.MMHAP53FLB6.seq	WC-1934
30.MMHAP57FLB6.seq	WC-1282
30.MMHAP59FLB6.seq	WC-1710
30.MMHAP59FRB12.seq	WC-1609
30.MMHAP5FLB6.seq	WC-1653
30.MMHAP61FRB12.seq	WC-1841
30.MMHAP66FLB6.seq	WC-2026
30.MMHAP67FLB6.seq	WC-1329
30.MMHAP69FLB6.seq	WC-2075
30.MMHAP69FRB12.seq	WC-371
30.MMHAP6FLB6.seq	WC-415
30.MMHAP6FRB12.seq	WC-476
30.MMHAP75FLB6.seq	WC-1414
30.MMHAP84FLB6.seq	WC-955
30.MMHAP85FRB12.seq	WC-1010
30.MMHAP87FRB12.seq	WC-1754
30.MMHAP88FRB12.seq	WC-1295
30.MMHAP90FRB12.seq	WC-627
30.MMHAP91FLB6.seq	WC-1598
30.MMHAP94FLB6.seq	WC-413
30.MMHAP97FLB6.seq	WC-503
30.MMHAP97FRB12.seq	WC-1011
30.MMHAP9FLB6.seq	WC-1555
30.MMHAP9FRB12.seq	WC-1811
30.mHAa3f6.seq	WC-1708
31.MHAa98g7.seq	WC-566
31.MMHAP12FRC10.seq	WC-494
31.MMHAP15FRC10.seq	WC-1630
31.MMHAP16FRC10.seq	WC-1997
31.MMHAP17FC4.seq	WC-1608
31.MMHAP17FRC10.seq	WC-2071
31.MMHAP22FRC10.seq	WC-1860
31.MMHAP23FLC4.seq	WC-1073
31.MMHAP25FLC4.seq	WC-714
31.MMHAP25FRC10.seq	WC-1551
31.MMHAP26FRC10.seq	WC-1441
31.MMHAP27FLC4.seq	WC-1714
31.MMHAP27FRC10.seq	WC-420
31.MMHAP28FLC4.seq	WC-300
31.MMHAP28FRC10.seq	WC-1772
31.MMHAP29FRC10.seq	WC-1945
31.MMHAP32FLC4.seq	WC-224
31.MMHAP33FLC4.seq	WC-1423
31.MMHAP34FLC4.seq	WC-1254
31.MMHAP36FLC4.seq	WC-906
31.MMHAP37FRC10.seq	WC-1692
31.MMHAP38FLC4.seq	WC-1367
31.MMHAP42FLC4.seq	WC-2046
31.MMHAP53FRC10.seq	WC-245
31.MMHAP54FLC4.seq	WC-1090
31.MMHAP54FRC10.seq	WC-1379
31.MMHAP57FLC4.seq	WC-371
31.MMHAP58FLC4.seq	WC-1281
31.MMHAP5FRC10.seq	WC-1573
31.MMHAP63FLC4.seq	WC-1798
31.MMHAP63FRC10.seq	WC-339
31.MMHAP64FLC4.seq	WC-95
31.MMHAP64FRC10.seq	WC-1721
31.MMHAP67FLC4.seq	WC-180
31.MMHAP68FRC10.seq	WC-1899
31.MMHAP6FLC4.seq	WC-7
31.MMHAP70FLC4.seq	WC-726
31.MMHAP70FRC10.seq	WC-1406
31.MMHAP76FRC10.seq	WC-1927
31.MMHAP7FLC4.seq	WC-1290
31.MMHAP7FRC10.seq	WC-749
31.MMHAP80FRC10.seq	WC-1263
31.MMHAP81FLC4.seq	WC-1716
31.MMHAP84FRC10.seq	WC-760
31.MMHAP86FLC4.seq	WC-780
31.MMHAP90FLC4.seq	WC-593
31.MMHAP91FLC4.seq	WC-919
31.MMHAP94FLC4.seq	WC-1579
31.MMHAP97FLC4.seq	WC-1548
31.MMHAP9FRC10.seq	WC-840
32.MHAa43e8.seq	WC-1530
32.MHAa55g8.seq	WC-334
32.MHAa56g8.seq	WC-1394
32.MHAa63g8.seq	WC-972
32.MHAa79T.seq	WC-520
32.MHAa96c8.seq	WC-700
32.MMHAP10FC5.seq	WC-1581
32.MMHAP11FLC5.seq	WC-1055
32.MMHAP15FRC11.seq	WC-494
32.MMHAP16FRC11.seq	WC-737
32.MMHAP17FC5.seq	WC-413
32.MMHAP18FLC5.seq	WC-1998
32.MMHAP23FLC5.seq	WC-1200
32.MMHAP23FRC11.seq	WC-1485
32.MMHAP26FRC11.seq	WC-1884
32.MMHAP27FLC5.seq	WC-1354
32.MMHAP28FLC5.seq	WC-1046
32.MMHAP32FLC5.seq	WC-1114
32.MMHAP33FRC11.seq	WC-1618
32.MMHAP34FLC5.seq	WC-1254
32.MMHAP35FRC11.seq	WC-674
32.MMHAP36FLC5.seq	WC-990
32.MMHAP47FLC5.seq	WC-1049
32.MMHAP4FLC5.seq	WC-339
32.MMHAP4FRC11.seq	WC-1505
32.MMHAP50FRC11.seq	WC-1658
32.MMHAP53FLC5.seq	WC-1849
32.MMHAP57FLC5.seq	WC-341
32.MMHAP57FRC11.seq	WC-152
32.MMHAP59FRC11.seq	WC-898
32.MMHAP5FLC5.seq	WC-1294
32.MMHAP61FLC5.seq	WC-1789
32.MMHAP62FLC5.seq	WC-841
32.MMHAP62FRC11.seq	WC-1395
32.MMHAP63FLC5.seq	WC-603
32.MMHAP64FLC5.seq	WC-808
32.MMHAP64FRC11.seq	WC-672
32.MMHAP69FLC5.seq	WC-1210
32.MMHAP6FLC5.seq	WC-759
32.MMHAP6FRC11.seq	WC-1692
32.MMHAP75FRC11.seq	WC-183
32.MMHAP76FRC11.seq	WC-300
32.MMHAP79FLC5.seq	WC-1926
32.MMHAP80FLC5.seq	WC-1819
32.MMHAP81FRC11.seq	WC-1943
32.MMHAP83FLC5.seq	WC-1327
32.MMHAP83FRC11.seq	WC-674
32.MMHAP84FRC11.seq	WC-562
32.MMHAP85FLC5.seq	WC-1126
32.MMHAP87FLC5.seq	WC-1590
32.MMHAP88FLC5.seq	WC-2096
32.MMHAP89FLC5.seq	WC-347
32.MMHAP90FLC5.seq	WC-1524
32.MMHAP94FLC5.seq	WC-2093
32.MMHAP9FLC5.seq	WC-1086
32.MMHAP9FRC11.seq	WC-1528
32.mHAa3f8.seq	WC-1701
32.mHAa8b8.seq	WC-870
33.MHAa10g9.seq	WC-193
33.MHAa42g9.seq	WC-2026
33.MHAa50g9.seq	WC-634
33.MHAa63c9.seq	WC-1077
33.MHAa77c9.seq	WC-893
33.MHAa79T.seq	WC-2060
33.MHAa90c9.seq	WC-132
33.MHAa90g9.seq	WC-1719
33.MHAa92c9.seq	WC-64
33.MHAa92g9.seq	WC-2004
33.MHAa95c9.seq	WC-237
33.MMHAP11FLC6.seq	WC-718
33.MMHAP12FLC6.seq	WC-1835
33.MMHAP12FRC12.seq	WC-1429
33.MMHAP14FRC12.seq	WC-2082
33.MMHAP15FLC6.seq	WC-1527
33.MMHAP15FRC12.seq	WC-1925
33.MMHAP16FRC12.seq	WC-697
33.MMHAP17FC6.seq	WC-1896
33.MMHAP18FRC12.seq	WC-518
33.MMHAP20FRC12.seq	WC-89
33.MMHAP25FLC6.seq	WC-949
33.MMHAP26FLC6.seq	WC-1750
33.MMHAP27FRC12.seq	WC-1382
33.MMHAP28FLC6.seq	WC-722
33.MMHAP29FLC6.seq	WC-1178
33.MMHAP29FRC12.seq	WC-1061
33.MMHAP30FLC6.seq	WC-658
33.MMHAP31FLC6.seq	WC-138
33.MMHAP32FLC6.seq	WC-2071
33.MMHAP33FRC12.seq	WC-256
33.MMHAP34FRC12.seq	WC-1851
33.MMHAP35FRC12.seq	WC-1756
33.MMHAP36FRC12.seq	WC-1055
33.MMHAP4FLC6.seq	WC-217
33.MMHAP4FRC12.seq	WC-2062
33.MMHAP58FLC6.seq	WC-1082
33.MMHAP59FLC6.seq	WC-300
33.MMHAP5FLC6.seq	WC-725
33.MMHAP5FRC12.seq	WC-1290
33.MMHAP61FLC6.seq	WC-764
33.MMHAP61FRC12.seq	WC-370
33.MMHAP63FLC6.seq	WC-454
33.MMHAP63FRC12.seq	WC-841
33.MMHAP66FLC6.seq	WC-179
33.MMHAP67FRC12.seq	WC-1611
33.MMHAP68FLC6.seq	WC-1825
33.MMHAP68FRC12.seq	WC-1263
33.MMHAP69FLC6.seq	WC-1837
33.MMHAP6FRC12.seq	WC-1320
33.MMHAP72FLC6.seq	WC-1107
33.MMHAP79FRC12.seq	WC-958
33.MMHAP7FRC12.seq	WC-1385
33.MMHAP80FRC12.seq	WC-2082
33.MMHAP81FRC12.seq	WC-1881
33.MMHAP85FLC6.seq	WC-1903
33.MMHAP85FRC12.seq	WC-229
33.MMHAP86FRC12.seq	WC-1368
33.MMHAP88FLC6.seq	WC-1496
33.MMHAP8FRC12.seq	WC-141
33.MMHAP93FRC12.seq	WC-1349
33.MMHAP94FLC6.seq	WC-1630
33.MMHAP94FRC12.seq	WC-1294
33.MMHAP97FLC6.seq	WC-1439
33.MMHAP97FRC12.seq	WC-1129
33.MMHAP9FLC6.seq	WC-141
33.mHAa9h9.seq	WC-386
33.seq	WC-414
34.E1_9_6_95.seq	WC-1134
34.MHAa56g10.seq	WC-893
34.MHAa59c10.seq	WC-1959
34.MHAa63g10.seq	WC-368
34.MHAa65T_M13Rev.seq	WC-1337
34.MHAa91g10.seq	WC-379
34.MHAa92c10.seq	WC-1635
34.MMHAP10FRD10.seq	WC-1055
34.MMHAP11FLD4.seq	WC-2100
34.MMHAP12FRD10.seq	WC-1837
34.MMHAP14FLD4.seq	WC-250
34.MMHAP15FRD10.seq	WC-1573
34.MMHAP16FLD4.seq	WC-1628
34.MMHAP16FRD10.seq	WC-80
34.MMHAP18FLD4.seq	WC-1798
34.MMHAP18FRD10.seq	WC-780
34.MMHAP22FRD10.seq	WC-52
34.MMHAP23FLD4.seq	WC-1586
34.MMHAP26FLD4.seq	WC-1524
34.MMHAP26FRD10.seq	WC-1086
34.MMHAP27FLD4.seq	WC-1899
34.MMHAP27FRD10.seq	WC-1429
34.MMHAP28FLD4.seq	WC-2020
34.MMHAP28FRD10.seq	WC-548
34.MMHAP30FLD4.seq	WC-797
34.MMHAP33FLD4.seq	WC-1976
34.MMHAP35FLD4.seq	WC-780
34.MMHAP35FRD10.seq	WC-1375
34.MMHAP36FLD4.seq	WC-1295
34.MMHAP36FRD10.seq	WC-996
34.MMHAP38FLD4.seq	WC-725
34.MMHAP38FRD10.seq	WC-1077
34.MMHAP41FLD4.seq	WC-792
34.MMHAP42FLD4.seq	WC-471
34.MMHAP44FLD4.seq	WC-1397
34.MMHAP46FLD4.seq	WC-830
34.MMHAP46FRD10.seq	WC-35
34.MMHAP53FLD4.seq	WC-694
34.MMHAP54FLD4.seq	WC-1482
34.MMHAP57FLD4.seq	WC-1438
34.MMHAP59FLD4.seq	WC-672
34.MMHAP59FRD10.seq	WC-256
34.MMHAP5FLD4.seq	WC-2086
34.MMHAP61FRD10.seq	WC-1381
34.MMHAP62FRD10.seq	WC-1041
34.MMHAP63FLD4.seq	WC-1851
34.MMHAP63FRD10.seq	WC-865
34.MMHAP64FLD4.seq	WC-653
34.MMHAP64FRD10.seq	WC-872
34.MMHAP67FLD4.seq	WC-756
34.MMHAP68FRD10.seq	WC-214
34.MMHAP69FLD4.seq	WC-297
34.MMHAP70FLD4.seq	WC-2071
34.MMHAP72FLD4.seq	WC-1194
34.MMHAP75FRD10.seq	WC-677
34.MMHAP76FRD10.seq	WC-1361
34.MMHAP79FLD4.seq	WC-2068
34.MMHAP79FRD10.seq	WC-212
34.MMHAP81FLD4.seq	WC-42
34.MMHAP83FLD4.seq	WC-1857
34.MMHAP86FLD4.seq	WC-1774
34.MMHAP87FRD10.seq	WC-1798
34.MMHAP88FLD4.seq	WC-215
34.MMHAP88FRD10.seq	WC-828
34.MMHAP8FRD10.seq	WC-1011
34.MMHAP90FLD4.seq	WC-1555
34.MMHAP91FLD4.seq	WC-1755
34.MMHAP93FRD10.seq	WC-743
34.MMHAP94FLD4.seq	WC-90
34.MMHAP94FRD10.seq	WC-737
34.MMHAP97FLD4.seq	WC-1354
34.MMHAP97FRD10.seq	WC-50
34.MMHAP9FRD10.seq	WC-1913
34.mHAa3f10.seq	WC-1791
34.mHAa8b10.seq	WC-660
35.MMHAP10FD5.seq	WC-1788
35.MMHAP12FRD11.seq	WC-2112
35.MMHAP14FLD5.seq	WC-940
35.MMHAP14FRD11.seq	WC-714
35.MMHAP15FRD11.seq	WC-518
35.MMHAP16FRD11.seq	WC-1784
35.MMHAP17FRD11.seq	WC-735
35.MMHAP18FRD11.seq	WC-1440
35.MMHAP20FLD5.seq	WC-1987
35.MMHAP22FRD11.seq	WC-1153
35.MMHAP23FLD5.seq	WC-1935
35.MMHAP25FLD5.seq	WC-2078
35.MMHAP25FRD11.seq	WC-1930
35.MMHAP26FRD11.seq	WC-750
35.MMHAP27FLD5.seq	WC-1693
35.MMHAP27FRD11.seq	WC-1891
35.MMHAP28FLD5.seq	WC-715
35.MMHAP28FRD11.seq	WC-734
35.MMHAP29FRD11.seq	WC-1851
35.MMHAP33FRD11.seq	WC-1739
35.MMHAP34FRD11.seq	WC-296
35.MMHAP35FLD5.seq	WC-186
35.MMHAP35FRD11.seq	WC-1835
35.MMHAP45FRD11.seq	WC-618
35.MMHAP46FRD11.seq	WC-133
35.MMHAP47FLD5.seq	WC-514
35.MMHAP4FRD11.seq	WC-695
35.MMHAP50FLD5.seq	WC-690
35.MMHAP53FLD5.seq	WC-633
35.MMHAP56FLD5.seq	WC-145
35.MMHAP59FLD5.seq	WC-1913
35.MMHAP59FRD11.seq	WC-1543
35.MMHAP5FLD5.seq	WC-1290
35.MMHAP61FRD11.seq	WC-1871
35.MMHAP64FLD5.seq	WC-462
35.MMHAP65FRD11.seq	WC-1421
35.MMHAP69FLD5.seq	WC-1256
35.MMHAP70FLD5.seq	WC-1759
35.MMHAP79FLD5.seq	WC-1801
35.MMHAP7FRD11.seq	WC-1795
35.MMHAP81FLD5.seq	WC-2096
35.MMHAP85FLD5.seq	WC-1333
35.MMHAP86FLD5.seq	WC-1387
35.MMHAP86FRD11.seq	WC-1204
35.MMHAP87FRD11.seq	WC-222
35.MMHAP88FLD5.seq	WC-1179
35.MMHAP90FLD5.seq	WC-174
35.MMHAP90FRD11.seq	WC-787
35.MMHAP94FLD5.seq	WC-1478
35.MMHAP94FRD11.seq	WC-1733
35.MMHAP9FLD5.seq	WC-1495
35.MMHAP9FRD11.seq	WC-61
36.MHAa63c12.seq	WC-1429
36.MHAa63g12.seq	WC-1573
36.MHAa77c12.seq	WC-1804
