Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D7Mit25	M55	Chr7	13.1 P	WC7.10	117_G_11 118_B_7 136_B_1 141_A_7 240_G_4 297_A_8 307_G_5 307_G_7 317_G_1 348_C_2
D7Mit54	A1078	Chr7	13.1 F	WC7.10	139_E_8 199_E_1 240_F_4 307_G_5 322_A_1 322_B_1 322_D_1 376_D_1 384_D_1
D7Mit268	MJ5080	Chr7	13.1 F	WC7.11	131_D_12 147_B_2 165_G_3 166_H_2 287_F_12 303_D_7 311_E_4 384_D_7 417_G_4
D7Mit79	MPC803	Chr7	13.1 F	WC7.9	198_F_4 306_G_7 330_F_10 395_C_12 395_F_11 405_H_4 451_A_6
D7Mit269	MT5111	Chr7	13.1 F	WC7.11	135_B_5 147_B_2 165_G_3 166_H_2 290_C_6 335_B_8 360_D_8 403_G_5 406_E_5
D7Mit225	MT3343	Chr7	13.1 F	WC7.11	162_E_9 165_G_3 166_H_2 171_D_12 177_H_9 290_A_2 290_A_3 290_G_7 303_D_7 316_F_3 323_H_2 324_C_12 360_D_8 384_D_7
D7Mit52	A682	Chr7	15.3 P	WC7.12	140_F_7 296_F_10 385_C_2 414_D_3 435_H_4 459_A_3
D7Mit310	MTH1398	Chr7	15.3 F	WC7.12	162_C_7 171_B_8 171_F_9 171_H_8 178_A_5 185_B_6 215_B_8 215_B_9 215_H_8 240_H_1 302_H_10 344_C_9 398_E_12 433_G_2 451_F_5 459_A_8
D7Mit270	MTH494	Chr7	15.3 F	WC7.12	140_F_7 296_F_10 385_C_2 414_D_3 435_H_4 451_F_5 459_A_3
D7Mit271	MT5184	Chr7	18.6 P	WC7.13	152_B_5 212_B_7 348_C_10 434_B_9
D7Mit118	MPC2467	Chr7	18.6 F	WC7.13	266_C_7 341_B_6 390_G_1 397_D_10
D7Mit157	MT949	Chr7	18.6 F	WC7.13	141_C_6 170_A_9 282_C_7 341_B_6 417_D_1 431_C_1
D7Mit345	MTH2147	Chr7	18.6 F	WC7.13	141_C_6 170_A_9 282_C_7 390_G_1 417_D_1
D7Mit81	MPC1578	Chr7	18.6 F	WC7.13	152_B_5 158_A_5 348_C_10 385_E_1 434_B_9
D7Mit364	MTH3186	Chr7	18.6 P	WC7.13	185_E_1 289_C_3 434_B_9
D7Mit311	MTH1039	Chr7	18.6 F		181_E_6 183_F_11
D7Mit158	MT1075	Chr7	18.6 F	WC7.13	118_G_12 187_A_12 199_F_9 212_B_7 344_G_11 445_F_6 447_D_1
D7Mit365	MTH2760	Chr7	19.7 P	WC7.14	139_A_6 139_C_4 140_D_12 162_D_9 177_B_5 255_G_12 299_B_5 302_D_9 303_E_6 330_C_11 334_D_4 334_G_12 345_B_3 352_G_2 386_D_4 461_E_2
D7Mit272	MT4420	Chr7	19.7 F	WC7.14	162_D_9 177_B_5 255_G_12 334_D_4 352_G_2 432_D_1 461_E_2
D7Mit312	MTH1068	Chr7	19.7 F	WC7.14	139_A_6 162_D_9 177_B_5 255_G_12 330_C_11 334_D_4 352_G_2 461_E_2
D7Mit69	B502	Chr7	20.8 F	WC7.14	162_D_9 177_B_5 193_F_7 334_D_4 352_G_2 403_A_7 461_E_2
D7Mit230	MT468	Chr7	21.9 F	WC7.14	139_A_6 167_A_3 177_B_5 391_F_9 418_G_8
D7Mit273	MTH327	Chr7	21.9 F	WC7.14	139_A_6 306_G_2 307_F_3 346_D_3 391_F_9
D7Mit193	MT2501	Chr7	21.9 F	WC7.14	114_D_8 139_A_6 168_B_5 170_F_9 391_F_9 418_G_8
D7Mit313	MTH1493	Chr7	23.0 P		302_G_8 450_D_9 456_A_1
D7Mit145	MT479	Chr7	24.0 P	WC7.15	188_E_12 282_C_5 356_H_1 356_H_7 387_B_9
D7Mit314	MTH891	Chr7	24.0 P	WC7.13	141_C_6 170_A_9 282_C_7 417_D_1 431_C_1
D7Mit85	MPC553	Chr7	24.0 F	WC7.15	160_A_7 161_H_5 188_E_12 282_C_5 313_F_4 317_F_5 452_D_12
D7Mit226	MT3034	Chr7	24.0 P		179_B_2 187_E_11 309_H_10 335_F_5 393_F_5 450_H_8
D7Mit83	MPC1191	Chr7	25.1 F	WC7.15	116_D_3 131_B_7 160_A_7 313_F_4 346_A_2 380_G_2 447_F_6
D7Mit18	d117	Chr7	25.1 P		110_A_2 134_H_2 151_H_10 200_A_5 223_A_1 300_B_5
D7Mit86	MPC1685	Chr7	25.1 P	WC7.16	131_B_1 240_A_4 279_B_4 287_H_2 344_G_6 349_G_2 382_B_5 382_H_4 386_A_9 396_G_3 414_A_4 414_D_2 417_G_4
D7Mit295	MTH780	Chr7	26.2 F	WC7.16	138_E_7 286_C_12 345_H_10 417_G_4
D7Mit84	MPC1666	Chr7	26.2 F	WC7.17	136_A_1 317_G_9 356_G_6 385_G_3
D7Mit87	MPC572	Chr7	26.2 F	WC7.16	131_B_1 333_G_7 382_B_5 386_A_9 389_H_3 396_G_3 417_G_4 430_D_1 458_G_6
D7Mit197	MT2275	Chr7	26.2 F	WC7.19	124_H_3 281_G_8 342_A_2 440_E_8
D7Mit297	MJ4473	Chr7	26.2 F	WC7.16	127_F_2 150_E_7 168_E_12 183_C_8 224_B_4 240_A_4 307_C_7 312_C_5 317_B_3 331_E_7 432_G_5
D7Mit248	MT3712	Chr7	26.2 F	WC7.16	121_F_10 129_C_5 132_G_9 133_D_5 150_G_4 212_D_6 317_B_3 359_H_1 432_C_12 436_A_11 436_B_8
D7Mit296	MTH581	Chr7	26.2 F	WC7.17	296_D_4 385_G_3 403_A_4 430_F_9
D7Mit161	MT580	Chr7	26.2 F	WC7.16	127_A_7 150_E_7 240_A_4 307_C_7 317_B_3 351_G_2 406_C_12 436_A_11 450_F_5
D7Mit315	MTH988	Chr7	26.2 F	WC7.18	152_C_3 255_G_1 282_E_1 282_E_2 335_F_1 361_D_2 361_E_2 411_C_3
D7Mit211	MT3098	Chr7	26.2 F	WC7.17	148_B_11 239_C_10 335_B_11 408_D_11
D7Mit298	MTH627	Chr7	26.2 F	WC7.18	152_C_3 282_E_2 351_E_6 402_B_4 402_G_7 423_A_8
D7Mit88	MPC1620	Chr7	26.2 F	WC7.17	162_C_6 184_G_8 187_B_10 211_H_9 279_B_9 317_G_9 342_A_6 425_D_1 443_C_7 443_E_3
D7Mit176	MPC811	Chr7	26.2 P		119_B_7 437_D_8
D7Mit199	MT2435	Chr7	26.2 F	WC7.16	127_F_2 150_E_7 307_C_7 351_G_2 359_H_1 450_F_5
D7Mit121	MPC523	Chr7	26.2 F	WC7.17	169_C_12 406_F_8 409_F_6 431_F_11 437_H_8 441_F_6 452_B_10 463_E_12
D7Mit159	MT941	Chr7	26.2 F	WC7.17	148_B_11 381_F_8 395_F_5 418_G_9
D7Mit59	B276	Chr7	26.2 F		166_D_8 306_H_4 306_H_7 319_F_2 319_H_3 356_B_3 356_C_3 356_D_3 356_E_1 461_E_8
D7Mit276	MT4531	Chr7	26.2 F		144_H_2 334_D_9 434_A_11 465_H_3
D7Mit70	B585	Chr7	26.2 F	WC7.16	169_C_10 279_B_4 287_H_2 304_D_7 344_C_10 344_E_9 344_G_6 345_H_10 382_B_5 417_G_4 458_G_6
D7Mit89	MPC1043	Chr7	26.2 F	WC7.18	115_C_8 165_D_3 287_G_10 351_E_6 402_G_7 459_A_3
D7Mit275	MT4439	Chr7	26.2 F	WC7.18	152_C_3 282_E_2 335_F_1 386_D_4 461_D_6
D7Mit232	MT3305	Chr7	26.2 F	WC7.19	281_G_8 433_H_5
D7Mit346	MTH1770	Chr7	26.2 F		439_G_6
D7Mit274	MT4390	Chr7	26.2 P	WC7.20	193_C_5 240_H_7 283_C_3 312_A_12 358_A_2
D7Mit277	MT5206	Chr7	26.2 F		317_G_6 377_H_1 386_F_9
D7Mit278	MTH437	Chr7	26.2 F	WC7.17	149_E_1 178_E_2 212_B_3 224_E_6 282_D_1 295_G_4 306_E_12 309_G_4 316_C_11 434_D_10 437_H_8 452_C_9
D7Mit231	MTAR130	Chr7	26.2 F	WC7.16	121_F_10 129_C_5 133_D_5 359_H_1 408_H_9 450_F_5
D7Mit200	MT1736	Chr7	27.3 F	WC7.21	218_F_1 384_G_12 430_F_7
D7Mit91	MPC2059	Chr7	27.3 P	WC7.17	132_A_5 296_G_8 385_G_3 392_D_11 409_F_6 437_H_8 452_B_10 453_G_10
D7Mit318	MTH1602	Chr7	28.4 F	WC7.22	125_D_4 129_B_5 159_F_1 177_F_2 177_G_7 187_F_7 187_G_1 345_G_8 391_D_1 417_H_1 444_G_12
D7Mit162	MT536	Chr7	28.4 F	WC7.21	169_A_2 218_F_1 406_C_9 419_C_6
D7Mit182	MT1762	Chr7	28.4 F	WC7.23	125_B_10 274_A_11 391_G_7 421_A_7 443_H_5 443_H_6
D7Mit92	MPC661	Chr7	28.4 F	WC7.23	125_B_10 164_C_1 421_A_7 443_H_5
D7Mit251	D951	Chr7	28.4 F	WC7.0	134_C_4 239_D_1 433_D_12 453_B_5
D7Mit122	D724	Chr7	28.4 F	WC7.0	134_C_4 239_D_1
D7Mit93	MPC1561	Chr7	28.4 F	WC7.21	163_D_6 179_E_5 218_D_2 266_E_9 352_H_2 418_C_10 418_D_1 435_D_10 456_E_7
D7Mit30	B175	Chr7	28.4 F	WC7.24	124_H_9 144_A_10 165_C_9 167_D_12 188_D_5 239_B_2 274_D_3 293_A_2 308_A_10
D7Mit202	MT3012	Chr7	28.4 F		415_B_5
D7Mit147	MT152	Chr7	28.4 F	WC7.22	159_F_1
D7Mit349	MTH2944	Chr7	28.4 F	WC7.21	179_E_5 385_E_6 418_C_10 435_D_10 456_E_7
D7Mit279	MT4834	Chr7	28.4 F		304_H_2
D7Mit181	MT1841	Chr7	28.4 F	WC7.21	456_E_7
D7Mit212	MT3127	Chr7	28.4 F		333_E_3 390_A_5 448_A_9
D7Mit90	MPC1446	Chr7	28.4 F	WC7.21	168_E_6 185_F_12 187_C_10 214_G_8 218_F_1 381_D_4 402_G_4
D7Mit260	MT3577	Chr7	28.4 F	WC7.21	132_C_9 214_B_2 218_F_1 393_H_2 408_A_3
D7Mit250	MT2188	Chr7	28.4 F	WC7.21	169_A_2 398_D_1 456_E_7
D7Mit347	MTH2327	Chr7	28.4 F	WC7.24	152_F_5 158_H_3 172_D_10 180_D_2 293_A_2 359_D_9 379_E_11 417_C_3 419_B_1
D7Mit146	MT75	Chr7	28.4 F	WC7.22	159_F_1 417_H_1
D7Mit213	MT3198	Chr7	28.4 F	WC7.21	169_A_2 456_E_7
D7Mit214	MT2621	Chr7	28.4 P	WC7.21	179_E_5 352_H_2 385_H_1 398_D_1 435_D_10
D7Mit215	MT2575	Chr7	29.5 P		113_A_8 141_D_3 390_F_11 418_G_1
D7Mit163	MTH233	Chr7	29.5 F		122_A_1 138_A_1 160_A_1 163_A_1 223_A_1 285_A_1 321_A_1 381_A_1 388_B_11 405_A_1 408_A_1 412_G_6 431_A_1
D7Mit319	MTH1377	Chr7	29.5 F	WC7.24	158_H_3 172_D_10 180_D_2 239_B_2 379_E_11
D7Mit16	A13	Chr7	29.5 F	WC7.25	313_D_1 409_E_2
D7Mit233	MT1739	Chr7	29.5 F		129_B_3 141_A_3 266_D_4 432_E_6
D7Mit350	MTH3027	Chr7	30.6 F	WC7.26	150_E_3 172_F_9 215_E_9 380_B_12 405_A_10 443_E_9
D7Mit261	MT3597	Chr7	30.6 F	WC7.26	150_E_3 215_E_9 380_B_12 388_G_6
D7Mit31	D641	Chr7	31.7 P		331_C_5
D7Mit234	MT3309	Chr7	31.7 F	WC7.27	144_G_7 434_G_4
D7Mit62	B671	Chr7	31.7 F		165_B_10 187_E_12 342_D_2 351_F_12
D7Mit216	MT3115	Chr7	31.7 F	WC7.27	135_C_5 144_G_7 170_E_9 185_D_12 320_C_11 352_B_8 385_D_10 434_G_4
D7Mit301	MTH695	Chr7	33.9 F	WC7.28	124_A_1 166_C_9 211_D_3 329_B_6 329_C_10 329_D_10
D7Mit320	MTH1059	Chr7	33.9 F		172_A_1 307_C_6 433_H_8
D7Mit183	MT1677	Chr7	33.9 F		376_A_4 395_B_2 396_B_9 463_E_6
D7Mit148	MT851	Chr7	33.9 F		116_H_9 141_F_4 313_D_7
D7Mit32	A747	Chr7	33.9 P	WC7.28	138_E_12 329_A_10 434_G_3
D7Mit352	MTH1758	Chr7	33.9 F	WC7.28	127_A_12 138_B_4 138_E_12 140_D_4 140_E_7 224_B_6 307_H_1 451_E_11
D7Mit5	M187	Chr7	33.9 F		203_F_11 273_A_11 273_F_12
D7Mit351	MTH3011	Chr7	33.9 F	WC7.29	129_B_1 129_G_3 148_A_3 149_G_1 156_G_6 181_A_2 266_H_7 313_G_5 384_H_3 403_B_2 420_F_8
D7Mit300	MTH739	Chr7	33.9 F	WC7.28	140_D_4 140_E_7 158_G_8 198_E_10 211_D_3
D7Mit184	MT1906	Chr7	35.0 F	WC7.29	129_B_1 129_G_3 148_A_3 156_G_6 181_A_2 266_H_7 313_G_5 384_H_3 403_B_2 420_F_8
D7Mit171	MT1290	Chr7	35.0 P	WC7.29	115_C_8 129_G_3 148_A_3 156_G_6 181_A_2 266_H_7 313_G_5 384_H_3 412_A_4 420_F_8
D7Mit221	MT2571	Chr7	36.1 P		123_C_2 135_B_5 149_G_12 151_B_10 165_D_1 181_F_6 217_F_6 290_D_7 311_B_3 317_B_4 410_G_5 450_H_9 459_F_3
D7Mit321	MTH1202	Chr7	36.1 F		133_A_12 163_E_5 211_E_1 282_D_2 410_H_12 411_B_10
D7Mit17	M91	Chr7	37.2 P	WC7.31	224_F_6 256_B_6 289_E_2 376_C_5 384_G_5 423_D_5 428_D_5 465_A_4
D7Mit355	MTH2605	Chr7	37.2 F	WC7.31	187_B_8 324_H_10 328_C_4 335_D_1 396_E_11 396_F_11 406_E_12 454_B_4
D7Mit149	MT355	Chr7	37.2 P	WC7.34	139_B_4
D7Mit217	MT2475	Chr7	37.2 F	WC7.32	125_B_11 165_B_11 306_C_3 395_E_5 408_G_8 464_G_7
D7Mit354	MTH2958	Chr7	37.2 F	WC7.34	136_C_1 139_B_4 214_F_5 255_C_8 301_C_6 87_A_9
D7Mit96	MPC1501	Chr7	37.2 F	WC7.34	116_D_11 121_B_12 171_C_6 185_B_10 321_E_9 376_C_1 390_G_3 447_F_3 454_E_7
D7Mit63	B729	Chr7	37.2 F	WC7.31	240_A_9 256_B_6 281_D_2 289_E_2 403_H_2 423_D_5 428_D_5 436_C_12 441_F_11
D7Mit172	MT397	Chr7	37.2 P	WC7.32	165_B_11 306_C_3 395_E_5 408_G_8 464_G_7
D7Mit129	MMH349	Chr7	37.2 P	WC7.31	150_D_10 151_F_5 305_G_6 331_D_3 362_F_1 392_E_7 411_C_7 440_H_11
D7Mit127	MPC1810	Chr7	37.2 F	WC7.31	224_F_6 256_B_6 384_B_2 384_G_5 428_D_5
D7Mit325	MTH2102	Chr7	37.2 F	WC7.31	240_A_9 256_B_6 405_G_12 418_B_10 452_A_8
D7Mit326	MTH922	Chr7	37.2 F	WC7.34	135_D_11 313_D_6 360_B_8 417_G_11 442_H_5
D7Mit353	MTH2621	Chr7	37.2 P	WC7.34	135_D_5 214_F_5 359_D_6 406_C_1 442_A_5 442_H_5 453_B_7
D7Mit235	MTAR165	Chr7	37.2 F	WC7.31	127_F_2 151_F_5 362_F_1 392_E_7 411_C_7 440_H_11
D7Mit39	B189	Chr7	37.2 F	WC7.34	126_E_5 128_A_7 135_D_11 390_G_3 397_H_3
D7Mit124	MPC1864	Chr7	37.2 P	WC7.31	150_D_10 151_F_5 305_G_6 331_D_3 455_G_4
D7Mit324	MTH1910	Chr7	37.2 F	WC7.31	150_D_10 151_F_5 305_G_6 361_G_9 362_F_1 411_C_7 440_H_11 441_F_1 443_C_5 455_C_12
D7Mit219	MT3031	Chr7	37.2 F	WC7.31	289_E_2
D7Mit236	MTAR100	Chr7	37.2 F	WC7.31	121_D_9 240_A_9 256_B_6 289_E_2 403_H_2 405_G_12 423_D_5 428_D_5 441_F_11 452_A_8 464_H_12
D7Mit128	MPC2207	Chr7	37.2 P		128_D_9 170_C_5 170_D_1 311_D_12 375_G_6 435_B_2
D7Mit38	D136	Chr7	37.2 F	WC7.32	125_B_11 165_B_11 304_A_8 304_D_8 391_H_4
D7Mit125	MT378	Chr7	37.2 P	WC7.30	380_G_10 382_F_2 396_F_1
D7Mit262	MT3592	Chr7	37.2 P	WC7.31	150_D_10 305_G_6 361_G_9 397_B_4 411_C_7 440_H_11
D7Mit327	MTH1110	Chr7	37.2 F	WC7.31	163_G_6 295_A_2 313_A_1 377_H_8 392_E_7 441_F_11 465_A_4
D7Mit203	MT3059	Chr7	37.2 F		312_B_11 381_E_8 381_G_8
D7Mit33	D547	Chr7	37.2 F	WC7.32	125_B_11 165_B_11 304_D_8 391_H_4 459_A_7
D7Mit302	MTH831	Chr7	37.2 F	WC7.30	161_A_7 199_C_10 217_A_10 224_F_2 288_F_12 331_B_4 331_C_5 378_A_10 390_A_8 396_F_1 396_H_12 410_A_7 410_C_10 419_F_6
D7Mit218	MT2904	Chr7	37.2 P	WC7.33	170_D_9 179_H_3 180_C_12 198_A_12 289_A_5 387_C_11 415_G_9
D7Mit322	MTH937	Chr7	37.2 F	WC7.34	121_B_12 135_D_11 135_D_5 240_D_6 316_E_4 321_E_9 326_D_6 376_C_1 390_G_3 409_B_12 427_B_8 447_F_3
D7Mit280	MTH462	Chr7	37.2 F	WC7.31	240_A_9 256_B_6 281_H_2 289_E_2 326_A_9 335_B_6 376_C_5 403_H_2 405_G_12 423_D_5 428_D_5 441_F_11 464_E_5
D7Mit356	MTH2367	Chr7	38.3 F		198_B_12 224_F_3 224_F_5 224_H_2 322_C_5 330_B_8 385_G_1 431_E_10
D7Mit281	MT5043	Chr7	38.3 F		173_B_2 173_B_6 179_D_8 211_B_9 313_D_5 381_B_10 382_A_6 403_E_6
D7Mit222	MT2962	Chr7	38.3 F		162_F_3 184_G_1 344_E_1 396_G_3
D7Mit130	MT298	Chr7	38.3 F		376_A_5
D7Mit357	MTH2233	Chr7	39.3 F	WC7.35	131_H_4 139_F_6 312_F_3 389_A_8 456_D_3
D7Mit328	MTH1911	Chr7	39.3 F		183_H_6 308_D_4 308_D_5 411_C_5
D7Mit99	MPC166	Chr7	41.5 F	WC7.36	183_F_4 273_B_1 279_G_2 289_E_7 431_A_1
D7Mit100	MPC850	Chr7	42.6 F	WC7.37	135_G_11 156_C_11 158_B_11 159_C_12 256_C_10 297_C_11 300_C_12 387_C_10 387_H_10
D7Mit282	MTH380	Chr7	42.6 F	WC7.37	135_G_11 158_B_11 165_A_7 255_A_5 357_C_1 387_C_10
D7Mit40	B326	Chr7	42.6 F		139_F_7 149_H_3 161_G_7 287_D_1 287_D_8 302_H_4 317_G_7 403_G_8 420_F_9 425_C_1 426_A_2 442_D_3 462_G_5
D7Mit7	L12	Chr7	42.6 F	WC7.37	135_G_11 158_B_11 165_A_7 316_G_3
D7Mit329	MTH1975	Chr7	42.6 F	WC7.37	147_H_1 150_F_2 158_B_11 165_A_7 311_H_3 382_A_7 403_G_7 462_G_12
D7Mit254	MTAR4068	Chr7	43.7 F		316_H_1 387_E_4
D7Mit240	MTAR118	Chr7	43.7 F		161_B_8
D7Mit58	M164	Chr7	43.7 F		158_H_9
D7Mit66	B508	Chr7	43.7 P	WC7.38	153_H_6 160_C_5 390_C_5 433_F_1 462_F_11
D7Mit284	MJ4751	Chr7	43.7 P		187_B_5 187_C_4 193_B_4 289_H_1 306_E_10 312_F_2 344_D_6 352_G_8 376_C_12 385_E_12 392_C_9 439_A_1 439_B_1 448_D_4 456_F_3 465_B_2
D7Mit285	MT5200	Chr7	44.8 F	WC7.39	165_E_7 313_A_5 343_H_9 397_C_10 411_C_7
D7Mit101	MPC562	Chr7	45.9 F	WC7.39	395_D_9 415_D_5
D7Mit102	MPC1598	Chr7	45.9 F	WC7.39	131_C_8 159_D_1 240_D_9 285_A_10 312_F_8 379_G_11
D7Mit41	A760	Chr7	45.9 F	WC7.39	110_D_4 119_E_8 295_B_8 311_E_11 311_F_10 312_D_11 312_F_8 313_F_8 349_B_5 406_A_7 406_H_1 416_A_11 457_F_5
D7Mit358	MTH2234	Chr7	45.9 F	WC7.39	129_C_9 161_H_7 341_B_1 397_C_10 410_G_12
D7Mit206	MT2147	Chr7	45.9 F	WC7.39	395_D_9 415_D_5 461_C_2
D7Mit8	M183	Chr7	45.9 F	WC7.39	313_A_5 397_C_10
D7Mit9	A89	Chr7	45.9 F	WC7.39	295_B_8 312_F_8 313_A_5 406_A_7 416_A_11 423_G_2 428_G_2 459_F_11
D7Mit205	MT2408	Chr7	45.9 P	WC7.39	178_A_1 307_C_6 307_G_5 307_H_6 308_A_10 357_E_3 377_H_3 388_A_11 459_F_11
D7Mit331	MTH924	Chr7	45.9 F	WC7.39	129_C_9 139_A_1 161_H_7 239_H_7 256_F_3 282_B_9 341_B_1 397_C_10 411_C_7 416_A_11
D7Mit164	MT701	Chr7	45.9 F	WC7.39	295_B_8 312_F_8 379_G_11 416_A_11 459_F_11
D7Mit68	B447	Chr7	45.9 F	WC7.39	307_C_6 316_C_10 356_A_6 409_C_10 415_D_5 459_F_11 459_G_11 461_F_9
D7Mit106	MPC1406	Chr7	49.2 P	WC7.40	127_D_2 129_G_12 160_C_8 166_A_5 181_D_5 295_A_8 302_H_6 310_C_1 349_C_12 349_D_12 376_E_2 381_H_8 411_E_9 423_H_10 428_H_10 439_G_3
D7Mit67	B609	Chr7	49.2 P		113_F_5 173_D_7 290_F_6 312_D_1 342_G_3
D7Mit105	MPC918	Chr7	49.2 P		163_G_3 330_A_9
D7Mit103	MPC1093	Chr7	49.2 P	WC7.40	129_G_12 160_C_8 181_D_5 295_A_8 322_G_10 322_G_11 411_E_9 455_F_5
D7Mit104	MPC874	Chr7	49.2 P	WC7.40	129_G_12 160_C_8 181_D_5 295_A_8 302_H_6 411_E_9 439_G_3 455_F_5
D7Mit165	MT1104	Chr7	50.3 P	WC7.40	322_G_11 323_E_3 411_E_9 455_F_5
D7Mit43	A671	Chr7	50.3 F	WC7.40	180_F_2 256_F_1 291_F_5 342_E_6 392_B_4 433_F_9
D7Mit256	MJ4302	Chr7	50.3 P		133_D_12 442_C_5 445_A_3
D7Mit135	MMH265	Chr7	50.3 P	WC7.40	180_F_2 291_F_5 322_G_11
D7Mit186	MT1842	Chr7	50.3 F	WC7.40	134_E_3 256_F_1 385_F_8 433_F_9
D7Mit134	MT309	Chr7	50.3 P	WC7.40	322_G_11 455_F_5
D7Mit44	A733	Chr7	50.3 P	WC7.40	291_F_5 455_F_5
D7Mit107	MPC257	Chr7	50.3 F	WC7.40	256_F_1 291_F_5 342_E_6 392_B_4 433_F_9
D7Mit187	MT1810	Chr7	50.3 F	WC7.40	134_E_3 256_F_1 385_F_8 433_F_9
D7Mit188	MT1855	Chr7	50.3 F	WC7.40	199_G_2 375_E_9 377_A_1 392_B_4 449_G_7 450_E_4
D7Mit136	MPC2202	Chr7	51.4 P		113_F_3 119_G_7 119_H_7 152_E_7 323_F_8 402_F_4 418_G_7 436_F_5 457_F_8
D7Mit241	MT1540	Chr7	53.6 F		454_D_7
D7Mit371	MTH307	Chr7	53.6 P		166_G_5 179_D_9 184_A_8 199_D_10 273_A_1 295_E_1 308_A_8 344_F_11 386_E_1 388_D_10 410_H_6 421_E_1 447_H_10 459_A_11
D7Mit207	MT2628	Chr7	54.6 F	WC7.40	147_F_3 156_C_7 312_G_6 320_E_6 457_F_12
D7Mit208	MT2336	Chr7	54.6 F	WC7.40	147_F_3 156_C_7 312_G_6 320_E_6 457_F_12
D7Mit151	MT879	Chr7	54.6 F	WC7.40	147_F_3 177_C_10 349_C_12 416_H_3 433_B_12 440_B_2
D7Mit108	MPC114	Chr7	54.6 F	WC7.40	169_H_2 177_C_10 274_E_10 299_B_12 320_E_6 433_G_10 457_F_7
D7Mit137	MPC961	Chr7	54.6 F		135_A_1 211_G_12
D7Mit304	MTH615	Chr7	54.6 F	WC7.40	115_G_5 151_G_10 156_C_7 310_F_9 312_G_6 335_G_11 433_G_10 457_F_12
D7Mit332	MTH1280	Chr7	55.7 F		158_H_8
D7Mit287	MT4786	Chr7	55.7 P	WC7.40	125_F_8 310_F_9 346_B_7
D7Mit288	MT5148	Chr7	57.9 F	WC7.41	136_E_11 140_A_7 144_D_2 170_G_8 393_D_6
D7Mit139	MT466	Chr7	62.3 P	WC7.42	286_E_4 345_G_6 460_F_12
D7Mit289	MT4991	Chr7	62.3 F	WC7.41	144_C_6 188_C_5 320_D_5 346_F_4 409_G_6 88_A_8
D7Mit291	MTH335	Chr7	62.3 F	WC7.42	345_G_6 460_F_12
D7Mit12	M23	Chr7	62.3 F	WC7.42	345_G_6 411_F_7 460_F_12
D7Mit333	MTH1736	Chr7	62.3 F		152_H_2 304_B_9 324_A_2 380_H_9 408_C_12 414_G_3 415_A_6 415_E_6
D7Mit10	L25	Chr7	62.3 F	WC7.42	131_C_5 187_F_12 460_F_12
D7Mit13	A113	Chr7	62.3 P	WC7.41	144_D_2 188_C_5 393_D_6
D7Mit109	MPC1108	Chr7	62.3 F	WC7.42	119_F_12 345_G_6 434_H_5 460_F_12
D7Mit209	MT1976	Chr7	62.3 F		118_A_4 306_F_4
D7Mit361	MTH2735	Chr7	64.5 F	WC7.44	187_D_6 388_B_7 396_D_11 446_D_2
D7Mit242	MT3234	Chr7	64.5 P	WC7.44	115_E_11 115_E_12 127_C_9 158_A_12 167_E_11 171_G_10 212_D_1 217_A_10 217_F_5 360_F_2 360_G_10 379_F_3 385_F_6 396_D_11
D7Mit167	MT896	Chr7	64.5 P		185_B_6 459_H_10
D7Mit14	L79	Chr7	64.5 F	WC7.43	178_D_5 397_F_8
D7Mit334	MTH974	Chr7	64.5 F	WC7.44	115_E_11 115_E_12 127_C_9 171_G_10 184_A_6 212_C_1 212_D_1 217_A_10 360_F_2 379_F_3 396_D_11
D7Mit174	MT1272	Chr7	64.5 F	WC7.43	178_D_5
D7Mit292	MT5116	Chr7	64.5 F	WC7.44	140_C_8 158_A_12 167_E_11 217_A_10 385_F_6
D7Mit46	D551	Chr7	64.5 F	WC7.45	147_B_8 288_C_3 416_G_9 443_H_4
D7Mit257	MT3993	Chr7	64.5 F		113_H_3 138_E_10 167_A_7 266_B_5 326_D_5
D7Mit140	MT486	Chr7	66.7 P	WC7.46	115_D_7 132_A_5 305_F_11 323_H_3 378_D_8 380_E_2 410_D_7 410_E_3 448_D_11
D7Mit175	MT1339	Chr7	66.7 P	WC7.45	408_A_5
D7Mit293	MT5122	Chr7	67.8 F		382_C_2
D7Mit47	B255	Chr7	67.8 F	WC7.47	120_D_5 164_B_4 437_A_6
D7Mit223	MT2867	Chr7	67.8 F	WC7.46	378_E_3 380_E_2
D7Mit362	MTH2123	Chr7	67.8 F	WC7.47	120_D_5 164_B_4
D7Mit189	MT1917	Chr7	67.8 F		385_C_4
D7Mit177	MT1106	Chr7	67.8 F		281_F_11 325_G_6 344_D_10 446_H_3 454_G_3
D8Mit155	MT516	Chr8	0.0 P	WC8.0	178_B_11 187_A_8 341_C_9 451_G_5 465_D_4
D8Mit149	MT885	Chr8	0.0 P		163_A_11 167_A_5 211_A_10 316_B_8 376_A_11 461_B_2
D8Mit368	MTH270	Chr8		WC8.43	141_D_6 173_G_1 287_C_1 356_G_8 388_F_3 405_D_12
D8Mit58	MPC261	Chr8	0.0 P	WC8.1	125_H_3 128_B_6 183_H_4 185_F_1 240_A_12 304_G_6 311_D_4 317_C_7 322_F_7 462_A_1 462_B_4 462_B_5 464_A_1
D8Mit157	MT1517	Chr8	1.1 P		165_C_9 211_F_12 213_A_5 273_G_6 310_F_8 356_C_2 395_G_4 460_F_12
