01.MMHAP28FLA1.seq	WC-724
D1Mit445.2	WC-1120
D1Mit450	WC-391
D1Mit453	WC-1162
D1Mit455	WC-453
D1Mit455.1	WC-453
D1Mit457	WC-1209
D1Mit459	WC-590
D1Mit46	WC-369
D1Mit460	WC-590
D1Mit463	WC-795
D1Mit471	WC-552
D1Mit476	WC-960
D1Mit477	WC-573
D1Mit479	WC-630
D1Mit48	WC-551
D1Mit480	WC-926
D1Mit481	WC-820
D1Mit483.1	WC-190
D1Mit484	WC-190
D1Mit484.2	WC-190
D1Mit485	WC-807
D1Mit492	WC-291
D1Mit494	WC-113
D1Mit495	WC-977
D1Mit499	WC-971
D1Mit507	WC-1162
D1Mit507.1	WC-1162
D1Mit508	WC-453
D1Mit510	WC-795
D1Mit511	WC-795
D1Mit512	WC-775
D1Mit515	WC-501
D1Mit518	WC-911
D1Mit523	WC-391
D1Mit524	WC-453
D1Mit525	WC-553
D1Mit527	WC-861
D1Mit53.2	WC-807
D1Mit531	WC-823
D1Mit536	WC-864
D1Mit539.1	WC-1162
D1Mit539.2	WC-1162
D1Mit54	WC-1045
D1Mit540.1	WC-453
D1Mit543	WC-590
D1Mit55	WC-481
D1Mit55.1	WC-481
D1Mit57.1	WC-783
D1Mit58.2	WC-641
D1Mit61	WC-369
D1Mit62	WC-1163
D1Mit63	WC-1162
D1Mit64	WC-739
D1Mit67	WC-739
D1Mit68	WC-739
D1Mit7	WC-369
D1Mit70	WC-1161
D1Mit71	WC-776
D1Mit74	WC-823
D1Mit75	WC-823
D1Mit77	WC-285
D1Mit78	WC-820
D1Mit79	WC-190
D1Mit8	WC-946
D1Mit82	WC-807
D1Mit84	WC-732
D1Mit85	WC-357
D1Mit86	WC-1072
D1Mit87	WC-254
D1Mit88	WC-1045
D1Mit93	WC-113
D1Mit94	WC-113
D2Mit100	WC-205
D2Mit103	WC-76
D2Mit105	WC-1048
D2Mit106	WC-18
D2Mit107	WC-18
D2Mit110	WC-361
D2Mit112	WC-657
D2Mit113	WC-310
D2Mit114	WC-212
D2Mit116	WC-265
D2Mit117	WC-270
D2Mit118	WC-265
D2Mit119	WC-395
D2Mit12	WC-422
D2Mit120	WC-192
D2Mit121	WC-89
D2Mit124	WC-1249
D2Mit125	WC-675
D2Mit126	WC-527
D2Mit128	WC-205
D2Mit129	WC-856
D2Mit13	WC-205
D2Mit131	WC-322
D2Mit132	WC-76
D2Mit133	WC-461
D2Mit140	WC-863
D2Mit142	WC-269
D2Mit143	WC-706
D2Mit145	WC-802
D2Mit148	WC-212
D2Mit149.1	WC-433
D2Mit152	WC-877
D2Mit153	WC-529
D2Mit154	WC-746
D2Mit155	WC-608
D2Mit156	WC-804
D2Mit157	WC-1031
D2Mit158	WC-1215
D2Mit16.1	WC-344
D2Mit160	WC-527
D2Mit162.1	WC-678
D2Mit164	WC-673
D2Mit165	WC-908
D2Mit166	WC-781
D2Mit17	WC-673
D2Mit174	WC-212
D2Mit176	WC-616
D2Mit177	WC-270
D2Mit185	WC-328
D2Mit189.2	WC-76
D2Mit19.2	WC-788
D2Mit192	WC-18
D2Mit193	WC-788
D2Mit194	WC-456
D2Mit196	WC-706
D2Mit197	WC-269
D2Mit199	WC-26
D2Mit201	WC-395
D2Mit203.1	WC-89
D2Mit204	WC-89
D2Mit206	WC-205
D2Mit209.2	WC-822
D2Mit211.2	WC-678
D2Mit212	WC-748
D2Mit213	WC-26
D2Mit214	WC-205
D2Mit215	WC-616
D2Mit216	WC-270
D2Mit218	WC-1031
D2Mit219	WC-797
D2Mit22	WC-863
D2Mit220	WC-527
D2Mit221	WC-856
D2Mit224	WC-671
D2Mit227	WC-624
D2Mit228	WC-802
D2Mit232S	WC-270
D2Mit235	WC-89
D2Mit236	WC-89
D2Mit237	WC-457
D2Mit239	WC-89
D2Mit241	WC-746
D2Mit242	WC-804
D2Mit246	WC-1215
D2Mit247	WC-797
D2Mit248	WC-577
D2Mit249	WC-1158
D2Mit25	WC-140
D2Mit250	WC-422
D2Mit252	WC-205
D2Mit253	WC-715
D2Mit255	WC-673
D2Mit261	WC-361
D2Mit262	WC-857
D2Mit265	WC-26
D2Mit268	WC-877
D2Mit27.1	WC-857
D2Mit275	WC-322
D2Mit276	WC-461
D2Mit277	WC-673
D2Mit281	WC-424
D2Mit282.1	WC-424
D2Mit283	WC-361
D2Mit286	WC-857
D2Mit287	WC-706
D2Mit290.4	WC-600
D2Mit295	WC-529
D2Mit3	WC-270
D2Mit300	WC-602
D2Mit304	WC-671
D2Mit305.1	WC-671
D2Mit306	WC-345
D2Mit308	WC-748
D2Mit316	WC-105
D2Mit317	WC-105
D2Mit321	WC-282
D2Mit323	WC-1031
D2Mit328	WC-1206
D2Mit329	WC-797
D2Mit332	WC-577
D2Mit333	WC-605
D2Mit337	WC-344
D2Mit340	WC-424
D2Mit341	WC-706
D2Mit342	WC-624
D2Mit343	WC-1041
D2Mit344	WC-140
D2Mit345	WC-26
D2Mit347	WC-1167
D2Mit348	WC-746
D2Mit349	WC-288
D2Mit350	WC-856
D2Mit351	WC-856
D2Mit352.1	WC-595
D2Mit354	WC-912
D2Mit355	WC-912
D2Mit358S	WC-270
D2Mit359	WC-270
D2Mit36	WC-1070
D2Mit360	WC-105
D2Mit361	WC-105
D2Mit362	WC-479
D2Mit363.1	WC-887
D2Mit364	WC-887
D2Mit365	WC-192
D2Mit366	WC-89
D2Mit367	WC-89
D2Mit369	WC-1173
D2Mit370	WC-1173
D2Mit373	WC-608
D2Mit376	WC-608
D2Mit377	WC-1249
D2Mit379	WC-675
D2Mit38.1	WC-1070
D2Mit380	WC-288
D2Mit382	WC-527
D2Mit384	WC-602
D2Mit385	WC-605
D2Mit386	WC-856
D2Mit387	WC-328
D2Mit388	WC-422
D2Mit389	WC-422
D2Mit391	WC-76
D2Mit393	WC-76
D2Mit394.2	WC-76
D2Mit395	WC-645
D2Mit396	WC-673
D2Mit397	WC-673
D2Mit398	WC-1048
D2Mit4	WC-395
D2Mit400	WC-345
D2Mit401	WC-748
D2Mit405	WC-424
D2Mit407	WC-424
D2Mit408	WC-361
D2Mit41	WC-715
D2Mit410	WC-706
D2Mit411	WC-706
D2Mit415	WC-657
D2Mit416	WC-887
D2Mit418	WC-797
D2Mit419	WC-527
D2Mit42	WC-605
D2Mit420	WC-461
D2Mit422	WC-781
D2Mit424	WC-863
D2Mit426	WC-912
D2Mit427	WC-433
D2Mit428	WC-395
D2Mit429	WC-265
D2Mit43	WC-605
D2Mit430	WC-433
D2Mit432	WC-966
D2Mit433	WC-804
D2Mit434	WC-288
D2Mit436	WC-577
D2Mit439	WC-715
D2Mit44	WC-328
D2Mit440	WC-602
D2Mit443	WC-76
D2Mit444	WC-461
D2Mit447	WC-671
D2Mit448	WC-788
D2Mit451	WC-857
D2Mit453	WC-706
D2Mit454	WC-1064
D2Mit456	WC-1041
D2Mit458	WC-608
D2Mit46.2	WC-788
D2Mit464	WC-479
D2Mit466	WC-457
D2Mit467	WC-1192
D2Mit47.2	WC-424
D2Mit473	WC-288
D2Mit475	WC-527
D2Mit478.1	WC-205
D2Mit481	WC-595
D2Mit486	WC-671
D2Mit487	WC-671
D2Mit488	WC-18
D2Mit489.1	WC-288
D2Mit49	WC-600
D2Mit490	WC-822
D2Mit492	WC-424
D2Mit493	WC-759
D2Mit494	WC-857
D2Mit496.2	WC-1167
D2Mit5	WC-270
D2Mit502	WC-310
D2Mit504	WC-212
D2Mit505	WC-26
D2Mit508	WC-18
D2Mit51	WC-600
D2Mit512	WC-479
D2Mit513	WC-456
D2Mit514	WC-288
D2Mit515	WC-1192
D2Mit522	WC-89
D2Mit523	WC-608
D2Mit526.1	WC-781
D2Mit526.2	WC-781
D2Mit56	WC-288
D2Mit57	WC-424
D2Mit58	WC-678
D2Mit59	WC-759
D2Mit6	WC-887
D2Mit60	WC-433
D2Mit62	WC-19
D2Mit64	WC-877
D2Mit65	WC-89
D2Mit66	WC-527
D2Mit69	WC-887
D2Mit7	WC-282
D2Mit70	WC-18
D2Mit72	WC-608
D2Mit73	WC-212
D2Mit75	WC-577
D2Mit8	WC-1031
D2Mit80	WC-887
D2Mit83	WC-887
D2Mit84	WC-89
D2Mit85	WC-1192
D2Mit87	WC-89
D2Mit88	WC-746
D2Mit91	WC-1200
D2Mit92	WC-1206
D2Mit94	WC-577
D2Mit97	WC-422
D3Mit102	WC-589
D3Mit104.3	WC-377
D3Mit105	WC-377
D3Mit106	WC-378
D3Mit110	WC-925
D3Mit111	WC-841
D3Mit113.2	WC-79
D3Mit114	WC-728
D3Mit115	WC-1213
D3Mit119	WC-1229
D3Mit12	WC-1081
D3Mit120	WC-9
D3Mit124	WC-412
D3Mit125	WC-334
D3Mit127	WC-1067
D3Mit129	WC-129
D3Mit132.1	WC-326
D3Mit134.2	WC-346
D3Mit135.1	WC-9
D3Mit142	WC-1127
D3Mit144	WC-412
D3Mit145	WC-362
D3Mit146	WC-334
D3Mit149	WC-63
D3Mit149.1	WC-63
D3Mit150	WC-535
D3Mit150.2	WC-535
D3Mit156	WC-123
D3Mit157.2	WC-50
D3Mit158	WC-377
D3Mit16	WC-334
D3Mit160.2	WC-495
D3Mit164	WC-63
D3Mit164.2	WC-63
D3Mit165	WC-906
D3Mit167.2	WC-1187
D3Mit169	WC-987
D3Mit17	WC-1067
D3Mit174	WC-170
D3Mit177	WC-1053
D3Mit177.1	WC-1053
D3Mit180.2	WC-591
D3Mit181.2	WC-1257
D3Mit182	WC-346
D3Mit183	WC-1229
D3Mit184	WC-338
D3Mit186	WC-170
D3Mit189	WC-1081
D3Mit192	WC-791
D3Mit193	WC-841
D3Mit194	WC-528
D3Mit195.2	WC-1049
D3Mit196	WC-495
D3Mit197	WC-1067
D3Mit198	WC-1067
D3Mit200	WC-420
D3Mit201	WC-129
D3Mit206.1	WC-1257
D3Mit211	WC-738
D3Mit212	WC-170
D3Mit213	WC-50
D3Mit216	WC-1223
D3Mit219	WC-1213
D3Mit221	WC-63
D3Mit229	WC-170
D3Mit230	WC-170
D3Mit232	WC-179
D3Mit233	WC-50
D3Mit234	WC-1213
D3Mit236	WC-906
D3Mit241	WC-737
D3Mit243	WC-1259
D3Mit244.2	WC-1037
D3Mit248	WC-589
D3Mit249	WC-650
D3Mit25.2	WC-583
D3Mit250	WC-348
D3Mit253	WC-1082
D3Mit255	WC-334
D3Mit256	WC-334
D3Mit257	WC-1067
D3Mit258	WC-1067
D3Mit259.1	WC-79
D3Mit260	WC-79
D3Mit263	WC-1213
D3Mit266	WC-791
D3Mit274	WC-346
D3Mit275	WC-9
D3Mit281.1	WC-738
D3Mit284	WC-791
D3Mit285	WC-377
D3Mit286	WC-377
D3Mit289.1	WC-362
D3Mit290	WC-925
D3Mit291	WC-334
D3Mit292	WC-79
D3Mit294	WC-728
D3Mit295	WC-1183
D3Mit297	WC-737
D3Mit299.1	WC-348
D3Mit300	WC-650
D3Mit302	WC-728
D3Mit303.2	WC-129
D3Mit308	WC-444
D3Mit31	WC-420
D3Mit310	WC-1037
D3Mit314	WC-650
D3Mit315	WC-1201
D3Mit317	WC-221
D3Mit318	WC-1223
D3Mit319	WC-362
D3Mit32	WC-591
D3Mit320	WC-1067
D3Mit321	WC-420
D3Mit322	WC-728
D3Mit323.1	WC-728
D3Mit332	WC-987
D3Mit334	WC-583
D3Mit337	WC-317
D3Mit338	WC-170
D3Mit339.1	WC-170
D3Mit341	WC-179
D3Mit347	WC-221
D3Mit348	WC-1082
D3Mit350	WC-841
D3Mit351	WC-528
D3Mit360	WC-841
D3Mit362	WC-346
D3Mit367	WC-1113
D3Mit368	WC-495
D3Mit38	WC-1067
D3Mit39	WC-377
D3Mit4	WC-1007
D3Mit41	WC-50
D3Mit44	WC-420
D3Mit45	WC-420
D3Mit46.1	WC-157
D3Mit46.3	WC-157
D3Mit51	WC-317
D3Mit52.3	WC-1259
D3Mit56	WC-377
D3Mit57	WC-1201
D3Mit58	WC-728
D3Mit60	WC-63
D3Mit60.1	WC-63
D3Mit61	WC-535
D3Mit61.1	WC-535
D3Mit64	WC-346
D3Mit65	WC-346
D3Mit67	WC-338
D3Mit68	WC-583
D3Mit69	WC-583
D3Mit70	WC-737
D3Mit71	WC-737
D3Mit72	WC-170
D3Mit73	WC-738
D3Mit75	WC-1081
D3Mit77	WC-589
D3Mit78	WC-134
D3Mit79	WC-1127
D3Mit82	WC-925
D3Mit84	WC-1067
D3Mit88	WC-728
D3Mit89	WC-129
D3Mit92.1	WC-1113
D3Mit96	WC-444
D3Mit97	WC-170
D3Mit98	WC-738
D3Mit99	WC-123
D4Mit1	WC-468
D4Mit100	WC-789
D4Mit101	WC-244
D4Mit103	WC-1252
D4Mit104.1	WC-16
D4Mit105.1	WC-932
D4Mit107	WC-1066
D4Mit110	WC-931
D4Mit112	WC-923
D4Mit114	WC-537
D4Mit116	WC-459
D4Mit117	WC-370
D4Mit118	WC-882
D4Mit12	WC-1160
D4Mit123	WC-940
D4Mit124	WC-1160
D4Mit126	WC-734
D4Mit130	WC-519
D4Mit131.1	WC-1107
D4Mit132	WC-1211
D4Mit137	WC-101
D4Mit138	WC-1044
D4Mit139	WC-387
D4Mit141	WC-342
D4Mit142	WC-342
D4Mit145	WC-900
D4Mit15	WC-389
D4Mit151	WC-1146
D4Mit154.1	WC-370
D4Mit159	WC-519
D4Mit160	WC-905
D4Mit163	WC-931
D4Mit164	WC-1146
D4Mit166.2	WC-176
D4Mit167	WC-882
D4Mit17	WC-174
D4Mit17.1	WC-174
D4Mit17.2	WC-174
D4Mit171	WC-547
D4Mit173	WC-537
D4Mit174	WC-537
D4Mit177	WC-1146
D4Mit177.2	WC-1146
D4Mit18	WC-789
D4Mit180	WC-1139
D4Mit181	WC-101
D4Mit183	WC-646
D4Mit186	WC-389
D4Mit187	WC-230
D4Mit193	WC-101
D4Mit194	WC-1066
D4Mit195	WC-870
D4Mit201.1	WC-940
D4Mit203	WC-384
D4Mit203.2	WC-384
D4Mit205	WC-976
D4Mit21	WC-646
D4Mit210	WC-428
D4Mit211	WC-932
D4Mit213	WC-1044
D4Mit215	WC-923
D4Mit216	WC-722
D4Mit217	WC-1146
D4Mit219	WC-882
D4Mit220	WC-708
D4Mit223	WC-541
D4Mit224	WC-917
D4Mit227	WC-244
D4Mit228	WC-101
D4Mit229	WC-744
D4Mit230	WC-1028
D4Mit231	WC-370
D4Mit232.1	WC-905
D4Mit235.1	WC-16
D4Mit237	WC-1078
D4Mit238	WC-1044
D4Mit239	WC-744
D4Mit24.2	WC-646
D4Mit240	WC-931
D4Mit243	WC-1146
D4Mit244	WC-174
D4Mit246	WC-637
D4Mit248	WC-708
D4Mit25	WC-142
D4Mit250	WC-917
D4Mit252	WC-1114
D4Mit253.1	WC-1107
D4Mit257	WC-1044
D4Mit258	WC-1102
D4Mit259	WC-905
D4Mit260	WC-928
D4Mit261	WC-756
D4Mit263	WC-244
D4Mit267	WC-101
D4Mit27	WC-647
D4Mit272	WC-931
D4Mit274	WC-387
D4Mit275	WC-883
D4Mit276	WC-459
D4Mit277	WC-230
D4Mit278	WC-708
D4Mit281	WC-384
D4Mit285	WC-1154
D4Mit286.1	WC-1078
D4Mit290	WC-637
D4Mit291	WC-756
D4Mit295	WC-1032
D4Mit296	WC-342
D4Mit297	WC-537
D4Mit298	WC-459
D4Mit299	WC-459
D4Mit300	WC-647
D4Mit301	WC-647
D4Mit303	WC-637
D4Mit304	WC-230
D4Mit307	WC-708
D4Mit308	WC-1160
D4Mit309	WC-384
D4Mit319	WC-870
D4Mit320	WC-931
D4Mit322	WC-883
D4Mit323	WC-142
D4Mit325	WC-142
D4Mit327	WC-910
D4Mit327.2	WC-910
D4Mit329	WC-389
D4Mit330	WC-230
D4Mit334	WC-1102
D4Mit336	WC-541
D4Mit337	WC-541
D4Mit339.2	WC-60
D4Mit340	WC-905
D4Mit345.1	WC-547
D4Mit347	WC-537
D4Mit350	WC-900
D4Mit350.2	WC-900
D4Mit351	WC-445
D4Mit353	WC-827
D4Mit354	WC-734
D4Mit355.1	WC-734
D4Mit37	WC-445
D4Mit39	WC-545
D4Mit4	WC-520
D4Mit40	WC-541
D4Mit41	WC-545
D4Mit42	WC-1139
D4Mit44	WC-1146
D4Mit45	WC-1196
D4Mit45.1	WC-1196
D4Mit5.3	WC-1044
D4Mit65	WC-1114
D4Mit70	WC-60
D4Mit77	WC-647
D4Mit79	WC-459
D4Mit81	WC-537
D4Mit83	WC-1211
D4Mit85	WC-883
D4Mit86	WC-342
D4Mit87	WC-174
D4Mit9	WC-900
D4Mit92	WC-870
D4Mit93	WC-101
D4Mit97	WC-428
D4Mit98	WC-547
D500	WC-588
D573	WC-169
D5Mit1	WC-1094
D5Mit10	WC-241
D5Mit100	WC-375
D5Mit101	WC-98
D5Mit103	WC-497
D5Mit105	WC-1025
D5Mit107	WC-187
D5Mit108	WC-550
D5Mit110	WC-1243
D5Mit111	WC-302
D5Mit112	WC-766
D5Mit113	WC-766
D5Mit115.3	WC-241
D5Mit117	WC-1108
D5Mit119	WC-1134
D5Mit120	WC-1134
D5Mit122	WC-819
D5Mit124	WC-981
D5Mit125	WC-981
D5Mit126	WC-355
D5Mit13	WC-29
D5Mit131	WC-62
D5Mit132.2	WC-765
D5Mit133	WC-375
D5Mit134	WC-243
D5Mit139	WC-777
D5Mit14	WC-1134
D5Mit140	WC-156
D5Mit142	WC-98
D5Mit143	WC-819
D5Mit145	WC-401
D5Mit146	WC-401
D5Mit148	WC-307
D5Mit150	WC-693
D5Mit151	WC-302
D5Mit153	WC-549
D5Mit154	WC-549
D5Mit157	WC-511
D5Mit158	WC-1188
D5Mit16.2	WC-1056
D5Mit161	WC-156
D5Mit163	WC-918
D5Mit165	WC-1134
D5Mit166	WC-1134
D5Mit168	WC-846
D5Mit168.3	WC-846
D5Mit17	WC-1
D5Mit172	WC-511
D5Mit174	WC-156
D5Mit175	WC-419
D5Mit177	WC-1108
D5Mit180	WC-875
D5Mit182	WC-29
D5Mit183	WC-765
D5Mit185	WC-936
D5Mit187	WC-1188
D5Mit189	WC-156
D5Mit191	WC-375
D5Mit192	WC-819
D5Mit198	WC-146
D5Mit20	WC-774
D5Mit200	WC-1115
D5Mit201	WC-167
D5Mit202	WC-1089
D5Mit203	WC-766
D5Mit206	WC-549
D5Mit207	WC-758
D5Mit207.2	WC-758
D5Mit208	WC-511
D5Mit208.2	WC-511
D5Mit212	WC-156
D5Mit213	WC-156
D5Mit214	WC-156
D5Mit216	WC-1134
D5Mit217	WC-156
D5Mit218	WC-1134
D5Mit219	WC-532
D5Mit221	WC-185
D5Mit224	WC-375
D5Mit225	WC-1094
D5Mit227	WC-667
D5Mit23	WC-241
D5Mit231	WC-786
D5Mit232	WC-786
D5Mit234	WC-1243
D5Mit235	WC-167
D5Mit235.2	WC-167
D5Mit237	WC-549
D5Mit238	WC-120
D5Mit239	WC-419
D5Mit246	WC-532
D5Mit247	WC-98
D5Mit249	WC-575
D5Mit25	WC-956
D5Mit25.1	WC-956
D5Mit251	WC-981
D5Mit252	WC-307
D5Mit257	WC-302
D5Mit259	WC-1
D5Mit263	WC-1134
D5Mit264	WC-1134
D5Mit267	WC-693
D5Mit268	WC-355
D5Mit269	WC-965
D5Mit280	WC-918
D5Mit281	WC-1134
D5Mit282	WC-532
D5Mit283	WC-532
D5Mit285	WC-644
D5Mit286.2	WC-819
D5Mit289	WC-156
D5Mit291	WC-156
D5Mit292	WC-98
D5Mit292.2	WC-98
D5Mit296	WC-307
D5Mit298	WC-681
D5Mit3	WC-1136
D5Mit300	WC-375
D5Mit301	WC-375
D5Mit303.1	WC-1115
D5Mit305	WC-243
D5Mit307	WC-1089
D5Mit311	WC-1
D5Mit312	WC-82
D5Mit313	WC-82
D5Mit314	WC-813
D5Mit315	WC-419
D5Mit316	WC-813
D5Mit320	WC-156
D5Mit321	WC-1126
D5Mit322	WC-532
D5Mit323	WC-532
D5Mit324	WC-1134
D5Mit324.1	WC-1134
D5Mit325	WC-532
D5Mit326	WC-1084
D5Mit328	WC-98
D5Mit329	WC-375
D5Mit33.2	WC-532
D5Mit330	WC-575
D5Mit331	WC-575
D5Mit332.1	WC-1145
D5Mit333	WC-307
D5Mit333.1	WC-307
D5Mit336	WC-243
D5Mit337	WC-1056
D5Mit338	WC-419
D5Mit339.1	WC-918
D5Mit34	WC-1175
D5Mit340	WC-185
D5Mit343.2	WC-575
D5Mit344	WC-575
D5Mit345	WC-575
D5Mit346.1	WC-575
D5Mit347.2	WC-1245
D5Mit348	WC-875
D5Mit349	WC-875
D5Mit350	WC-307
D5Mit351.1	WC-29
D5Mit353	WC-693
D5Mit354	WC-29
D5Mit355	WC-243
D5Mit356.3	WC-243
D5Mit362	WC-549
D5Mit367	WC-559
D5Mit370	WC-156
D5Mit371	WC-156
D5Mit372	WC-1134
D5Mit373	WC-1084
D5Mit375	WC-98
D5Mit378	WC-644
D5Mit379	WC-39
D5Mit380	WC-98
D5Mit382	WC-419
D5Mit385	WC-575
D5Mit39	WC-1134
D5Mit391	WC-786
D5Mit393.1	WC-62
D5Mit395.1	WC-375
D5Mit40	WC-1
D5Mit400	WC-241
D5Mit402	WC-511
D5Mit404	WC-241
D5Mit409	WC-644
D5Mit41	WC-241
D5Mit411	WC-511
D5Mit416	WC-375
D5Mit423	WC-82
D5Mit425	WC-559
D5Mit426	WC-777
D5Mit429	WC-375
D5Mit44	WC-1136
D5Mit49	WC-575
D5Mit5	WC-965
D5Mit55	WC-681
D5Mit57	WC-681
D5Mit58	WC-243
D5Mit59	WC-156
D5Mit6	WC-447
D5Mit62	WC-375
D5Mit63	WC-1134
D5Mit66	WC-307
D5Mit67	WC-375
D5Mit68	WC-559
D5Mit69	WC-575
D5Mit70	WC-1245
D5Mit71	WC-497
D5Mit72	WC-667
D5Mit73	WC-981
D5Mit74	WC-875
D5Mit78	WC-1025
D5Mit79	WC-550
D5Mit80	WC-1134
D5Mit83	WC-936
D5Mit88	WC-511
D5Mit89	WC-511
D5Mit9	WC-758
D5Mit90	WC-511
D5Mit91	WC-120
D5Mit93	WC-241
D5Mit99	WC-98
D617	WC-298
D618	WC-628
D6Mit1	WC-1235
D6Mit10	WC-240
D6Mit100	WC-458
D6Mit101	WC-1232
D6Mit102	WC-289
D6Mit104	WC-1106
D6Mit105	WC-158
D6Mit106	WC-610
D6Mit107	WC-240
D6Mit108	WC-1106
D6Mit11	WC-234
D6Mit110	WC-947
D6Mit115	WC-503
D6Mit116	WC-852
D6Mit119	WC-147
D6Mit125	WC-1231
D6Mit126	WC-106
D6Mit127	WC-150
D6Mit129.1	WC-15
D6Mit13.1	WC-1190
D6Mit13.2	WC-1190
D6Mit130	WC-408
D6Mit131	WC-408
D6Mit132	WC-471
D6Mit134	WC-121
D6Mit135	WC-96
D6Mit137	WC-383
D6Mit14.1	WC-383
D6Mit140	WC-752
D6Mit143.2	WC-320
D6Mit144.1	WC-255
D6Mit146	WC-430
D6Mit147.2	WC-78
D6Mit149	WC-210
D6Mit15	WC-383
D6Mit150.1	WC-503
D6Mit151	WC-153
D6Mit154	WC-924
D6Mit156	WC-1232
D6Mit157	WC-627
D6Mit158	WC-539
D6Mit16	WC-320
D6Mit160	WC-972
D6Mit162.1	WC-1231
D6Mit164	WC-15
D6Mit167	WC-313
D6Mit17	WC-320
D6Mit170	WC-1052
D6Mit171	WC-852
D6Mit174	WC-1231
D6Mit175	WC-1231
D6Mit176	WC-150
D6Mit177	WC-289
D6Mit178	WC-430
D6Mit179	WC-1086
D6Mit183	WC-306
D6Mit183.1	WC-306
D6Mit184	WC-306
D6Mit186	WC-894
D6Mit189	WC-15
D6Mit190	WC-136
D6Mit193.2	WC-1144
D6Mit194	WC-235
D6Mit196	WC-947
D6Mit198	WC-1226
D6Mit199.1	WC-1226
D6Mit200	WC-383
D6Mit201.2	WC-383
D6Mit202.1	WC-696
D6Mit203	WC-1057
D6Mit206	WC-117
D6Mit208	WC-465
D6Mit210	WC-255
D6Mit211.2	WC-496
D6Mit212	WC-150
D6Mit213	WC-692
D6Mit217	WC-121
D6Mit220.2	WC-947
D6Mit224	WC-15
D6Mit226	WC-136
D6Mit227	WC-408
D6Mit23	WC-240
D6Mit231	WC-898
D6Mit231.2	WC-898
D6Mit232	WC-6
D6Mit233	WC-1057
D6Mit238	WC-117
D6Mit240.1	WC-147
D6Mit242	WC-1231
D6Mit244	WC-320
D6Mit248	WC-136
D6Mit249	WC-430
D6Mit25	WC-967
D6Mit251	WC-610
D6Mit252	WC-850
D6Mit254	WC-121
D6Mit258	WC-986
D6Mit26	WC-383
D6Mit260	WC-1057
D6Mit261.1	WC-136
D6Mit263	WC-136
D6Mit264	WC-627
D6Mit266	WC-696
D6Mit268	WC-117
D6Mit269	WC-117
D6Mit270	WC-117
D6Mit273	WC-15
D6Mit275	WC-147
D6Mit276	WC-147
D6Mit278	WC-994
D6Mit280	WC-150
D6Mit282	WC-150
D6Mit283	WC-15
D6Mit283.1	WC-15
D6Mit283.2	WC-15
D6Mit284	WC-458
D6Mit285	WC-289
D6Mit286	WC-210
D6Mit287	WC-240
D6Mit288	WC-503
D6Mit29	WC-692
D6Mit291	WC-609
D6Mit292.1	WC-950
D6Mit292.2	WC-950
D6Mit295	WC-383
D6Mit296	WC-1086
D6Mit298	WC-924
D6Mit3	WC-379
D6Mit300	WC-153
D6Mit301	WC-967
D6Mit302	WC-609
D6Mit303	WC-383
D6Mit304	WC-383
D6Mit305.2	WC-1235
D6Mit306	WC-696
D6Mit307	WC-972
D6Mit308	WC-752
D6Mit309	WC-117
D6Mit31.2	WC-458
D6Mit310	WC-117
D6Mit316	WC-994
D6Mit318	WC-1231
D6Mit32	WC-289
D6Mit320.1	WC-106
D6Mit321	WC-15
D6Mit323	WC-692
D6Mit325	WC-131
D6Mit326	WC-471
D6Mit328	WC-240
D6Mit329	WC-850
D6Mit33	WC-147
D6Mit330	WC-503
D6Mit331	WC-1144
D6Mit332	WC-503
D6Mit336	WC-1144
D6Mit337	WC-235
D6Mit337.3	WC-235
D6Mit338.1	WC-96
D6Mit339.2	WC-986
D6Mit341	WC-1014
D6Mit346	WC-313
D6Mit347	WC-627
D6Mit35	WC-158
D6Mit351	WC-15
D6Mit352	WC-15
D6Mit358	WC-106
D6Mit359	WC-465
D6Mit360.1	WC-496
D6Mit362.1	WC-458
D6Mit363	WC-408
D6Mit364	WC-136
D6Mit364.2	WC-136
D6Mit365	WC-430
D6Mit365.1	WC-430
D6Mit365.3	WC-430
D6Mit366	WC-768
D6Mit367	WC-503
D6Mit37	WC-210
D6Mit370	WC-615
D6Mit371.4	WC-383
D6Mit378	WC-240
D6Mit379	WC-471
D6Mit38	WC-78
D6Mit380	WC-852
D6Mit383	WC-850
D6Mit386	WC-255
D6Mit39	WC-210
D6Mit4	WC-150
D6Mit41	WC-850
D6Mit42	WC-15
D6Mit44	WC-503
D6Mit46	WC-1014
D6Mit47	WC-1014
D6Mit54	WC-240
D6Mit55	WC-850
D6Mit61	WC-235
D6Mit63	WC-850
D6Mit64	WC-610
D6Mit68	WC-471
D6Mit70	WC-15
D6Mit71	WC-894
D6Mit75	WC-15
D6Mit79	WC-1193
D6Mit81	WC-1014
D6Mit82	WC-1014
D6Mit89	WC-972
D6Mit91	WC-924
D6Mit98	WC-379
D7Mit1	WC-144
D7Mit100	WC-686
D7Mit101	WC-1148
D7Mit102	WC-1042
D7Mit103	WC-45
D7Mit104	WC-45
D7Mit106	WC-45
D7Mit107	WC-34
D7Mit109	WC-195
D7Mit112	WC-716
D7Mit115	WC-716
D7Mit118	WC-350
D7Mit12	WC-195
D7Mit121	WC-1265
D7Mit122	WC-1176
D7Mit124	WC-351
D7Mit125	WC-948
D7Mit127	WC-955
D7Mit129	WC-351
