Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D2Mit110	MPC581	Chr2	68.9 F	WC2.57	126_A_4 156_C_1 166_E_3 349_A_4 349_A_6 426_C_1 443_D_12 444_B_7
D2Mit407	MT4633	Chr2	68.9 F	WC2.57	151_B_9 161_D_3 177_F_8 193_D_8 304_A_4 325_B_3 425_D_1 426_C_1 455_F_2
D2Mit408	MTH367	Chr2	68.9 F	WC2.57	126_A_4 166_E_3 316_E_11 341_B_6 443_D_12 444_B_7
D2Mit261	MT2536	Chr2	69.9 F	WC2.57	159_G_7 181_D_6
D2Mit283	MT2397	Chr2	69.9 F	WC2.57	136_E_5 139_C_3 156_C_1 159_G_7 160_G_3 173_H_11 181_D_2 181_D_6 298_C_8 349_A_4 349_A_6 360_D_2 438_A_3
D2Mit22	M167	Chr2	71.0 F	WC2.58	199_E_7 286_C_4 303_A_4 361_F_8
D2Mit424	MTH593	Chr2	71.0 F	WC2.58	199_E_7 286_C_4 303_A_4 361_F_8 387_C_8 450_H_3
D2Mit309	MT3524	Chr2	71.0 F	WC2.58	159_F_8 303_A_4
D2Mit493	MTH2822	Chr2	72.1 F	WC2.59	170_D_9 305_B_5 305_H_1 391_B_2
D2Mit140	MPC2190	Chr2	72.1 P	WC2.58	199_E_7 303_A_4 326_F_4 450_H_3
D2Mit59	A1088	Chr2	72.1 F	WC2.59	170_D_9 391_B_2
D2Mit284.4		Chr2	72.1 F		442_B_8
D2Mit450	MTH906	Chr2	72.1 F	WC2.58	159_F_8 240_E_5 325_B_2
D2Mit139	MPC2362	Chr2	72.1 F	WC2.58	240_E_5 387_E_4 415_F_5
D2Mit494	MJ5351	Chr2	73.2 F	WC2.60	179_G_12 181_B_4 183_H_4 345_A_12 345_C_11 356_E_1-f 409_D_6 448_A_11
D2Mit27.1		Chr2	73.2 P	WC2.60	117_C_1 121_B_3 179_G_12 289_E_11 344_E_6 345_A_12 345_C_11 382_E_12 384_B_7
D2Mit48	A694	Chr2	73.2 F	WC2.60	127_E_7
D2Mit286	MT2519	Chr2	73.2 F	WC2.60	125_A_5 295_G_7 345_E_6 345_G_9 382_E_12 443_D_4
D2Mit451	MTH1558	Chr2	73.2 F	WC2.60	117_C_1 119_B_10 127_E_7 149_B_5 179_G_12 183_H_4 187_G_1 240_A_7 312_E_7 345_A_1 345_A_12 345_C_11 377_A_10 384_B_7 448_A_11
D2Mit262	MT2417	Chr2	73.2 F	WC2.60	127_E_7 183_H_4 281_A_5 448_A_11
D2Mit55	A686	Chr2	74.3 F		392_C_5
D2Mit347	MT2825	Chr2	74.3 P	WC2.61	119_B_4 149_C_4 169_G_7 376_G_6 433_C_2
D2Mit409	MTH443	Chr2	74.3 F	WC2.62	118_A_8 127_G_1 170_B_10 172_A_8 285_A_4 378_E_10 389_A_10 396_B_8 452_F_7 452_G_6 465_A_9
D2Mit225	MT1812	Chr2	74.3 F	WC2.62	116_B_12
D2Mit287	MT3200	Chr2	77.6 F	WC2.63	133_F_6 173_E_7 179_A_4 198_C_9 309_E_1 406_F_4 448_B_7
D2Mit411	MTH344	Chr2	77.6 F	WC2.63	133_F_6 398_C_3 398_E_5 406_F_4 418_A_5 424_C_4 448_B_7
D2Mit341	MT3932	Chr2	77.6 P	WC2.63	418_A_5 424_C_4 437_A_7 448_B_7
D2Mit196	MT641	Chr2	78.7 P	WC2.63	120_H_9 313_G_7 345_E_9 376_A_8 440_B_6
D2Mit197	MT1150	Chr2	78.7 F	WC2.63	144_A_8 171_G_1 187_H_1 342_A_2 345_E_9 434_F_6
D2Mit410	MT4988	Chr2	78.7 F	WC2.63	317_F_8 362_G_7 376_A_8 406_F_4 424_C_4
D2Mit142	MPC2270	Chr2	78.7 P	WC2.63	124_B_10 144_A_8 156_F_3 163_B_10 171_G_1 187_H_1 203_F_2 239_C_12 256_B_4 312_C_2 342_A_2 342_A_3 345_E_9 410_G_11
D2Mit453	MTH1791	Chr2	78.7 F	WC2.63	120_H_9 317_F_8 345_E_9 376_A_8 409_A_8
D2Mit412	MTH489	Chr2	78.7 F	WC2.64	161_D_7 390_A_11 398_D_2 418_E_9
D2Mit143	MPC2655	Chr2	78.7 P	WC2.63	120_H_9 330_E_1 341_C_1 345_E_9 376_A_8
D2Mit50	P67	Chr2	79.8 P	WC2.64	150_A_6 173_A_9 173_F_1 319_F_6 341_E_7 361_H_1 362_E_1
D2Mit51	A724	Chr2	79.8 P	WC2.64	113_H_5 115_F_6 159_E_10 170_G_10 240_D_5 311_F_6 342_H_3 411_H_6 417_H_2 419_C_12 456_A_11
D2Mit49	B353	Chr2	79.8 P	WC2.64	170_G_10 277_E_1 306_E_8 414_F_2 456_A_11
D2Mit71	B492	Chr2	80.9 F	WC2.64	115_B_6 170_G_10 289_G_4 398_B_3
D2Mit170	MT408	Chr2	80.9 F	WC2.64	147_H_12 173_A_9 390_A_11 456_A_11
D2Mit29	d115	Chr2	80.9 F		326_H_5 331_F_8 393_H_5 422_A_4
D2Mit226	MT1846	Chr2	80.9 F	WC2.64	439_A_12
D2Mit454	MTH1534	Chr2	80.9 F	WC2.64	120_B_12 184_B_7 289_G_4 350_E_12 463_C_1
D2Mit290.4		Chr2	83.1 P	WC2.64	168_A_10 170_G_10 414_F_2 439_A_12
D2Mit342	MT4207	Chr2	83.1 F	WC2.64	121_G_12 184_B_7 187_B_5 331_F_2 349_G_7 433_F_7 461_B_6
D2Mit171	D1208	Chr2	83.1 F		319_E_12
D2Mit311	MT3522	Chr2	83.1 F		164_C_3 177_D_8 177_G_8 437_E_3 449_F_11
D2Mit289	MT2686	Chr2	83.1 P		378_B_9
D2Mit227	MT1930	Chr2	83.1 F	WC2.64	184_B_7 433_F_7
D2Mit343	MT2210	Chr2	84.2 F	WC2.67	113_B_4 134_D_9 177_F_1 178_B_8 285_B_6 342_A_2
D2Mit413	MTH493	Chr2	84.2 F	WC2.65	138_E_4 411_D_1
D2Mit145	MPC2448	Chr2	84.2 P	WC2.66	141_H_10 150_F_4
D2Mit52	B204	Chr2	85.2 F		441_C_12 452_G_8
D2Mit415	MT5321	Chr2	85.2 F	WC2.68	134_A_12 138_B_9 148_G_1 200_H_6 239_A_5 239_C_2 239_C_3
D2Mit112	MPC1567	Chr2	85.2 F	WC2.68	134_A_12 148_G_1 200_H_6 342_A_7 377_G_8 398_B_4
D2Mit291.2		Chr2	85.2 F		199_A_3
D2Mit229	MT1869	Chr2	85.2 P	WC2.67	113_B_4 124_A_9 129_A_9 132_H_5 150_H_11 178_F_8
D2Mit25	A67	Chr2	85.2 F	WC2.69	156_G_7 185_A_4 215_D_6 301_H_6 329_A_12 416_H_12 419_E_3 433_G_1
D2Mit344	MT3726	Chr2	85.2 F	WC2.69	156_G_7 215_D_6 274_H_7 329_A_12 381_F_8 385_C_2 402_C_8 416_H_12
D2Mit228	MT1534	Chr2	85.2 P	WC2.66	141_H_10 150_F_4
D2Mit456	MTH977	Chr2	86.3 F	WC2.67	113_B_4 150_E_8 285_B_6
D2Mit502	MJ5345	Chr2	87.4 F	WC2.70	279_C_5 379_D_12 386_D_7
D2Mit113	MPC320	Chr2	87.4 F	WC2.70	279_C_5 379_D_12 402_A_2 409_B_11 411_H_9
D2Mit147	MPC2268	Chr2	88.5 F	WC2.71	266_A_2 325_F_3 349_C_8 382_C_7 452_G_7
D2Mit73	B512	Chr2	91.8 F	WC2.70	126_C_7 183_B_11 326_G_10 385_G_10 396_E_10 464_B_10
D2Mit504	MTH2310	Chr2	91.8 F	WC2.70	126_C_7 136_G_9 183_B_11 312_E_6 326_G_10 343_C_7 396_E_10 419_G_6
D2Mit148	MMH245	Chr2	91.8 F	WC2.70	136_G_9 139_C_7 156_E_7 183_B_11 319_D_11 326_G_10 441_A_6 441_A_7 459_B_12
D2Mit505	MTH1661	Chr2	91.8 F	WC2.70	282_F_10 393_A_5 396_A_3 420_A_6
D2Mit199	MT736	Chr2	91.8 F	WC2.70	132_D_12 133_D_12 170_A_6 282_F_10 393_D_9 396_A_3 430_C_4
D2Mit345	MT3675	Chr2	91.8 F	WC2.70	125_D_12 132_D_12 132_D_6 137_D_6 144_A_1 147_G_10 152_E_5 185_H_2 212_A_1 282_B_6 393_D_9 419_D_11
D2Mit174	MT870	Chr2	91.8 F	WC2.70	326_G_10 396_E_10 435_E_5 464_B_10
D2Mit503	MTH2308	Chr2	91.8 F		122_C_3 151_H_4 159_F_6 178_H_12 309_G_12 319_C_6 319_H_4
D2Mit265	MT2214	Chr2	91.8 F	WC2.70	132_D_12 214_F_8 282_B_6 282_C_7 289_E_11 297_H_9 333_C_6 333_C_9 386_A_7 388_E_1 393_D_9 396_A_3 435_H_8 452_A_3
D2Mit213	MT1501	Chr2	91.8 F	WC2.70	282_B_6 282_C_7 289_E_11 393_D_9 410_A_9
D2Mit114	MPC630	Chr2	91.8 F	WC2.70	113_A_3 126_C_7 136_G_9 326_G_10 331_F_6 356_A_6 356_G_2
D2Mit200	MT954	Chr2	97.3 F		158_E_5 308_D_2 330_A_8 419_A_1 419_G_4
D2Mit230	MT1572	Chr2	97.3 F	WC2.70	188_A_3 310_F_9
D2Mit507	MTH2993	Chr2	97.3 P		387_F_4 398_C_11
D2Mit74	B599	Chr2	98.4 F	WC2.70	121_E_1 171_C_9 185_C_8 188_A_3 211_A_4 321_E_9 359_G_4 410_A_7 435_C_3 436_G_3-f
D2Mit266	MT2735	Chr2	98.4 F	WC2.70	211_A_4 321_B_6 388_E_6 412_A_7 430_A_7
D3Mit361	MPC2063	Chr3		WC3.46	119_A_1 124_F_6 137_E_12 144_A_9 185_G_6 199_E_7 286_C_4 303_C_4 307_C_11 307_D_5 378_C_5 386_B_3 386_F_5 421_E_2 434_B_1
D3Mit180.2		Chr3		WC3.47	115_B_1 166_B_12 169_D_10 180_A_2 181_A_3 185_G_4 198_F_6 256_C_10 302_G_11 385_E_12 410_A_10
D3Mit177.1		Chr3		WC3.2	126_H_7 341_A_5
D3Mit132.1		Chr3		WC3.9	317_B_6 324_G_5 358_F_11 378_E_10 378_G_5 408_D_12 456_F_11
D3Mit92.1		Chr3		WC3.49	113_C_11 114_D_3 148_D_3 152_F_2 198_D_2 255_B_2 316_B_11 362_A_5 388_E_4
D3Mit60.1		Chr3		WC3.0	131_B_2 150_D_6 199_B_6 283_H_3 346_B_7 388_E_2
D3Mit167.2		Chr3		WC3.12	126_F_1 156_E_6 177_A_9 211_G_5 218_D_9 343_A_10
D3Mit181.2		Chr3		WC3.5	127_E_5 193_B_4 307_F_2 462_F_9
D3Mit60	MPC428	Chr3	0.0 F	WC3.0	131_B_2 150_D_6 199_B_6 283_H_3 346_B_7 388_E_2
D3Mit206.1		Chr3		WC3.5	173_F_11 193_B_4 462_F_9
D3Mit150.2		Chr3		WC3.1	120_G_1 140_A_5 362_C_7 391_B_5 391_E_5
D3Mit202.1		Chr3		WC3.4	140_A_2
D3Mit46.3		Chr3		WC3.10	304_B_3 312_D_11 316_F_3 417_G_1
D3Mit130.3		Chr3			121_B_2 352_C_8
D3Mit149.1		Chr3		WC3.0	120_B_7 131_B_2 150_D_6 346_B_7 385_H_5 388_E_2
D3Mit367	MTAR188	Chr3		WC3.49	152_F_2 255_B_2 316_B_11 350_E_1 395_A_2 438_A_2
D3Mit164.2		Chr3		WC3.0	131_B_2 152_E_9 171_E_3 187_E_10 300_F_2 385_H_5 395_A_6 457_H_3 463_B_4
D3Mit362	MT1813	Chr3		WC3.15	144_D_2 183_G_7 212_E_4 290_H_3 386_E_6 424_D_11 427_D_11 451_H_3
D3Mit61.1		Chr3		WC3.1	285_G_6 285_H_4 287_C_4 293_D_12 313_H_10 362_C_7
D3Mit360	MPC1441	Chr3		WC3.44	113_E_5 160_H_5 166_C_5 185_H_6 304_A_9 321_C_5 379_G_11 385_C_12 387_D_12 419_F_3 421_A_8 432_H_5 439_D_3 460_C_2
D3Mit46.1		Chr3		WC3.10	309_C_1 312_D_11 316_F_3 357_F_12 417_G_1
D3Mit368	MTH1203	Chr3		WC3.45	333_G_9 416_E_8 418_C_8 418_H_9 446_E_6 454_G_1
D3Mit150	MT1341	Chr3	2.2 F	WC3.1	120_G_1 140_A_5 144_F_2 333_H_3 362_C_7 391_B_5
D3Mit61	MPC990	Chr3	2.2 F	WC3.1	285_G_6 293_D_12 362_C_7 391_B_5
D3Mit164	MT1571	Chr3	2.2 F	WC3.0	129_H_1 131_B_2 171_E_3 180_G_7 278_A_1 300_F_2 331_C_6 385_H_5 395_A_6 463_B_4
D3Mit149	MT1307	Chr3	2.2 F	WC3.0	120_B_7 131_B_2 150_D_6 171_E_3 296_F_1 346_B_7 385_H_5 388_E_2
D3Mit221	MT3397	Chr3	2.2 F	WC3.0	187_E_10 300_F_2 313_E_9 388_B_6 395_A_6 457_H_3 463_B_4
D3Mit269	MTH455	Chr3	2.2 F		133_G_6 442_G_3
D3Mit264	MT2827	Chr3	2.2 F	WC3.0	116_D_3 239_D_7 330_E_9 388_B_6 408_E_3
D3Mit353	MTH2441	Chr3	4.4 P	WC3.1	136_A_3 333_H_3 389_H_12 452_G_10 452_G_9
D3Mit237	MT3749	Chr3	4.4 F	WC3.6	131_B_4 141_F_3 159_E_9 177_B_10 342_G_5 389_F_1
D3Mit265	MT2791	Chr3	4.4 F		169_G_4 203_B_1 379_H_6
D3Mit54	B572	Chr3	4.4 P	WC3.6	184_F_5 313_A_3 321_C_11 325_H_6 397_G_4 424_A_4 454_F_12 87_H_6
D3Mit177	MT2399	Chr3	4.4 F	WC3.2	126_H_7 341_A_5 415_B_9
D3Mit165	MT1151	Chr3	4.4 F	WC3.3	150_E_5 306_A_11 387_E_9 454_A_6
D3Mit202	MT3210	Chr3	4.4 F	WC3.4	140_A_2
D3Mit236	MT3931	Chr3	4.4 F	WC3.3	150_E_5 306_A_11 343_H_8 387_E_9 396_E_4 450_A_2 454_A_6 456_H_9
D3Mit324	MTH1619	Chr3	4.4 F		178_C_1 459_G_10
D3Mit295	MTH828	Chr3	15.3 F	WC3.7	166_G_7 326_D_7 351_B_5 391_H_12
D3Mit332	MTH3205	Chr3	15.3 F	WC3.8	119_B_6 167_E_7 200_G_9 304_C_3 402_H_3 410_D_8 436_B_12 447_D_4
D3Mit169	MT1764	Chr3	15.3 P	WC3.8	119_B_6 167_E_7 200_G_9 304_C_3 346_C_8 411_C_11 412_E_7 436_B_12
D3Mit333	MTH2860	Chr3	16.4 P		133_F_6 239_F_7
D3Mit226	MT15	Chr3	16.4 F	WC3.11	212_D_1 281_G_2
D3Mit152	MT668	Chr3	16.4 F		172_A_4 310_D_1 402_D_10
D3Mit95	MPC2565	Chr3	16.4 F		151_H_12 153_H_6 173_E_11 214_G_6 255_H_8 285_G_5 425_B_3 426_A_2 426_H_3
D3Mit225	MT3178	Chr3	16.4 P		127_H_3 164_A_12 388_E_1
D3Mit133	MTH230	Chr3	16.4 F		163_G_3 187_C_12
D3Mit307	MTH1647	Chr3	16.4 F		215_A_7
D3Mit24	A636	Chr3	16.4 F		212_G_11 308_E_12 350_A_3 384_A_3 384_C_12 386_A_3 386_D_11 402_E_2 402_G_11 460_G_2 465_B_10
D3Mit94	MPC636	Chr3	16.4 F	WC3.11	120_A_10 172_A_7 273_F_9 273_G_9 281_G_2 286_D_7 357_G_11 381_G_2 418_F_2
D3Mit224	MT3091	Chr3	16.4 F		148_C_8 173_E_11 88_B_8 88_F_6
D3Mit4	L40	Chr3	16.4 F	WC3.13	279_D_6 279_F_10 295_E_3 296_C_9 316_H_5 319_A_6 382_E_7 388_D_5 398_C_7 402_F_8
D3Mit63	MPC1714	Chr3	16.4 P	WC3.13	296_C_9
D3Mit306	MTH1014	Chr3	16.4 F		288_C_7
D3Mit227	MT3414	Chr3	17.5 P		164_E_3 453_C_1
D3Mit65	MPC1125	Chr3	17.5 P	WC3.15	183_G_7 239_G_3 290_H_3 384_F_6 386_E_6 391_B_1 391_C_2 414_A_6 450_C_3 450_D_9 451_H_3 458_E_12
D3Mit182	MMH376	Chr3	17.5 P	WC3.15	183_A_10 183_G_7 313_A_11 386_G_7 391_C_2 414_A_6 427_D_11 450_D_9 451_H_3 458_E_12
D3Mit6	M149	Chr3	17.5 P		113_B_2 131_C_5 277_G_10 306_C_4 306_G_2 376_C_5 410_G_3 449_H_3 463_C_5
D3Mit5	M123	Chr3	17.5 F	WC3.15	427_D_11
D3Mit64	MPC704	Chr3	17.5 P	WC3.15	117_H_5 274_B_5 386_G_7 391_C_2 409_A_4 414_A_6 450_D_9 458_E_12
D3Mit296	MTH504	Chr3	17.5 P		178_A_10 178_H_7 180_H_1 181_G_7 183_B_10 183_C_10
D3Mit308	MTH2042	Chr3	17.5 P	WC3.14	134_G_12 187_D_5 301_A_6 409_D_12 434_B_6 453_D_5
D3Mit96	MPC673	Chr3	17.5 P	WC3.14	187_D_5 291_A_4 308_A_6 453_D_5
D3Mit207	MT2507	Chr3	18.6 F	WC3.15	380_D_7
D3Mit354	MTH2243	Chr3	18.6 P		115_C_7 127_A_7 203_B_11 416_D_2 426_E_7
D3Mit183	MT2243	Chr3	18.6 F	WC3.15	129_H_4 160_A_10 188_G_2 380_D_7 420_A_7 459_C_6
D3Mit274	MJ4750	Chr3	18.6 F	WC3.15	119_G_12 120_A_6 137_A_7 138_H_10 183_G_7 212_E_4 212_G_4 279_A_5 290_H_3 293_D_1 305_D_1 360_C_9 451_H_3
D3Mit119	MT191	Chr3	18.6 F	WC3.15	129_H_4 188_G_2 293_D_1 380_D_7 420_A_7 433_C_9 453_C_3
D3Mit134.2		Chr3	18.6 F	WC3.15	156_G_8 279_A_5 290_H_3 293_D_1 305_D_1
D3Mit153	MT1346	Chr3	18.6 F	WC3.15	305_D_1 420_A_7
D3Mit135.1		Chr3	20.8 P	WC3.16	119_H_11 132_B_8 132_G_11 134_E_11 139_A_5 181_H_11 184_B_2 332_H_5 333_C_11 412_E_12 430_E_12
D3Mit276	MT4784	Chr3	20.8 P		119_C_5
D3Mit275	MT5307	Chr3	20.8 F	WC3.16	134_E_11 139_A_5 181_H_11 184_B_2 332_H_5 333_C_11 412_E_12 430_E_12
D3Mit67	MPC1571	Chr3	20.8 F	WC3.17	240_H_6 256_E_3 286_A_7 302_D_10 304_B_5 378_G_3 417_D_5
D3Mit184	MT2198	Chr3	20.8 F	WC3.17	116_G_12 153_D_10 153_H_10 240_H_6 286_A_7 417_D_5
D3Mit136	MT1022	Chr3	20.8 P	WC3.17	124_F_5 153_H_10 289_A_3 341_C_2 405_C_9
D3Mit66	MPC270	Chr3	20.8 P	WC3.16	181_H_11 199_C_3
D3Mit120	MMH295	Chr3	20.8 F	WC3.16	144_C_8 144_D_7 181_H_11 332_H_5
D3Mit334	MTH2183	Chr3	20.8 F	WC3.18	133_C_4 140_C_4 184_D_2 193_E_1 266_C_6 405_F_9
D3Mit25.2		Chr3	21.9 F	WC3.18	125_F_1 125_F_3 184_D_2 266_C_6 351_B_5 351_C_5 391_D_4
D3Mit68	MPC564	Chr3	21.9 F	WC3.18	121_D_3 125_F_1 125_F_3 333_B_6 443_E_2
D3Mit185	MT2358	Chr3	21.9 F		440_C_6
D3Mit228	MT3240	Chr3	21.9 P	WC3.19	180_E_2 304_G_7 309_A_4 412_G_3 444_A_12 444_B_11
D3Mit69	MPC732	Chr3	21.9 F	WC3.18	125_F_1 125_F_3 184_D_2 266_C_6 351_B_5 351_C_5 391_D_4 442_G_10 462_F_3
D3Mit171	MT1514	Chr3	21.9 F		389_G_5
D3Mit241	MTAR4049	Chr3	24.0 F	WC3.17	123_C_4 167_D_10 181_A_1 185_E_7 199_D_9 322_H_2 328_H_1 335_F_11
D3Mit154	A687	Chr3	24.0 P		414_A_4
D3Mit242	MJ4286	Chr3	25.1 F	WC3.20	115_B_2 144_H_1 181_D_1 187_H_1 240_D_12 303_D_5 311_E_6 322_F_5 322_H_5 326_C_12
D3Mit337	MTH3066	Chr3	25.1 P	WC3.22	140_E_9 147_G_1 164_G_7 305_G_7
D3Mit209	MT3203	Chr3	25.1 F		131_D_6 136_E_6 140_F_4 281_G_5 388_E_11 409_E_10
D3Mit22	d122	Chr3	25.1 F		122_E_10
D3Mit297	MTH567	Chr3	25.1 F	WC3.17	161_H_3 167_D_10 212_C_2 310_C_11 322_B_5 335_F_11 335_G_11 386_C_8 398_D_2 402_G_9 441_A_3 457_H_12 460_A_4
D3Mit52.3		Chr3	25.1 P	WC3.21	160_B_12 163_E_5 312_H_11 402_C_12 417_E_7 456_B_4 456_C_1
D3Mit70	MPC348	Chr3	25.1 F	WC3.17	113_G_1 123_C_4 153_C_4 160_E_3 163_C_3 181_A_1 185_A_9 185_E_7 212_A_3
D3Mit243	MJ4269	Chr3	25.1 P	WC3.21	160_B_12 312_H_11 402_C_12 417_E_7 425_D_3 456_B_4 456_C_1
D3Mit71	MPC291	Chr3	25.1 F	WC3.17	123_C_4 153_C_4 181_A_1 185_E_7 212_A_3 289_A_3 350_H_9 411_A_10 421_H_6 427_C_3
D3Mit277	MJ5078	Chr3	25.1 F		116_H_1 128_H_2 274_D_3 287_D_2 392_D_5
D3Mit309	MTH1366	Chr3	25.1 F		127_A_1
D3Mit51	J8	Chr3	26.2 F	WC3.22	124_B_10 140_E_9 147_G_1 434_F_3
D3Mit280	MT4427	Chr3	26.2 F	WC3.17	256_A_10 256_E_12 281_A_10 281_C_6 282_A_7 282_C_5 309_A_12 309_H_7 310_C_11
D3Mit137	MT961	Chr3	26.2 F		144_A_4 303_B_8 437_H_1
D3Mit339.1		Chr3	28.4 F	WC3.24	141_C_9 214_C_12 344_D_12 417_B_10 463_A_12
D3Mit310	MTH1355	Chr3	28.4 P	WC3.23	113_D_11 178_E_9 179_C_5 203_F_12 341_F_5 341_F_9 398_B_5 408_A_1 416_C_5
D3Mit230	MT3316	Chr3	28.4 P	WC3.24	141_C_9 214_C_12 344_D_12 386_E_8 417_B_10
D3Mit338	MTH2425	Chr3	28.4 P	WC3.24	141_C_9 214_C_12 463_A_12
D3Mit245	MT3484	Chr3	28.4 F		171_C_12 215_F_1 290_A_12 330_E_8 356_A_4 403_E_4 436_D_5 456_E_10
D3Mit229	MT3042	Chr3	28.4 P	WC3.24	116_E_6 122_C_4 177_D_9 177_E_1 200_D_7 326_D_4 386_E_8 388_B_6 408_E_3 417_B_10 427_G_2-f 434_D_12 436_D_12
D3Mit186	MTH278	Chr3	28.4 F	WC3.24	124_A_4 344_D_12 386_E_8 387_D_3 417_B_10
D3Mit244.2		Chr3	28.4 F	WC3.23	113_D_11 178_E_9 203_F_12 341_E_9 341_F_5 341_F_9 408_A_1 416_C_5
D3Mit40	A1110	Chr3	29.5 F		140_H_7 444_G_3
D3Mit174	MT1703	Chr3	29.5 F	WC3.24	214_C_12 344_D_12 385_F_4 418_F_2 444_D_4
D3Mit211	MT2474	Chr3	29.5 F	WC3.25	136_H_4 163_G_3 184_A_9 274_F_12 299_G_11 300_G_2 360_F_4 360_H_6 378_D_3 431_E_1 443_B_8 444_E_9
D3Mit340	MTH2800	Chr3	29.5 F		156_H_12 185_A_12 386_C_1
D3Mit139	MMH365	Chr3	29.5 P	WC3.25	376_G_5 387_B_7 432_F_11 456_E_12
D3Mit73	MPC489	Chr3	29.5 F	WC3.25	136_H_4 152_C_7 171_B_7 172_D_6 172_H_6 184_A_9 217_B_2 274_F_12 281_B_3 299_G_11 300_G_2
D3Mit246	MT3741	Chr3	29.5 P	WC3.30	158_A_12 281_F_5 312_G_6 331_D_11 381_A_1 381_F_2 385_D_3 385_F_10 421_F_4
D3Mit98	MPC2199	Chr3	29.5 F	WC3.25	166_C_4 170_G_2 185_A_9 281_A_7 360_F_4 360_H_6 381_B_8 429_H_5 431_E_1 444_E_9 457_D_9
D3Mit72	MPC1449	Chr3	29.5 F	WC3.24	141_C_9 344_D_12 379_B_1 408_F_4 442_A_5 444_D_4
D3Mit281.1		Chr3	29.5 P	WC3.25	156_B_9 166_D_12 172_D_6 184_A_9 185_C_11 198_E_1 217_B_2 274_F_12 282_A_3 299_G_11 345_C_8 345_C_9 345_D_9 376_G_5 446_E_5 456_G_5
D3Mit97	MPC2312	Chr3	29.5 P	WC3.24	214_C_12 385_F_4 418_F_2 444_D_4
D3Mit212	MT3211	Chr3	29.5 F	WC3.24	214_C_12 385_F_4 418_F_2 444_D_4
D3Mit210	MT2895	Chr3	29.5 F		331_A_8 331_B_11 448_D_8
D3Mit74	MPC1341	Chr3	30.6 F		184_E_1 332_F_6
D3Mit76	MPC846	Chr3	33.9 F	WC3.26	117_D_5 444_H_1 463_A_4
D3Mit156	A769	Chr3	33.9 P	WC3.27	217_F_3 319_D_8 361_G_9
D3Mit99	MPC805	Chr3	33.9 F	WC3.27	217_F_3 298_E_7 319_D_8 326_C_2 361_G_9 403_C_1
D3Mit232	MT3283	Chr3	33.9 P	WC3.28	162_F_11 167_C_9 187_F_11 200_A_5 288_D_11 292_B_1 308_A_1 324_H_5 362_F_11 376_E_7 385_G_10 434_C_3
D3Mit341	MTH2910	Chr3	33.9 F	WC3.28	187_F_11 288_D_11 312_E_1 362_F_11 376_E_7 434_C_3
D3Mit75	MPC292	Chr3	33.9 P	WC3.30	115_E_6 115_E_7 127_D_11 312_G_6 331_B_1 348_B_1 398_H_4
D3Mit311	MTH1329	Chr3	33.9 P		144_C_2
D3Mit41	B235	Chr3	35.0 F	WC3.29	131_H_12 292_F_3 385_G_1
D3Mit233	MT3416	Chr3	35.0 F	WC3.29	131_H_12 292_F_3 385_G_1
D3Mit101	MPC2573	Chr3	35.0 F		185_E_3 289_A_9 431_E_4 455_D_6
D3Mit157.2		Chr3	36.1 F	WC3.29	163_A_8 178_G_7 188_C_4 329_H_8 331_D_6 459_A_7
D3Mit213	MT2433	Chr3	37.2 F	WC3.29	117_F_12 131_H_12 140_E_6 292_F_3 427_F_5 463_C_9
D3Mit102	MPC2604	Chr3	37.2 P	WC3.31	181_A_7 185_B_8 224_H_11 306_F_5 312_G_7 321_G_11 414_C_12 419_G_11 422_E_3 429_E_3 439_C_5 439_C_7 455_A_8
D3Mit283	MT4995	Chr3	37.2 P	WC3.30	135_B_6 135_G_6 312_G_6 403_B_2 409_G_11 425_B_7 450_H_6 459_D_3
D3Mit191	MT2007	Chr3	37.2 P		307_D_6 396_C_4 406_F_12
D3Mit12	A60	Chr3	37.2 P	WC3.30	115_E_6 331_B_1 385_D_3
D3Mit77	MPC1744	Chr3	37.2 F	WC3.31	110_C_7 181_A_7 223_D_10 312_G_7 414_C_12 419_G_11 439_C_5 439_C_7 447_H_8 455_A_8 460_D_12
D3Mit10	A34	Chr3	37.2 F		326_D_8
D3Mit190	MT2113	Chr3	37.2 P	WC3.38	135_F_8 148_H_10 274_G_1 331_B_8 427_F_5 435_C_9 438_F_2
D3Mit189	MT1408	Chr3	37.2 F	WC3.30	114_C_5 115_E_6 115_E_7 118_E_4 187_G_6 187_H_6 199_A_5 380_B_6 444_F_3 447_H_4 459_C_4
D3Mit342	MTH2436	Chr3	37.2 F	WC3.30	120_A_7 199_E_1 334_D_10 431_B_4 443_C_7 443_D_5 443_F_4 444_D_4 444_F_3 445_C_4 445_D_3
D3Mit142	MTH202	Chr3	37.2 P	WC3.33	148_D_2 279_G_1 360_B_6 397_B_12 455_A_8
D3Mit214	MT2910	Chr3	38.3 F		132_F_2 335_B_11 377_D_7 431_H_5 442_B_3 443_A_3 460_A_7
D3Mit192	MT1302	Chr3	38.3 F	WC3.31	114_F_11 169_B_11 311_B_7 358_D_2 409_E_8
D3Mit284	MT5054	Chr3	38.3 F	WC3.31	141_A_1 169_B_11 385_B_1
D9Mit132	MT219	Chr3	38.3 P		116_H_5 331_B_5 380_D_11 445_F_12 451_E_11
