01.MHAa42e1.seq	WC9.14
31.MMHAP28FRC10.seq	WC10.36
31.MMHAP29FRC10.seq	WC8.8
31.MMHAP33FLC4.seq	WC5.12
31.MMHAP36FLC4.seq	WC13.12
31.MMHAP37FRC10.seq	WC13.4
31.MMHAP42FLC4.seq	WC5.32
31.MMHAP53FRC10.seq	WC6.26
31.MMHAP54FLC4.seq	WC3.16
31.MMHAP54FRC10.seq	WC16.15
31.MMHAP57FLC4.seq	WC1.63
31.MMHAP58FLC4.seq	WC16.10
31.MMHAP5FRC10.seq	WC11.38
31.MMHAP63FLC4.seq	WC6.45
31.MMHAP63FRC10.seq	WC2.16
31.MMHAP64FLC4.seq	WC16.8
31.MMHAP64FRC10.seq	WC2.22
31.MMHAP68FRC10.seq	WC1.31
31.MMHAP6FLC4.seq	WC13.17
31.MMHAP70FLC4.seq	WC16.20
31.MMHAP70FRC10.seq	WC12.17
31.MMHAP76FRC10.seq	WC13.22
31.MMHAP7FRC10.seq	WC6.31
31.MMHAP80FRC10.seq	WC6.10
31.MMHAP81FLC4.seq	WC8.14
31.MMHAP84FRC10.seq	WC2.43
31.MMHAP86FLC4.seq	WC14.25
31.MMHAP90FLC4.seq	WC18.25
31.MMHAP91FLC4.seq	WC2.7
31.MMHAP94FLC4.seq	WC6.38
31.MMHAP97FLC4.seq	WC10.35
32.MHAa43e8.seq	WC13.23
32.MHAa55g8.seq	WC6.13
32.MHAa56g8.seq	WC5.31
32.MHAa63g8.seq	WC13.13
32.MHAa79T.seq	WC8.18
32.MHAa96c8.seq	WC7.37
32.MMHAP10FC5.seq	WC3.27
32.MMHAP11FLC5.seq	WC4.45
32.MMHAP16FRC11.seq	WC16.30
32.MMHAP17FC5.seq	WC9.24
32.MMHAP23FLC5.seq	WC11.3
32.MMHAP26FRC11.seq	WC11.7
32.MMHAP27FLC5.seq	WC8.24
32.MMHAP32FLC5.seq	WC1.39
32.MMHAP33FRC11.seq	WC2.69
32.MMHAP35FRC11.seq	WC13.22
32.MMHAP36FLC5.seq	WC6.20
32.MMHAP47FLC5.seq	WC9.4
32.MMHAP4FLC5.seq	WC2.16
32.MMHAP4FRC11.seq	WC6.35
32.MMHAP50FRC11.seq	WC1.64
32.MMHAP53FLC5.seq	WC1.13
32.MMHAP57FLC5.seq	WC10.3
32.MMHAP57FRC11.seq	WC12.2
32.MMHAP5FLC5.seq	WC1.24
32.MMHAP62FLC5.seq	WC5.8
32.MMHAP63FLC5.seq	WC9.35
32.MMHAP64FLC5.seq	WC9.17
32.MMHAP64FRC11.seq	WC8.5
32.MMHAP69FLC5.seq	WC4.54
32.MMHAP6FLC5.seq	WC19.17
32.MMHAP6FRC11.seq	WC8.7
32.MMHAP75FRC11.seq	WC2.45
32.MMHAP80FLC5.seq	WC13.23
32.MMHAP81FRC11.seq	WC4.35
32.MMHAP83FLC5.seq	WC12.4
32.MMHAP83FRC11.seq	WC13.22
32.MMHAP85FLC5.seq	WC7.43
32.MMHAP87FLC5.seq	WCX.32
32.MMHAP88FLC5.seq	WC6.21
32.MMHAP89FLC5.seq	WC18.19
32.MMHAP90FLC5.seq	WC1.8
32.MMHAP94FLC5.seq	WCX.30
32.MMHAP9FLC5.seq	WC11.12
32.MMHAP9FRC11.seq	WC16.5
32.mHAa3f8.seq	WCX.7
32.mHAa8b8.seq	WC18.7
33.MHAa10g9.seq	WC4.21
33.MHAa42g9.seq	WC17.20
33.MHAa50g9.seq	WC9.33
33.MHAa63c9.seq	WC11.15
33.MHAa77c9.seq	WC12.18
33.MHAa90c9.seq	WC13.9
33.MHAa90g9.seq	WC14.12
33.MHAa92c9.seq	WC7.35
33.MHAa92g9.seq	WC12.30
33.MHAa95c9.seq	WC4.25
33.MMHAP12FLC6.seq	WC16.28
33.MMHAP12FRC12.seq	WC4.1
33.MMHAP15FLC6.seq	WC4.29
33.MMHAP16FRC12.seq	WC11.34
33.MMHAP17FC6.seq	WC13.26
33.MMHAP20FRC12.seq	WC1.70
33.MMHAP25FLC6.seq	WC17.9
33.MMHAP26FLC6.seq	WC4.23
33.MMHAP27FRC12.seq	WC7.20
33.MMHAP28FLC6.seq	WC5.19
33.MMHAP29FLC6.seq	WC8.36
33.MMHAP30FLC6.seq	WC17.27
33.MMHAP32FLC6.seq	WC1.25
33.MMHAP33FRC12.seq	WC13.12
33.MMHAP34FRC12.seq	WC1.17
33.MMHAP36FRC12.seq	WC4.45
33.MMHAP4FLC6.seq	WC11.9
33.MMHAP58FLC6.seq	WC11.17
33.MMHAP5FLC6.seq	WC7.12
33.MMHAP61FRC12.seq	WC3.6
33.MMHAP63FLC6.seq	WC2.37
33.MMHAP63FRC12.seq	WC5.8
33.MMHAP66FLC6.seq	WC8.31
33.MMHAP68FRC12.seq	WC6.10
33.MMHAP69FLC6.seq	WC6.32
33.MMHAP6FRC12.seq	WC3.1
33.MMHAP72FLC6.seq	WC1.44
33.MMHAP7FRC12.seq	WC14.12
33.MMHAP81FRC12.seq	WC7.14
33.MMHAP85FLC6.seq	WC19.14
33.MMHAP85FRC12.seq	WC1.26
33.MMHAP86FRC12.seq	WC15.38
33.MMHAP8FRC12.seq	WC5.23
33.MMHAP93FRC12.seq	WC7.35
33.MMHAP94FRC12.seq	WC1.24
33.MMHAP97FLC6.seq	WC11.39
33.MMHAP97FRC12.seq	WC16.3
33.MMHAP9FLC6.seq	WC9.34
33.seq	WCX.27
34.E1_9_6_95.seq	WC2.47
34.MHAa56g10.seq	WC12.18
34.MHAa63g10.seq	WC11.32
34.MHAa91g10.seq	WC1.51
34.MHAa92c10.seq	WC19.20
34.MMHAP10FRD10.seq	WC4.45
34.MMHAP11FLD4.seq	WC8.2
34.MMHAP12FRD10.seq	WC6.32
34.MMHAP15FRD10.seq	WC11.39
34.MMHAP16FLD4.seq	WC4.39
34.MMHAP16FRD10.seq	WC1.19
34.MMHAP18FLD4.seq	WC6.45
34.MMHAP18FRD10.seq	WC14.25
34.MMHAP22FRD10.seq	WC3.36
34.MMHAP23FLD4.seq	WC9.8
34.MMHAP27FLD4.seq	WC1.31
34.MMHAP27FRD10.seq	WC4.1
34.MMHAP28FLD4.seq	WCX.19
34.MMHAP30FLD4.seq	WC2.34
34.MMHAP35FLD4.seq	WC14.25
34.MMHAP35FRD10.seq	WC13.17
34.MMHAP36FLD4.seq	WC14.1
34.MMHAP36FRD10.seq	WC6.6
34.MMHAP38FLD4.seq	WC7.12
34.MMHAP38FRD10.seq	WC11.15
34.MMHAP41FLD4.seq	WC9.15
34.MMHAP42FLD4.seq	WC2.5
34.MMHAP44FLD4.seq	WC6.16
34.MMHAP46FLD4.seq	WC18.11
34.MMHAP46FRD10.seq	WC2.28
34.MMHAP53FLD4.seq	WC3.37
34.MMHAP54FLD4.seq	WC10.31
34.MMHAP57FLD4.seq	WC6.18
34.MMHAP59FLD4.seq	WC8.5
34.MMHAP59FRD10.seq	WC3.45
34.MMHAP5FLD4.seq	WC5.2
34.MMHAP61FRD10.seq	WC2.1
34.MMHAP62FRD10.seq	WC14.26
34.MMHAP63FLD4.seq	WC5.26
34.MMHAP64FLD4.seq	WC7.51
34.MMHAP64FRD10.seq	WC5.51
34.MMHAP67FLD4.seq	WC6.7
34.MMHAP68FRD10.seq	WC9.27
34.MMHAP69FLD4.seq	WC12.16
34.MMHAP70FLD4.seq	WC1.25
34.MMHAP72FLD4.seq	WC2.33
34.MMHAP75FRD10.seq	WC15.28
34.MMHAP79FLD4.seq	WC9.40
34.MMHAP79FRD10.seq	WC7.33
34.MMHAP83FLD4.seq	WC16.32
34.MMHAP86FLD4.seq	WC8.22
34.MMHAP87FRD10.seq	WC6.45
34.MMHAP88FRD10.seq	WC6.35
34.MMHAP8FRD10.seq	WC2.14
34.MMHAP90FLD4.seq	WC11.36
34.MMHAP91FLD4.seq	WC7.26
34.MMHAP93FRD10.seq	WC2.20
34.MMHAP94FLD4.seq	WC2.61
34.MMHAP94FRD10.seq	WC16.30
34.MMHAP97FLD4.seq	WC8.24
34.MMHAP97FRD10.seq	WC14.26
34.MMHAP9FRD10.seq	WC3.46
34.mHAa8b10.seq	WC7.25
35.MMHAP10FD5.seq	WC9.6
35.MMHAP14FLD5.seq	WC6.39
35.MMHAP14FRD11.seq	WC15.29
35.MMHAP15FRD11.seq	WC4.35
35.MMHAP17FRD11.seq	WC2.20
35.MMHAP18FRD11.seq	WC1.67
35.MMHAP20FLD5.seq	WC13.13
35.MMHAP22FRD11.seq	WC11.12
35.MMHAP25FRD11.seq	WC3.31
35.MMHAP26FRD11.seq	WC15.30
35.MMHAP27FLD5.seq	WC10.28
35.MMHAP28FLD5.seq	WC4.32
35.MMHAP28FRD11.seq	WC17.9
35.MMHAP29FRD11.seq	WC5.26
35.MMHAP33FRD11.seq	WC9.44
35.MMHAP34FRD11.seq	WC8.43
35.MMHAP35FLD5.seq	WC17.2
35.MMHAP45FRD11.seq	WC5.13
35.MMHAP4FRD11.seq	WC1.20
35.MMHAP50FLD5.seq	WC1.6
35.MMHAP53FLD5.seq	WC14.7
35.MMHAP56FLD5.seq	WC9.16
35.MMHAP59FLD5.seq	WC3.19
35.MMHAP59FRD11.seq	WC1.17
35.MMHAP5FLD5.seq	WC12.23
35.MMHAP64FLD5.seq	WC6.27
35.MMHAP65FRD11.seq	WC1.29
35.MMHAP69FLD5.seq	WC13.17
35.MMHAP70FLD5.seq	WC15.36
35.MMHAP79FLD5.seq	WC8.7
35.MMHAP7FRD11.seq	WC17.11
35.MMHAP81FLD5.seq	WC6.21
35.MMHAP85FLD5.seq	WC1.68
35.MMHAP86FLD5.seq	WC6.31
35.MMHAP86FRD11.seq	WC16.8
35.MMHAP87FRD11.seq	WC12.33
35.MMHAP90FLD5.seq	WC2.27
35.MMHAP90FRD11.seq	WC1.22
35.MMHAP94FLD5.seq	WC6.47
35.MMHAP9FRD11.seq	WC13.11
36.MHAa63c12.seq	WC4.1
36.MHAa63g12.seq	WC11.38
36.MHAa77c12.seq	WC16.32
36.MHAa91g12.seq	WC2.63
36.MHAa92g12.seq	WC7.28
36.MMHAP10FD6.seq	WC5.31
36.MMHAP14FLD6.seq	WC19.6
36.MMHAP17FRD12.seq	WC5.7
36.MMHAP25FLD6.seq	WC19.9
36.MMHAP25FRD12.seq	WC4.47
36.MMHAP26FLD6.seq	WC6.39
36.MMHAP26FRD12.seq	WC6.26
36.MMHAP28FRD12.seq	WC8.13
36.MMHAP29FRD12.seq	WC7.15
36.MMHAP36FLD6.seq	WC5.17
36.MMHAP36FRD12.seq	WC14.12
36.MMHAP47FLD6.seq	WC1.13
36.MMHAP4FRD12.seq	WC11.24
36.MMHAP50FRD12.seq	WC9.3
36.MMHAP53FLD6.seq	WC5.36
36.MMHAP53FRD12.seq	WC8.7
36.MMHAP54FLD6.seq	WC19.13
36.MMHAP59FRD12.seq	WC3.19
36.MMHAP61FLD6.seq	WC5.19
36.MMHAP61FRD12.seq	WC8.31
36.MMHAP63FRD12.seq	WC8.24
36.MMHAP64FRD12.seq	WC16.32
36.MMHAP66FLD6.seq	WC8.28
36.MMHAP67FLD6.seq	WC2.30
36.MMHAP68FLD6.seq	WC13.16
36.MMHAP69FLD6.seq	WC1.6
36.MMHAP70FLD6.seq	WC7.41
36.MMHAP70FRD12.seq	WC12.18
36.MMHAP88FLD6.seq	WC6.28
36.MMHAP8FRD12.seq	WCX.31
36.MMHAP90FLD6.seq	WC16.13
36.MMHAP91FLD6.seq	WC1.5
36.MMHAP94FRD12.seq	WC1.42
36.MMHAP97FRD12.seq	WC15.5
36.MMHAP9FLD6.seq	WCX.42
36.MMHAP9FRD12.seq	WC4.39
37.E1_9_6_95.seq	WC1.51
37.MHAa56h1.seq	WC12.12
37.MHAa58d1.seq	WC9.15
37.MHAa59d1.seq	WC13.24
37.MHAa63d1.seq	WC6.13
37.MHAa90d1.seq	WC2.27
37.MHAa91h1.seq	WC14.36
37.MHAa92d1.seq	WC13.19
37.MMHAP12FLE4.seq	WC14.4
37.MMHAP12FRE10.seq	WC19.10
37.MMHAP14FLE4.seq	WC6.2
37.MMHAP15FRE10.seq	WC18.29
37.MMHAP17FE4.seq	WC16.19
37.MMHAP17FRE10.seq	WC6.47
37.MMHAP23FLE4.seq	WC17.14
37.MMHAP24FRE10.seq	WC6.43
37.MMHAP25FLE4.seq	WC14.35
37.MMHAP27FRE10.seq	WC19.20
37.MMHAP28FLE4.seq	WC11.7
37.MMHAP29FRE10.seq	WC16.31
37.MMHAP33FRE10.seq	WC4.47
37.MMHAP34FRE10.seq	WC4.34
37.MMHAP35FRE10.seq	WC5.29
37.MMHAP37FLE4.seq	WC7.19
37.MMHAP37FRE10.seq	WC6.5
37.MMHAP38FLE4.seq	WC1.10
37.MMHAP46FRE10.seq	WC5.42
37.MMHAP47FLE4.seq	WC8.42
37.MMHAP50FLE4.seq	WC1.2
37.MMHAP50FRE10.seq	WC14.41
37.MMHAP53FLE4.seq	WC13.26
37.MMHAP53FRE10.seq	WC10.2
37.MMHAP59FRE10.seq	WC18.13
37.MMHAP64FLE4.seq	WC14.15
37.MMHAP65FLE4.seq	WC6.39
37.MMHAP65FRE10.seq	WC14.10
37.MMHAP6FLE4.seq	WC6.4
37.MMHAP70FLE4.seq	WC8.31
37.MMHAP75FLE4.seq	WC2.64
37.MMHAP75FRE10.seq	WC18.14
37.MMHAP79FLE4.seq	WC7.45
37.MMHAP7FLE4.seq	WC13.11
37.MMHAP84FLE4.seq	WC4.35
37.MMHAP84FRE10.seq	WC14.2
37.MMHAP88FLE4.seq	WC12.12
37.MMHAP88FRE10.seq	WC4.37
38.MHAa10h2.seq	WC4.35
38.MHAa52h2.seq	WC15.37
38.MHAa56h2.seq	WC9.3
38.MHAa63h2.seq	WC11.12
38.MHAa64h2.seq	WC2.63
38.MHAa75d2.seq	WC16.19
38.MHAa91h2.seq	WC15.32
38.MHAa93h2.seq	WC17.31
38.MMHAP10FRE11.seq	WC4.1
38.MMHAP11FLE5.seq	WC17.14
38.MMHAP14FLE5.seq	WC13.7
38.MMHAP15FLE5.seq	WC13.31
38.MMHAP16FLE5.seq	WC8.12
38.MMHAP23FLE5.seq	WC1.8
38.MMHAP23FRE11.seq	WC12.18
38.MMHAP26FLE5.seq	WC12.26
38.MMHAP26FRE11.seq	WC2.42
38.MMHAP32FLE5.seq	WC4.17
38.MMHAP33FRE11.seq	WC2.44
38.MMHAP34FLE5.seq	WC4.45
38.MMHAP34FRE11.seq	WC15.37
38.MMHAP35FLE5.seq	WC12.2
38.MMHAP35FRE11.seq	WC5.36
38.MMHAP36FLE5.seq	WC18.5
38.MMHAP37FLE5.seq	WC13.9
38.MMHAP41FLE5.seq	WC14.13
38.MMHAP42FLE5.seq	WC4.35
38.MMHAP44FLE5.seq	WC16.15
38.MMHAP4FRE11.seq	WC13.17
38.MMHAP50FLE5.seq	WC16.7
38.MMHAP50FRE11.seq	WC2.21
38.MMHAP53FRE11.seq	WC10.2
38.MMHAP54FLE5.seq	WC3.47
38.MMHAP57FLE5.seq	WC2.69
38.MMHAP58FLE5.seq	WC11.29
38.MMHAP5FRE11.seq	WC18.15
38.MMHAP62FRE11.seq	WC12.7
38.MMHAP64FRE11.seq	WC14.12
38.MMHAP65FRE11.seq	WC9.31
38.MMHAP66FRE11.seq	WC9.28
38.MMHAP67FLE5.seq	WC9.37
38.MMHAP69FLE5.seq	WC13.21
38.MMHAP69FRE11.seq	WC16.32
38.MMHAP75FRE11.seq	WC10.20
38.MMHAP79FRE11.seq	WC16.12
38.MMHAP81FRE11.seq	WC18.23
38.MMHAP84FLE5.seq	WC8.42
38.MMHAP87FLE5.seq	WC14.20
38.MMHAP88FLE5.seq	WC5.31
38.MMHAP88FRE11.seq	WC12.10
38.MMHAP8FRE11.seq	WC16.17
38.MMHAP93FRE11.seq	WC3.32
38.MMHAP97FRE11.seq	WC7.24
39.MHAa55h3.seq	WC13.12
39.MHAa59d3.seq	WC10.45
39.MHAa75d3.seq	WC7.5
39.MHAa77d3.seq	WC2.69
39.MMHAP15FRE12.seq	WC11.15
39.MMHAP16FLE6.seq	WC18.17
39.MMHAP23FLE6.seq	WC3.5
39.MMHAP23FRE12.seq	WC11.33
39.MMHAP26FLE6.seq	WC14.20
39.MMHAP27FLE6.seq	WC17.20
39.MMHAP28FLE6.seq	WC5.10
39.MMHAP29FRE12.seq	WC9.20
39.MMHAP33FRE12.seq	WC13.9
39.MMHAP34FLE6.seq	WC5.12
39.MMHAP34FRE12.seq	WC6.43
39.MMHAP35FRE12.seq	WC2.49
39.MMHAP37FRE12.seq	WC5.35
39.MMHAP53FLE6.seq	WC18.17
39.MMHAP54FLE6.seq	WC1.30
39.MMHAP57FLE6.seq	WC4.31
39.MMHAP58FRE12.seq	WC3.37
39.MMHAP59FRE12.seq	WC1.29
39.MMHAP63FRE12.seq	WC5.49
39.MMHAP66FLE6.seq	WC11.37
39.MMHAP68FLE6.seq	WC5.19
39.MMHAP6FLE6.seq	WC9.3
39.MMHAP72FLE6.seq	WC19.14
39.MMHAP75FLE6.seq	WC8.3
39.MMHAP76FLE6.seq	WC6.47
39.MMHAP76FRE12.seq	WC14.19
39.MMHAP84FRE12.seq	WC18.14
39.MMHAP85FLE6.seq	WC13.2
39.MMHAP86FLE6.seq	WC3.8
39.MMHAP86FRE12.seq	WC5.39
39.MMHAP90FLE6.seq	WC11.10
39.MMHAP94FRE12.seq	WC10.37
39.MMHAP97FLE6.seq	WC15.28
39.MMHAP97FRE12.seq	WC11.39
39.MMHAP9FLE6.seq	WC16.4
40.E1_8_31_95.seq	WC9.15
40.MHAa27B.seq	WC13.11
40.MHAa61B.seq	WC12.6
40.MHAa64h4.seq	WC13.4
40.MHAa89h4.seq	WC2.31
40.MHAa90d4.seq	WC10.25
40.MHAa91h4.seq	WC3.46
40.MHAa92d4.seq	WC9.20
40.MHAa96d4.seq	WC3.29
40.MMHAP11FRF10.seq	WC18.10
40.MMHAP15FLF4.seq	WC7.12
40.MMHAP16FLF4.seq	WC3.19
40.MMHAP16FRF10.seq	WC8.27
40.MMHAP17FRF10.seq	WC3.45
40.MMHAP20FRF10.seq	WC4.53
40.MMHAP25FLF4.seq	WC9.9
40.MMHAP25FRF10.seq	WC5.24
40.MMHAP28FLF4.seq	WC6.30
40.MMHAP28FRF10.seq	WC10.42
40.MMHAP29FLF4.seq	WC4.35
40.MMHAP33FLF4.seq	WC1.63
40.MMHAP33FRF10.seq	WC18.24
40.MMHAP38FLF4.seq	WC7.45
40.MMHAP45FRF10.seq	WC19.1
40.MMHAP53FLF4.seq	WC12.25
40.MMHAP54FLF4.seq	WC2.34
40.MMHAP61FLF4.seq	WC1.68
40.MMHAP62FLF4.seq	WC16.15
40.MMHAP63FLF4.seq	WC12.26
40.MMHAP63FRF10.seq	WC3.1
40.MMHAP64FRF10.seq	WC6.21
40.MMHAP66FLF4.seq	WC9.26
40.MMHAP67FLF4.seq	WC1.60
40.MMHAP70FLF4.seq	WC3.49
40.MMHAP72FLF4.seq	WC11.21
40.MMHAP76FLF4.seq	WCX.12
40.MMHAP79FLF4.seq	WC12.33
40.MMHAP80FLF4.seq	WCX.19
40.MMHAP81FLF4.seq	WC9.6
40.MMHAP84FRF10.seq	WC13.21
40.MMHAP94FRF10.seq	WC2.40
40.MMHAP97FRF10.seq	WC2.70
41.MHAa43f5.seq	WC14.35
41.MHAa52h5.seq	WC11.11
41.MHAa63d5.seq	WC6.32
41.MHAa75d5.seq	WC16.32
41.MHAa77d5.seq	WC8.22
41.MHAa90d5.seq	WC14.35
41.MHAa90h5.seq	WC16.17
41.MHAa96d5.seq	WC2.8
41.MMHAP10FF5.seq	WCX.11
41.MMHAP11FLF5.seq	WC7.19
41.MMHAP12FRF11.seq	WC4.30
41.MMHAP15FRF11.seq	WC8.12
41.MMHAP16FLF5.seq	WC7.39
41.MMHAP17FRF11.seq	WC4.25
41.MMHAP20FLF5.seq	WC16.16
41.MMHAP23FLF5.seq	WC16.32
41.MMHAP25FLF5.seq	WC4.40
41.MMHAP26FRF11.seq	WC3.1
41.MMHAP27FLF5.seq	WC8.28
41.MMHAP28FLF5.seq	WC8.2
41.MMHAP31FLF5.seq	WC14.26
41.MMHAP33FRF11.seq	WC1.47
41.MMHAP37FLF5.seq	WC4.19
41.MMHAP40FLF5.seq	WC3.5
41.MMHAP45FRF11.seq	WC2.21
41.MMHAP47FLF5.seq	WC10.37
41.MMHAP50FRF11.seq	WC3.46
41.MMHAP54FLF5.seq	WC18.25
41.MMHAP57FLF5.seq	WC1.19
41.MMHAP5FLF5.seq	WC5.29
41.MMHAP5FRF11.seq	WC11.31
41.MMHAP62FLF5.seq	WC5.18
41.MMHAP63FLF5.seq	WC4.29
41.MMHAP64FRF11.seq	WC15.15
41.MMHAP67FLF5.seq	WC9.16
41.MMHAP69FLF5.seq	WC18.19
41.MMHAP6FLF5.seq	WC1.28
41.MMHAP75FLF5.seq	WC13.28
41.MMHAP75FRF11.seq	WC1.24
41.MMHAP76FLF5.seq	WC7.27
41.MMHAP76FRF11.seq	WC2.63
41.MMHAP79FLF5.seq	WCX.34
41.MMHAP79FRF11.seq	WC15.23
41.MMHAP80FLF5.seq	WC6.35
41.MMHAP80FRF11.seq	WC7.51
41.MMHAP81FRF11.seq	WC6.32
41.MMHAP83FLF5.seq	WC13.21
41.MMHAP83FRF11.seq	WCX.32
41.MMHAP84FRF11.seq	WC1.54
41.MMHAP85FLF5.seq	WC14.2
41.MMHAP85FRF11.seq	WC1.26
41.MMHAP86FRF11.seq	WC14.20
41.MMHAP87FRF11.seq	WC6.21
41.MMHAP88FLF5.seq	WC17.5
41.MMHAP88FRF11.seq	WC13.31
41.MMHAP90FLF5.seq	WC6.6
41.MMHAP91FLF5.seq	WC18.26
41.MMHAP94FLF5.seq	WC14.12
41.MMHAP97FRF11.seq	WC9.9
41.MMHAP9FLF5.seq	WC16.15
42.MHAa77d6.seq	WC2.8
42.MHAa90d6.seq	WC6.18
42.MHAa95d6.seq	WC11.37
42.MHAa96d6.seq	WC6.33
42.MHAa98h6.seq	WC14.33
42.MMHAP10FF6.seq	WC4.37
42.MMHAP16FLF6.seq	WC15.37
42.MMHAP17FRF12.seq	WC9.20
42.MMHAP20FRF12.seq	WC4.54
42.MMHAP25FRF12.seq	WC16.14
42.MMHAP29FRF12.seq	WC13.8
42.MMHAP32FLF6.seq	WC16.30
42.MMHAP38FLF6.seq	WC14.31
42.MMHAP41FLF6.seq	WC4.31
42.MMHAP4FRF12.seq	WC11.17
42.MMHAP50FRF12.seq	WC11.13
42.MMHAP53FLF6.seq	WCX.28
42.MMHAP53FRF12.seq	WC2.10
42.MMHAP54FLF6.seq	WC1.43
42.MMHAP59FLF6.seq	WC15.3
42.MMHAP5FLF6.seq	WC15.37
42.MMHAP61FLF6.seq	WC9.17
42.MMHAP61FRF12.seq	WC10.30
42.MMHAP62FLF6.seq	WC6.21
42.MMHAP64FRF12.seq	WC7.22
42.MMHAP69FLF6.seq	WC15.31
42.MMHAP80FLF6.seq	WC13.6
42.MMHAP85FRF12.seq	WC18.20
42.MMHAP8FRF12.seq	WCX.18
42.MMHAP90FRF12.seq	WC7.37
42.MMHAP97FRF12.seq	WC7.23
42.MMHAP9FLF6.seq	WC11.2
43.MHAa56h7.seq	WC13.16
43.MHAa63d7.seq	WC9.21
43.MHAa65T_M13Rev.seq	WC8.40
43.MHAa92h7.seq	WC4.14
43.MHAa98h7.seq	WC6.26
43.MMHAP10FG4.seq	WC19.18
43.MMHAP10FRG10.seq	WC8.29
43.MMHAP12FRG10.seq	WC7.37
43.MMHAP14FRG10.seq	WC12.20
43.MMHAP15FRG10.seq	WC12.24
43.MMHAP18FLG4.seq	WC8.12
43.MMHAP20FRG10.seq	WC9.16
43.MMHAP24FLG4.seq	WC7.50
43.MMHAP24FRG10.seq	WC8.43
43.MMHAP25FLG4.seq	WC5.45
43.MMHAP25FRG10.seq	WC17.25
43.MMHAP26FLG4.seq	WC3.8
43.MMHAP26FRG10.seq	WC1.52
43.MMHAP27FLG4.seq	WC9.21
43.MMHAP27FRG10.seq	WC5.18
43.MMHAP31FLG4.seq	WC3.46
43.MMHAP34FRG10.seq	WC13.10
43.MMHAP35FRG10.seq	WC4.48
43.MMHAP4FRG10.seq	WC6.37
43.MMHAP53FLG4.seq	WC9.21
43.MMHAP59FLG4.seq	WC6.35
43.MMHAP61FRG10.seq	WC10.2
43.MMHAP62FLG4.seq	WC2.37
43.MMHAP63FLG4.seq	WC17.4
43.MMHAP66FLG4.seq	WC8.13
43.MMHAP67FRG10.seq	WC15.3
43.MMHAP75FRG10.seq	WC5.36
43.MMHAP79FLG4.seq	WC15.19
43.MMHAP7FRG10.seq	WC9.17
43.MMHAP84FRG10.seq	WC10.8
43.MMHAP85FLG4.seq	WC11.2
43.MMHAP85FRG10.seq	WC9.40
43.MMHAP88FLG4.seq	WC4.36
43.MMHAP90FRG10.seq	WC17.13
43.MMHAP97FRG10.seq	WC3.14
43.MMHAP9FLG4.seq	WC1.35
44.MHAa42h8.seq	WC19.19
44.MHAa52h8.seq	WC19.11
44.MHAa63d8.seq	WC15.15
44.MHAa96d8.seq	WC2.18
44.MMHAP10FG5.seq	WC1.60
44.MMHAP10FRG11.seq	WC10.38
44.MMHAP16FRG11.seq	WC17.21
44.MMHAP17FRG11.seq	WC19.1
44.MMHAP20FRG11.seq	WC7.35
44.MMHAP22FRG11.seq	WC13.23
44.MMHAP24FRG11.seq	WC1.39
44.MMHAP25FRG11.seq	WC9.4
44.MMHAP27FRG11.seq	WC6.34
44.MMHAP28FLG5.seq	WC4.54
44.MMHAP30FLG5.seq	WC8.5
44.MMHAP31FLG5.seq	WC8.26
44.MMHAP33FRG11.seq	WC19.6
44.MMHAP34FLG5.seq	WC3.45
44.MMHAP34FRG11.seq	WCX.15
44.MMHAP44FLG5.seq	WC7.45
44.MMHAP45FLG5.seq	WC1.70
44.MMHAP58FRG11.seq	WC13.22
44.MMHAP5FLG5.seq	WC2.14
44.MMHAP64FRG11.seq	WC7.28
44.MMHAP69FRG11.seq	WC7.26
44.MMHAP6FLG5.seq	WC1.8
44.MMHAP6FRG11.seq	WC1.68
44.MMHAP70FRG11.seq	WC4.33
44.MMHAP75FLG5.seq	WC11.18
44.MMHAP75FRG11.seq	WC16.6
44.MMHAP76FLG5.seq	WC1.20
44.MMHAP79FLG5.seq	WC2.43
44.MMHAP7FLG5.seq	WC3.15
44.MMHAP81FLG5.seq	WC10.18
44.MMHAP88FLG5.seq	WC9.7
44.MMHAP88FRG11.seq	WC13.31
44.MMHAP91FLG5.seq	WC13.6
45.G1_8_30_95a79B.seq	WC1.71
45.MHAa42h9.seq	WC18.19
45.MHAa49d9.seq	WC14.35
45.MHAa52h9.seq	WC15.31
45.MHAa55h9.seq	WC13.31
45.MHAa64h9.seq	WC14.25
45.MHAa77d9.seq	WC2.47
45.MHAa89h9.seq	WC16.27
45.MHAa92d9.seq	WC4.5
45.MHAa92h9.seq	WC8.38
45.MMHAP12FLG6.seq	WC8.3
45.MMHAP12FRG12.seq	WC15.35
45.MMHAP22FRG12.seq	WC1.8
45.MMHAP26FRG12.seq	WC3.28
45.MMHAP27FRG12.seq	WC3.25
45.MMHAP28FLG6.seq	WC9.15
45.MMHAP29FLG6.seq	WC2.49
45.MMHAP30FLG6.seq	WC10.32
45.MMHAP32FLG6.seq	WC15.37
45.MMHAP33FLG6.seq	WC15.15
45.MMHAP35FRG12.seq	WC3.3
45.MMHAP36FRG12.seq	WC15.19
45.MMHAP37FLG6.seq	WC13.8
45.MMHAP38FLG6.seq	WCX.27
45.MMHAP38FRG12.seq	WC12.27
45.MMHAP46FRG12.seq	WC12.6
45.MMHAP53FLG6.seq	WC11.10
45.MMHAP5FRG12.seq	WC13.31
