01.MHAa42e1.seq	WC-1073
33.MMHAP5FLC6.seq	WC-931
33.MMHAP61FRC12.seq	WC-706
33.MMHAP63FLC6.seq	WC-648
33.MMHAP63FRC12.seq	WC-838
33.MMHAP66FLC6.seq	WC-1039
33.MMHAP68FRC12.seq	WC-865
33.MMHAP69FLC6.seq	WC-901
33.MMHAP6FRC12.seq	WC-701
33.MMHAP72FLC6.seq	WC-63
33.MMHAP7FRC12.seq	WC-359
33.MMHAP81FRC12.seq	WC-936
33.MMHAP85FLC6.seq	WC-587
33.MMHAP85FRC12.seq	WC-38
33.MMHAP86FRC12.seq	WC-442
33.MMHAP93FRC12.seq	WC-967
33.MMHAP94FRC12.seq	WC-35
33.MMHAP97FLC6.seq	WC-225
33.MMHAP97FRC12.seq	WC-445
33.MMHAP9FLC6.seq	WC-1107
33.seq	WC-1150
34.E1_9_6_95.seq	WC-664
34.MHAa56g10.seq	WC-248
34.MHAa63g10.seq	WC-207
34.MHAa91g10.seq	WC-70
34.MHAa92c10.seq	WC-593
34.MMHAP10FRD10.seq	WC-814
34.MMHAP11FLD4.seq	WC-996
34.MMHAP12FRD10.seq	WC-901
34.MMHAP15FRD10.seq	WC-226
34.MMHAP16FLD4.seq	WC-808
34.MMHAP16FRD10.seq	WC-24
34.MMHAP18FLD4.seq	WC-917
34.MMHAP18FRD10.seq	WC-375
34.MMHAP22FRD10.seq	WC-739
34.MMHAP23FLD4.seq	WC-1067
34.MMHAP27FLD4.seq	WC-45
34.MMHAP27FRD10.seq	WC-759
34.MMHAP28FLD4.seq	WC-1141
34.MMHAP30FLD4.seq	WC-643
34.MMHAP35FLD4.seq	WC-375
34.MMHAP35FRD10.seq	WC-314
34.MMHAP36FLD4.seq	WC-346
34.MMHAP36FRD10.seq	WC-858
34.MMHAP38FLD4.seq	WC-931
34.MMHAP38FRD10.seq	WC-177
34.MMHAP41FLD4.seq	WC-1074
34.MMHAP42FLD4.seq	WC-606
34.MMHAP44FLD4.seq	WC-872
34.MMHAP46FLD4.seq	WC-542
34.MMHAP46FRD10.seq	WC-633
34.MMHAP53FLD4.seq	WC-741
34.MMHAP54FLD4.seq	WC-133
34.MMHAP57FLD4.seq	WC-875
34.MMHAP59FLD4.seq	WC-999
34.MMHAP59FRD10.seq	WC-749
34.MMHAP5FLD4.seq	WC-832
34.MMHAP61FRD10.seq	WC-601
34.MMHAP62FRD10.seq	WC-377
34.MMHAP64FLD4.seq	WC-993
34.MMHAP67FLD4.seq	WC-860
34.MMHAP68FRD10.seq	WC-1099
34.MMHAP69FLD4.seq	WC-246
34.MMHAP70FLD4.seq	WC-37
34.MMHAP72FLD4.seq	WC-642
34.MMHAP75FRD10.seq	WC-426
34.MMHAP79FLD4.seq	WC-1114
34.MMHAP79FRD10.seq	WC-965
34.MMHAP83FLD4.seq	WC-488
34.MMHAP86FLD4.seq	WC-1026
34.MMHAP87FRD10.seq	WC-917
34.MMHAP88FRD10.seq	WC-904
34.MMHAP8FRD10.seq	WC-616
34.MMHAP90FLD4.seq	WC-215
34.MMHAP91FLD4.seq	WC-956
34.MMHAP93FRD10.seq	WC-625
34.MMHAP94FLD4.seq	WC-683
34.MMHAP94FRD10.seq	WC-484
34.MMHAP97FLD4.seq	WC-1028
34.MMHAP97FRD10.seq	WC-376
34.MMHAP9FRD10.seq	WC-751
34.mHAa8b10.seq	WC-955
35.MMHAP10FD5.seq	WC-1064
35.MMHAP14FLD5.seq	WC-910
35.MMHAP14FRD11.seq	WC-427
35.MMHAP15FRD11.seq	WC-801
35.MMHAP17FRD11.seq	WC-624
35.MMHAP18FRD11.seq	WC-90
35.MMHAP20FLD5.seq	WC-307
35.MMHAP22FRD11.seq	WC-174
35.MMHAP25FRD11.seq	WC-734
35.MMHAP26FRD11.seq	WC-428
35.MMHAP27FLD5.seq	WC-130
35.MMHAP28FLD5.seq	WC-798
35.MMHAP28FRD11.seq	WC-500
35.MMHAP33FRD11.seq	WC-1119
35.MMHAP34FRD11.seq	WC-1053
35.MMHAP35FLD5.seq	WC-493
35.MMHAP45FRD11.seq	WC-844
35.MMHAP4FRD11.seq	WC-26
35.MMHAP50FLD5.seq	WC-7
35.MMHAP53FLD5.seq	WC-352
35.MMHAP56FLD5.seq	WC-1077
35.MMHAP59FLD5.seq	WC-719
35.MMHAP59FRD11.seq	WC-21
35.MMHAP5FLD5.seq	WC-259
35.MMHAP64FLD5.seq	WC-888
35.MMHAP65FRD11.seq	WC-42
35.MMHAP69FLD5.seq	WC-314
35.MMHAP70FLD5.seq	WC-438
35.MMHAP79FLD5.seq	WC-1004
35.MMHAP7FRD11.seq	WC-504
35.MMHAP85FLD5.seq	WC-91
35.MMHAP86FLD5.seq	WC-900
35.MMHAP86FRD11.seq	WC-451
35.MMHAP87FRD11.seq	WC-279
35.MMHAP90FLD5.seq	WC-632
35.MMHAP90FRD11.seq	WC-29
35.MMHAP94FLD5.seq	WC-921
35.MMHAP9FRD11.seq	WC-304
36.MHAa63c12.seq	WC-759
36.MHAa63g12.seq	WC-224
36.MHAa77c12.seq	WC-490
36.MHAa91g12.seq	WC-685
36.MHAa92g12.seq	WC-959
36.MMHAP14FLD6.seq	WC-578
36.MMHAP17FRD12.seq	WC-837
36.MMHAP25FLD6.seq	WC-582
36.MMHAP25FRD12.seq	WC-817
36.MMHAP26FLD6.seq	WC-911
36.MMHAP26FRD12.seq	WC-887
36.MMHAP28FRD12.seq	WC-1012
36.MMHAP29FRD12.seq	WC-940
36.MMHAP36FLD6.seq	WC-848
36.MMHAP36FRD12.seq	WC-359
36.MMHAP47FLD6.seq	WC-17
36.MMHAP4FRD12.seq	WC-191
36.MMHAP50FRD12.seq	WC-1061
36.MMHAP53FRD12.seq	WC-1004
36.MMHAP54FLD6.seq	WC-586
36.MMHAP59FRD12.seq	WC-720
36.MMHAP61FLD6.seq	WC-852
36.MMHAP61FRD12.seq	WC-1039
36.MMHAP63FRD12.seq	WC-1028
36.MMHAP64FRD12.seq	WC-489
36.MMHAP66FLD6.seq	WC-1033
36.MMHAP67FLD6.seq	WC-637
36.MMHAP68FLD6.seq	WC-312
36.MMHAP69FLD6.seq	WC-7
36.MMHAP70FLD6.seq	WC-976
36.MMHAP70FRD12.seq	WC-250
36.MMHAP88FLD6.seq	WC-894
36.MMHAP8FRD12.seq	WC-1155
36.MMHAP90FLD6.seq	WC-457
36.MMHAP91FLD6.seq	WC-5
36.MMHAP94FRD12.seq	WC-60
36.MMHAP97FRD12.seq	WC-400
36.MMHAP9FLD6.seq	WC-1169
36.MMHAP9FRD12.seq	WC-807
37.E1_9_6_95.seq	WC-70
37.MHAa56h1.seq	WC-240
37.MHAa58d1.seq	WC-1076
37.MHAa59d1.seq	WC-324
37.MHAa63d1.seq	WC-868
37.MHAa90d1.seq	WC-632
37.MHAa91h1.seq	WC-389
37.MHAa92d1.seq	WC-316
37.MMHAP12FLE4.seq	WC-349
37.MMHAP12FRE10.seq	WC-583
37.MMHAP14FLE4.seq	WC-854
37.MMHAP15FRE10.seq	WC-567
37.MMHAP17FE4.seq	WC-468
37.MMHAP17FRE10.seq	WC-921
37.MMHAP23FLE4.seq	WC-509
37.MMHAP24FRE10.seq	WC-916
37.MMHAP25FLE4.seq	WC-388
37.MMHAP27FRE10.seq	WC-593
37.MMHAP28FLE4.seq	WC-166
37.MMHAP29FRE10.seq	WC-487
37.MMHAP33FRE10.seq	WC-816
37.MMHAP34FRE10.seq	WC-800
37.MMHAP37FLE4.seq	WC-944
37.MMHAP37FRE10.seq	WC-857
37.MMHAP38FLE4.seq	WC-12
37.MMHAP47FLE4.seq	WC-1049
37.MMHAP50FLE4.seq	WC-2
37.MMHAP50FRE10.seq	WC-395
37.MMHAP53FLE4.seq	WC-327
37.MMHAP53FRE10.seq	WC-98
37.MMHAP59FRE10.seq	WC-544
37.MMHAP64FLE4.seq	WC-363
37.MMHAP65FLE4.seq	WC-911
37.MMHAP65FRE10.seq	WC-355
37.MMHAP6FLE4.seq	WC-856
37.MMHAP70FLE4.seq	WC-1039
37.MMHAP75FLE4.seq	WC-688
37.MMHAP75FRE10.seq	WC-547
37.MMHAP79FLE4.seq	WC-986
37.MMHAP7FLE4.seq	WC-304
37.MMHAP84FLE4.seq	WC-801
37.MMHAP84FRE10.seq	WC-347
37.MMHAP88FLE4.seq	WC-240
37.MMHAP88FRE10.seq	WC-804
38.MHAa10h2.seq	WC-802
38.MHAa52h2.seq	WC-441
38.MHAa56h2.seq	WC-1059
38.MHAa63h2.seq	WC-174
38.MHAa64h2.seq	WC-686
38.MHAa75d2.seq	WC-468
38.MHAa91h2.seq	WC-430
38.MHAa93h2.seq	WC-528
38.MMHAP10FRE11.seq	WC-759
38.MMHAP11FLE5.seq	WC-508
38.MMHAP14FLE5.seq	WC-297
38.MMHAP15FLE5.seq	WC-333
38.MMHAP16FLE5.seq	WC-1009
38.MMHAP23FLE5.seq	WC-10
38.MMHAP23FRE11.seq	WC-248
38.MMHAP26FLE5.seq	WC-268
38.MMHAP26FRE11.seq	WC-656
38.MMHAP32FLE5.seq	WC-779
38.MMHAP33FRE11.seq	WC-661
38.MMHAP34FLE5.seq	WC-814
38.MMHAP34FRE11.seq	WC-441
38.MMHAP35FLE5.seq	WC-230
38.MMHAP36FLE5.seq	WC-532
38.MMHAP37FLE5.seq	WC-301
38.MMHAP41FLE5.seq	WC-360
38.MMHAP42FLE5.seq	WC-801
38.MMHAP44FLE5.seq	WC-462
38.MMHAP4FRE11.seq	WC-313
38.MMHAP50FLE5.seq	WC-449
38.MMHAP50FRE11.seq	WC-626
38.MMHAP53FRE11.seq	WC-99
38.MMHAP54FLE5.seq	WC-755
38.MMHAP57FLE5.seq	WC-699
38.MMHAP58FLE5.seq	WC-200
38.MMHAP5FRE11.seq	WC-548
38.MMHAP62FRE11.seq	WC-236
38.MMHAP64FRE11.seq	WC-359
38.MMHAP65FRE11.seq	WC-1103
38.MMHAP66FRE11.seq	WC-1100
38.MMHAP67FLE5.seq	WC-1111
38.MMHAP69FLE5.seq	WC-318
38.MMHAP69FRE11.seq	WC-490
38.MMHAP75FRE11.seq	WC-120
38.MMHAP79FRE11.seq	WC-456
38.MMHAP81FRE11.seq	WC-557
38.MMHAP84FLE5.seq	WC-1049
38.MMHAP87FLE5.seq	WC-369
38.MMHAP88FRE11.seq	WC-238
38.MMHAP8FRE11.seq	WC-465
38.MMHAP93FRE11.seq	WC-735
38.MMHAP97FRE11.seq	WC-952
39.MHAa55h3.seq	WC-305
39.MHAa59d3.seq	WC-155
39.MHAa75d3.seq	WC-926
39.MHAa77d3.seq	WC-697
39.MMHAP15FRE12.seq	WC-177
39.MMHAP16FLE6.seq	WC-550
39.MMHAP23FLE6.seq	WC-705
39.MMHAP23FRE12.seq	WC-208
39.MMHAP26FLE6.seq	WC-369
39.MMHAP27FLE6.seq	WC-516
39.MMHAP28FLE6.seq	WC-840
39.MMHAP29FRE12.seq	WC-1088
39.MMHAP33FRE12.seq	WC-301
39.MMHAP34FLE6.seq	WC-843
39.MMHAP34FRE12.seq	WC-916
39.MMHAP35FRE12.seq	WC-666
39.MMHAP53FLE6.seq	WC-550
39.MMHAP54FLE6.seq	WC-43
39.MMHAP57FLE6.seq	WC-797
39.MMHAP58FRE12.seq	WC-740
39.MMHAP59FRE12.seq	WC-42
39.MMHAP66FLE6.seq	WC-220
39.MMHAP68FLE6.seq	WC-852
39.MMHAP6FLE6.seq	WC-1060
39.MMHAP72FLE6.seq	WC-587
39.MMHAP75FLE6.seq	WC-997
39.MMHAP76FLE6.seq	WC-921
39.MMHAP76FRE12.seq	WC-366
39.MMHAP84FRE12.seq	WC-546
39.MMHAP85FLE6.seq	WC-289
39.MMHAP86FLE6.seq	WC-708
39.MMHAP90FLE6.seq	WC-171
39.MMHAP94FRE12.seq	WC-145
39.MMHAP97FLE6.seq	WC-426
39.MMHAP97FRE12.seq	WC-225
39.MMHAP9FLE6.seq	WC-446
40.E1_8_31_95.seq	WC-1076
40.MHAa27B.seq	WC-304
40.MHAa61B.seq	WC-235
40.MHAa64h4.seq	WC-293
40.MHAa89h4.seq	WC-638
40.MHAa90d4.seq	WC-127
40.MHAa91h4.seq	WC-751
40.MHAa92d4.seq	WC-1088
40.MHAa96d4.seq	WC-731
40.MMHAP11FRF10.seq	WC-540
40.MMHAP15FLF4.seq	WC-931
40.MMHAP16FLF4.seq	WC-719
40.MMHAP16FRF10.seq	WC-1032
40.MMHAP17FRF10.seq	WC-749
40.MMHAP20FRF10.seq	WC-821
40.MMHAP25FLF4.seq	WC-1068
40.MMHAP28FLF4.seq	WC-899
40.MMHAP28FRF10.seq	WC-150
40.MMHAP29FLF4.seq	WC-802
40.MMHAP33FLF4.seq	WC-85
40.MMHAP33FRF10.seq	WC-559
40.MMHAP38FLF4.seq	WC-985
40.MMHAP45FRF10.seq	WC-572
40.MMHAP53FLF4.seq	WC-263
40.MMHAP54FLF4.seq	WC-643
40.MMHAP61FLF4.seq	WC-91
40.MMHAP62FLF4.seq	WC-462
40.MMHAP63FLF4.seq	WC-264
40.MMHAP63FRF10.seq	WC-701
40.MMHAP64FRF10.seq	WC-880
40.MMHAP66FLF4.seq	WC-1098
40.MMHAP67FLF4.seq	WC-79
40.MMHAP70FLF4.seq	WC-758
40.MMHAP72FLF4.seq	WC-186
40.MMHAP76FLF4.seq	WC-1132
40.MMHAP79FLF4.seq	WC-280
40.MMHAP80FLF4.seq	WC-1140
40.MMHAP81FLF4.seq	WC-1064
40.MMHAP84FRF10.seq	WC-318
40.MMHAP94FRF10.seq	WC-652
40.MMHAP97FRF10.seq	WC-700
41.MHAa43f5.seq	WC-388
41.MHAa52h5.seq	WC-172
41.MHAa63d5.seq	WC-901
41.MHAa75d5.seq	WC-488
41.MHAa77d5.seq	WC-1025
41.MHAa90d5.seq	WC-388
41.MHAa90h5.seq	WC-465
41.MHAa96d5.seq	WC-608
41.MMHAP10FF5.seq	WC-1131
41.MMHAP11FLF5.seq	WC-944
41.MMHAP12FRF11.seq	WC-795
41.MMHAP15FRF11.seq	WC-1009
41.MMHAP16FLF5.seq	WC-974
41.MMHAP17FRF11.seq	WC-789
41.MMHAP20FLF5.seq	WC-464
41.MMHAP23FLF5.seq	WC-489
41.MMHAP25FLF5.seq	WC-809
41.MMHAP26FRF11.seq	WC-701
41.MMHAP27FLF5.seq	WC-1033
41.MMHAP28FLF5.seq	WC-996
41.MMHAP31FLF5.seq	WC-376
41.MMHAP33FRF11.seq	WC-66
41.MMHAP37FLF5.seq	WC-781
41.MMHAP40FLF5.seq	WC-705
41.MMHAP45FRF11.seq	WC-626
41.MMHAP47FLF5.seq	WC-145
41.MMHAP50FRF11.seq	WC-754
41.MMHAP54FLF5.seq	WC-563
41.MMHAP57FLF5.seq	WC-23
41.MMHAP5FRF11.seq	WC-206
41.MMHAP62FLF5.seq	WC-850
41.MMHAP63FLF5.seq	WC-793
41.MMHAP64FRF11.seq	WC-411
41.MMHAP67FLF5.seq	WC-1080
41.MMHAP69FLF5.seq	WC-553
41.MMHAP6FLF5.seq	WC-41
41.MMHAP75FLF5.seq	WC-329
41.MMHAP75FRF11.seq	WC-34
41.MMHAP76FLF5.seq	WC-958
41.MMHAP76FRF11.seq	WC-685
41.MMHAP79FLF5.seq	WC-1161
41.MMHAP79FRF11.seq	WC-421
41.MMHAP80FLF5.seq	WC-904
41.MMHAP80FRF11.seq	WC-993
41.MMHAP81FRF11.seq	WC-901
41.MMHAP83FLF5.seq	WC-318
41.MMHAP83FRF11.seq	WC-1157
41.MMHAP84FRF11.seq	WC-73
41.MMHAP85FLF5.seq	WC-347
41.MMHAP85FRF11.seq	WC-38
41.MMHAP86FRF11.seq	WC-369
41.MMHAP87FRF11.seq	WC-880
41.MMHAP88FLF5.seq	WC-496
41.MMHAP88FRF11.seq	WC-333
41.MMHAP90FLF5.seq	WC-858
41.MMHAP91FLF5.seq	WC-564
41.MMHAP94FLF5.seq	WC-359
41.MMHAP97FRF11.seq	WC-1068
41.MMHAP9FLF5.seq	WC-462
42.MHAa77d6.seq	WC-608
42.MHAa90d6.seq	WC-875
42.MHAa95d6.seq	WC-223
42.MHAa96d6.seq	WC-902
42.MHAa98h6.seq	WC-385
42.MMHAP10FF6.seq	WC-804
42.MMHAP16FLF6.seq	WC-441
42.MMHAP17FRF12.seq	WC-1088
42.MMHAP20FRF12.seq	WC-824
42.MMHAP25FRF12.seq	WC-461
42.MMHAP29FRF12.seq	WC-298
42.MMHAP32FLF6.seq	WC-484
42.MMHAP38FLF6.seq	WC-383
42.MMHAP41FLF6.seq	WC-797
42.MMHAP4FRF12.seq	WC-180
42.MMHAP50FRF12.seq	WC-175
42.MMHAP53FLF6.seq	WC-1152
42.MMHAP53FRF12.seq	WC-610
42.MMHAP54FLF6.seq	WC-61
42.MMHAP59FLF6.seq	WC-398
42.MMHAP5FLF6.seq	WC-441
42.MMHAP61FLF6.seq	WC-1084
42.MMHAP61FRF12.seq	WC-132
42.MMHAP62FLF6.seq	WC-880
42.MMHAP64FRF12.seq	WC-950
42.MMHAP69FLF6.seq	WC-429
42.MMHAP80FLF6.seq	WC-296
42.MMHAP85FRF12.seq	WC-554
42.MMHAP8FRF12.seq	WC-1138
42.MMHAP90FRF12.seq	WC-972
42.MMHAP97FRF12.seq	WC-951
42.MMHAP9FLF6.seq	WC-161
43.MHAa56h7.seq	WC-312
43.MHAa63d7.seq	WC-1091
43.MHAa65T_M13Rev.seq	WC-1047
43.MHAa92h7.seq	WC-774
43.MHAa98h7.seq	WC-887
43.MMHAP10FG4.seq	WC-591
43.MMHAP10FRG10.seq	WC-1037
43.MMHAP12FRG10.seq	WC-971
43.MMHAP14FRG10.seq	WC-252
43.MMHAP15FRG10.seq	WC-261
43.MMHAP18FLG4.seq	WC-1010
43.MMHAP20FRG10.seq	WC-1082
43.MMHAP24FLG4.seq	WC-992
43.MMHAP24FRG10.seq	WC-1053
43.MMHAP25FRG10.seq	WC-522
43.MMHAP26FLG4.seq	WC-708
43.MMHAP26FRG10.seq	WC-71
43.MMHAP27FLG4.seq	WC-1090
43.MMHAP27FRG10.seq	WC-849
43.MMHAP31FLG4.seq	WC-752
43.MMHAP34FRG10.seq	WC-302
43.MMHAP35FRG10.seq	WC-818
43.MMHAP4FRG10.seq	WC-907
43.MMHAP53FLG4.seq	WC-1090
43.MMHAP59FLG4.seq	WC-904
43.MMHAP61FRG10.seq	WC-99
43.MMHAP62FLG4.seq	WC-648
43.MMHAP63FLG4.seq	WC-495
43.MMHAP66FLG4.seq	WC-1012
43.MMHAP67FRG10.seq	WC-398
43.MMHAP79FLG4.seq	WC-417
43.MMHAP7FRG10.seq	WC-1083
43.MMHAP84FRG10.seq	WC-107
43.MMHAP85FLG4.seq	WC-161
43.MMHAP85FRG10.seq	WC-1115
43.MMHAP88FLG4.seq	WC-803
43.MMHAP90FRG10.seq	WC-506
43.MMHAP97FRG10.seq	WC-712
43.MMHAP9FLG4.seq	WC-49
44.MHAa42h8.seq	WC-592
44.MHAa52h8.seq	WC-584
44.MHAa63d8.seq	WC-411
44.MHAa96d8.seq	WC-622
44.MMHAP10FG5.seq	WC-79
44.MMHAP10FRG11.seq	WC-147
44.MMHAP16FRG11.seq	WC-517
44.MMHAP17FRG11.seq	WC-572
44.MMHAP20FRG11.seq	WC-968
44.MMHAP22FRG11.seq	WC-322
44.MMHAP24FRG11.seq	WC-55
44.MMHAP25FRG11.seq	WC-1062
44.MMHAP27FRG11.seq	WC-903
44.MMHAP28FLG5.seq	WC-824
44.MMHAP30FLG5.seq	WC-999
44.MMHAP31FLG5.seq	WC-1031
44.MMHAP33FRG11.seq	WC-578
44.MMHAP34FLG5.seq	WC-749
44.MMHAP34FRG11.seq	WC-1135
44.MMHAP44FLG5.seq	WC-987
44.MMHAP45FLG5.seq	WC-93
44.MMHAP58FRG11.seq	WC-320
44.MMHAP5FLG5.seq	WC-616
44.MMHAP64FRG11.seq	WC-959
44.MMHAP69FRG11.seq	WC-956
44.MMHAP6FLG5.seq	WC-10
44.MMHAP6FRG11.seq	WC-91
44.MMHAP70FRG11.seq	WC-799
44.MMHAP75FLG5.seq	WC-184
44.MMHAP75FRG11.seq	WC-448
44.MMHAP76FLG5.seq	WC-25
44.MMHAP79FLG5.seq	WC-657
44.MMHAP7FLG5.seq	WC-714
44.MMHAP81FLG5.seq	WC-118
44.MMHAP88FLG5.seq	WC-1066
44.MMHAP88FRG11.seq	WC-335
44.MMHAP91FLG5.seq	WC-296
45.G1_8_30_95a79B.seq	WC-95
45.MHAa42h9.seq	WC-553
45.MHAa49d9.seq	WC-388
45.MHAa52h9.seq	WC-429
45.MHAa55h9.seq	WC-333
45.MHAa64h9.seq	WC-375
45.MHAa77d9.seq	WC-664
45.MHAa89h9.seq	WC-481
45.MHAa92d9.seq	WC-763
45.MHAa92h9.seq	WC-1046
45.MMHAP12FLG6.seq	WC-997
45.MMHAP12FRG12.seq	WC-436
45.MMHAP22FRG12.seq	WC-9
45.MMHAP26FRG12.seq	WC-730
45.MMHAP27FRG12.seq	WC-727
45.MMHAP28FLG6.seq	WC-1076
45.MMHAP29FLG6.seq	WC-666
45.MMHAP30FLG6.seq	WC-135
45.MMHAP32FLG6.seq	WC-441
45.MMHAP33FLG6.seq	WC-411
45.MMHAP35FRG12.seq	WC-703
45.MMHAP36FRG12.seq	WC-416
45.MMHAP37FLG6.seq	WC-300
45.MMHAP38FLG6.seq	WC-1150
45.MMHAP38FRG12.seq	WC-272
45.MMHAP46FRG12.seq	WC-235
45.MMHAP53FLG6.seq	WC-171
45.MMHAP5FRG12.seq	WC-334
45.MMHAP63FLG6.seq	WC-1119
45.MMHAP66FLG6.seq	WC-547
45.MMHAP67FLG6.seq	WC-637
45.MMHAP68FLG6.seq	WC-889
45.MMHAP6FLG6.seq	WC-240
45.MMHAP75FRG12.seq	WC-868
45.MMHAP76FLG6.seq	WC-405
45.MMHAP76FRG12.seq	WC-404
45.MMHAP79FRG12.seq	WC-1012
45.MMHAP81FLG6.seq	WC-550
45.MMHAP82FLG6.seq	WC-933
45.MMHAP84FLG6.seq	WC-1019
45.MMHAP90FRG12.seq	WC-861
45.MMHAP93FRG12.seq	WC-53
45.MMHAP94FLG6.seq	WC-67
45.MMHAP94FRG12.seq	WC-921
45.MMHAP97FLG6.seq	WC-171
46.MHAa56h10.seq	WC-821
46.MHAa63h10.seq	WC-998
46.MHAa64h10.seq	WC-17
46.MHAa65T_M13Rev.seq	WC-471
46.MHAa89h10.seq	WC-992
46.MHAa90d10.seq	WC-358
46.MHAa92d10.seq	WC-817
46.MMHAP10FH4.seq	WC-471
46.MMHAP11FLH4.seq	WC-360
46.MMHAP11FRH10.seq	WC-317
46.MMHAP12FLH4.seq	WC-545
46.MMHAP14FLH4.seq	WC-270
46.MMHAP17FH4.seq	WC-607
46.MMHAP17FRH10.seq	WC-698
46.MMHAP18FLH4.seq	WC-441
46.MMHAP20FLH4.seq	WC-170
46.MMHAP24FRH10.seq	WC-595
46.MMHAP25FRH10.seq	WC-893
46.MMHAP28FLH4.seq	WC-238
46.MMHAP28FRH10.seq	WC-878
46.MMHAP31FLH4.seq	WC-468
46.MMHAP38FRH10.seq	WC-963
46.MMHAP4FLH4.seq	WC-145
46.MMHAP52FLH4.seq	WC-1001
46.MMHAP57FLH4.seq	WC-977
46.MMHAP59FLH4.seq	WC-659
46.MMHAP63FLH4.seq	WC-534
46.MMHAP64FRH10.seq	WC-486
46.MMHAP66FRH10.seq	WC-238
46.MMHAP70FLH4.seq	WC-72
46.MMHAP75FRH10.seq	WC-369
46.MMHAP76FLH4.seq	WC-211
46.MMHAP81FRH10.seq	WC-63
46.MMHAP82FLH4.seq	WC-21
46.MMHAP86FRH10.seq	WC-170
46.MMHAP87FLH4.seq	WC-301
46.MMHAP94FRH10.seq	WC-730
46.MMHAP97FRH10.seq	WC-757
46.MMHAP9FLH4.seq	WC-293
47.E1_9_6_95.seq	WC-1101
47.MHAa56h11.seq	WC-1030
47.MHAa63d11.seq	WC-684
47.MHAa95d11.seq	WC-322
47.MHAa98h11.seq	WC-701
47.MMHAP12FRH11.seq	WC-427
47.MMHAP16FLH5.seq	WC-244
47.MMHAP23FLH5.seq	WC-493
47.MMHAP28FRH11.seq	WC-392
47.MMHAP30FLH5.seq	WC-1082
47.MMHAP34FRH11.seq	WC-101
47.MMHAP35FRH11.seq	WC-758
47.MMHAP36FLH5.seq	WC-742
47.MMHAP40FLH5.seq	WC-25
47.MMHAP42FLH5.seq	WC-256
47.MMHAP44FLH5.seq	WC-233
47.MMHAP57FLH5.seq	WC-239
47.MMHAP57FRH11.seq	WC-388
47.MMHAP5FLH5.seq	WC-578
47.MMHAP61FRH11.seq	WC-960
47.MMHAP66FLH5.seq	WC-840
47.MMHAP67FLH5.seq	WC-269
47.MMHAP6FLH5.seq	WC-976
47.MMHAP76FRH11.seq	WC-132
47.MMHAP79FLH5.seq	WC-389
47.MMHAP7FRH11.seq	WC-99
47.MMHAP86FRH11.seq	WC-454
47.MMHAP87FLH5.seq	WC-662
47.MMHAP88FLH5.seq	WC-429
47.MMHAP8FRH11.seq	WC-1004
47.MMHAP91FLH5.seq	WC-867
47.MMHAP97FLH5.seq	WC-564
47.MMHAP97FRH11.seq	WC-172
47.MMHAP9FLH5.seq	WC-898
47.MMHAP9FRH11.seq	WC-1013
48.MHAa59d12.seq	WC-17
48.MMHAP11FRH12.seq	WC-371
48.MMHAP22FRH12.seq	WC-738
48.MMHAP23FRH12.seq	WC-776
48.MMHAP25FLH6.seq	WC-471
48.MMHAP28FLH6.seq	WC-637
48.MMHAP33FLH6.seq	WC-176
48.MMHAP33FRH12.seq	WC-158
48.MMHAP34FLH6.seq	WC-727
48.MMHAP34FRH12.seq	WC-24
48.MMHAP37FRH12.seq	WC-411
48.MMHAP38FLH6.seq	WC-172
48.MMHAP46FRH12.seq	WC-172
48.MMHAP4FLH6.seq	WC-633
48.MMHAP4FRH12.seq	WC-424
48.MMHAP59FRH12.seq	WC-341
48.MMHAP61FRH12.seq	WC-664
48.MMHAP63FRH12.seq	WC-482
48.MMHAP66FRH12.seq	WC-1055
48.MMHAP68FRH12.seq	WC-1060
48.MMHAP69FRH12.seq	WC-512
48.MMHAP6FRH12.seq	WC-603
48.MMHAP75FLH6.seq	WC-125
48.MMHAP76FLH6.seq	WC-141
48.MMHAP79FLH6.seq	WC-553
48.MMHAP80FLH6.seq	WC-620
48.MMHAP81FLH6.seq	WC-732
48.MMHAP84FRH12.seq	WC-732
48.MMHAP86FRH12.seq	WC-177
48.MMHAP8FRH12.seq	WC-708
48.MMHAP90FLH6.seq	WC-162
48.MMHAP90FRH12.seq	WC-262
48.MMHAP9FRH12.seq	WC-883
9_15_61lon.seq	WC-550
9_15_65lon.seq	WC-550
9_15_91.seq	WC-185
9_5_28.seq	WC-1150
A650	WC-235
A659	WC-31
A751	WC-1044
A892	WC-817
Adrb3_-_d8Rck5	WC-497
B106	WC-179
B165	WC-489
B208	WC-352
B249	WC-931
D00570	WC-1021
D00622	WC-842
D10727	WC-91
D10Mit10	WC-140
D10Mit100	WC-153
D10Mit103	WC-158
D10Mit104	WC-104
D10Mit105	WC-108
D10Mit109	WC-114
D10Mit11	WC-140
D10Mit110	WC-120
D10Mit111	WC-125
D10Mit113	WC-125
D10Mit114	WC-127
D10Mit115	WC-127
D10Mit116	WC-130
D10Mit119	WC-144
D10Mit12	WC-145
D10Mit121	WC-152
D10Mit123	WC-101
D10Mit125	WC-108
D10Mit13	WC-151
D10Mit130	WC-125
D10Mit132	WC-135
D10Mit134	WC-147
D10Mit135	WC-146
D10Mit136	WC-152
D10Mit14	WC-155
D10Mit140	WC-134
D10Mit141	WC-118
D10Mit143	WC-150
D10Mit144	WC-137
