Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D10Mit23	B191	Chr10	40.4	WC10.22	147_D_11 158_G_6 200_A_12 302_D_9
D10Mit140	MT195	Chr10	41.5	WC10.23	298_F_6 376_B_12 381_C_6 381_G_2 390_H_10 411_C_1 415_C_10
D10Mit42	B484	Chr10	41.5	WC10.23	298_F_6 376_B_12 390_H_10 411_C_1 415_C_10
D10Mit144	MTH161	Chr10	42.3654	WC10.25	116_H_5 170_C_4 281_A_3 380_F_11 463_H_6
D10Mit228	MT4588	Chr10	42.6		135_C_8 141_B_2 188_D_2 406_B_1
D10Mit261	MTH861	Chr10	42.6		088_E_8 121_C_8 151_H_2 211_F_10 317_B_12 343_E_4 343_F_9 380_E_12 411_F_3
D10Mit201	MT3956	Chr10	42.6	WC10.24	140_G_10 377_F_8 410_H_4 412_F_2 416_D_2 452_A_9
D10Mit300	MTH2797	Chr10	42.6	WC10.24	199_H_4 309_D_1 342_H_2 410_H_4
D10Mit208	MT3611	Chr10	42.6	WC10.24	395_C_7 410_H_4
D10Mit227	MTH466	Chr10	42.6	WC10.23	139_C_7 390_H_10 415_C_10
D10Mit301	MTH2732	Chr10	43.7		184_E_9 288_E_12 317_F_9 393_B_8
D10Mit263	MTH1487	Chr10	45.9	WC10.25	116_H_5 170_C_4 179_B_10 203_A_8 281_A_3 290_C_7 380_F_11
D10Mit66	MPC1559	Chr10	47.0		129_F_12 211_G_5 278_D_10 310_G_12 389_G_5 409_B_5 415_G_6
D10Mit230	MT4387	Chr10	47.0		177_A_3 177_E_3 408_F_9 419_F_8 434_C_12
D10Mit176	MT3135	Chr10	48.1	WC10.26	214_A_4 255_E_4 255_H_10 328_B_3 396_A_3 425_A_11 426_A_11
D10Mit264	MTH918	Chr10	48.1	WC10.26	115_B_3 163_D_6 214_A_4 255_E_4 255_H_10 313_H_6 328_B_3 396_A_3 402_A_9 426_A_11
D10Mit302	MTH3078	Chr10	48.1		198_D_6 423_G_4 425_E_4 425_F_1 427_E_4 428_B_3
D10Mit67	MPC1674	Chr10	48.1		120_C_8 152_F_5 357_C_3 395_B_5
D10Mit11	A88	Chr10	50.3	WC10.26	148_B_8 214_A_4 358_G_10 396_A_3 402_A_9 405_F_7
D10Mit95	MMH241	Chr10	50.3	WC10.26	141_B_11 148_B_8 256_E_7 313_B_7 358_G_10 396_A_3 402_A_9 425_A_11
D10Mit10	M7	Chr10	50.3	WC10.26	115_B_3 214_A_4 358_D_2 396_A_3 402_A_9 426_A_11
D10Mit41	B741	Chr10	50.3	WC10.27	113_G_8 134_F_7 330_D_7 348_H_1 350_E_4 350_G_1 375_F_1
D10Mit265	MTH2020	Chr10	50.3	WC10.26	115_B_3 148_B_8 214_A_4 396_A_3 402_A_9 419_E_8
D10Mit202	MT3946	Chr10	51.4		115_F_3 141_F_6 183_H_12 278_E_4 279_F_4 388_F_10 458_C_1
D10Mit291	MTH2651	Chr10	51.4		114_E_5 213_B_8 308_C_3 325_D_5 406_B_10
D10Mit231	MT4563	Chr10	51.4	WC10.27	088_H_5 113_C_3 113_H_3 218_E_12 334_B_2 335_G_7 341_B_8 439_B_4 455_B_9
D10Mit68	MPC1690	Chr10	51.4	WC10.26	115_B_3 214_H_10 295_B_9 313_B_7 358_G_10 362_B_4 402_A_9
D10Mit177	MT2453	Chr10	51.4	WC10.27	121_E_6 308_G_11 350_E_4 435_G_2
D10Mit69	MPC1048	Chr10	51.4		159_H_5 180_D_10
D10Mit43	B540	Chr10	51.4		115_E_10 135_D_10 212_D_5 389_F_12 431_B_9
D10Mit12	M172	Chr10	52.5		125_F_5 131_H_11 185_G_1 322_F_6 359_H_9 455_A_2
D10Mit134	MTH192	Chr10	57.9		165_G_11 184_E_10 313_E_1 422_B_1 429_B_1
D10Mit162	MT2511	Chr10	57.9		132_H_11 134_E_5 239_G_10 303_B_9 392_B_6 439_C_4
D10Mit203	MT2936	Chr10	59.0		134_A_4 148_H_6 151_H_7 214_G_2 214_G_3 384_C_9 386_F_2 387_A_10 406_C_1 443_G_9
D10Mit71	MPC205	Chr10	62.3	WC10.28	117_A_12 148_E_7 217_G_6 311_G_3 379_C_8 415_D_11
D10Mit294	MTH2191	Chr10	62.3		122_A_4
D10Mit143	B514	Chr10	62.3		326_H_2 331_E_1 343_E_6 348_B_3 360_D_9 375_C_12 409_A_12 456_B_1
D10Mit13	A63	Chr10	62.3	WC10.28	115_H_4 332_A_3 346_C_7 379_C_8 415_D_11
D10Mit233	MT4945	Chr10	63.4	WC10.28	163_C_7 178_F_8 285_B_4 330_G_6 331_B_3 331_F_6 332_A_3 342_E_1 427_E_2
D10Mit33	B228	Chr10	63.4	WC10.29	123_E_11 147_A_2 149_F_6 164_A_2 173_D_3 375_F_7
D10Mit121	MT450	Chr10	63.4	WC10.28	153_G_1 173_E_6 183_E_9 331_B_3 334_F_4 356_G_6 357_G_5 443_H_3
D10Mit34	A693	Chr10	63.4	WC10.29	123_E_11 149_F_6 164_A_2 375_F_7
D10Mit266	MTH533	Chr10	63.4	WC10.28	088_F_7 126_E_3 126_E_5 153_G_1 173_E_6 183_E_9 266_C_9 273_C_3 331_B_3
D10Mit295	MTH2296	Chr10	65.6	WC10.30	136_A_5 301_G_4 352_H_9 360_D_5 465_F_9
D10Mit47	B721	Chr10	65.6	WC10.30	136_A_5 288_H_10 301_G_4 317_D_4 350_B_10 352_H_9 360_D_5 388_E_4 437_D_6
D10Mit179	MT2282	Chr10	67.8	WC10.31	132_G_8 160_D_4 171_C_5 185_H_5 320_H_1 389_D_5 441_A_5 442_A_4
D10Mit304	MTH3114	Chr10	67.8	WC10.31	173_F_8 352_B_2 409_D_8 441_A_5 442_A_4 463_B_9
D10Mit180	MT3119	Chr10	67.8	WC10.31	119_A_1 149_C_7 173_F_8 278_E_11 320_C_12 362_H_12 409_D_8 463_B_9
D10Mit296	MTH2697	Chr10	67.8	WC10.31	132_G_8 160_D_4 171_C_5 185_H_5 320_H_1 346_C_3 389_D_5 442_A_4
D10Mit14	M175	Chr10	69.9	WC10.31	123_E_2 163_F_11 177_E_11 180_F_4 213_B_5 345_F_7 362_H_12 390_D_11 405_E_7 405_F_6 418_B_7 450_H_10 460_E_3
D10Mit74	MPC1229	Chr10	69.9	WC10.31	123_E_2 149_C_7 177_E_11 320_C_12 362_H_12 388_A_10 418_B_7
D10Mit234	MT3174	Chr10	69.9	WC10.31	123_E_2 177_E_11 345_F_7 362_H_12 418_B_7
D10Mit164	MT3058	Chr10	71.0	WC10.31	141_C_2 149_A_3 159_H_4 180_E_8 185_E_11 187_B_7 199_F_4 323_B_5 325_G_5 345_F_7 391_G_2
D10Mit237	MT4561	Chr10	72.1	WC10.31	136_H_9 159_A_1 184_A_12 185_E_11 323_B_5 386_C_8 391_G_2 433_H_9
D10Mit236	MT4955	Chr10	72.1		193_B_5
D10Mit267	MTH2006	Chr10	72.1	WC10.31	164_F_1 185_E_11 323_B_5 325_G_5 351_D_3 391_G_2 414_B_3 422_H_8
D10Mit187	MT3263	Chr10	72.1	WC10.31	136_C_5 136_H_9 163_C_8 164_F_1 184_A_12 185_E_11 311_B_7 323_B_5 351_D_3 386_C_8 414_B_3 433_H_9
D10Mit205	MTAR4030	Chr10	74.3	WC10.32	117_G_9 131_C_1 151_H_10 164_C_10 164_F_7 168_C_4 199_B_11 291_E_1 295_A_7 295_C_7 311_H_5 312_E_7 325_G_10 330_H_1 358_F_3 386_H_8 409_E_11 415_D_11 415_H_4 418_A_4
D10Mit25	B207	Chr10	74.3	WC10.32	164_C_10 185_F_5 188_C_2 311_H_5 325_G_10 386_H_8 460_F_2
D10Mit102	MPC2292	Chr10	74.3	WC10.31	127_D_8 127_E_6 149_H_1 165_H_6 167_E_6 181_B_5 320_G_8 332_C_5
D10Mit35	B274	Chr10	74.3	WC10.32	151_H_10 160_E_10 164_C_10 169_A_10 169_F_12 179_F_11 188_C_2 300_C_1 311_H_5 325_G_10 386_H_8 391_A_4 415_D_11 432_B_3
D10Mit268	MTH2104	Chr10	74.3	WC10.32	151_H_10 156_F_4 164_C_10 169_A_10 169_F_12 179_F_11 188_C_2 291_E_1 311_H_5 325_G_10 344_A_10 358_F_3 386_H_8 391_A_4 415_D_11 432_B_3
D10Mit151	MT1874	Chr10	74.3		291_F_10
D10Mit238	MT5033	Chr10	75.4	WC10.32	129_H_5 156_F_4 160_E_10 164_C_10 187_C_2 285_B_4 292_G_10 306_D_3 311_F_3 311_H_5 312_C_5 386_H_8
D10Mit271	MTH1299	Chr10	75.4		256_H_7 288_F_10 312_H_8 395_D_11 408_C_6 408_D_6
D10Mit269	MTH1180	Chr10	75.4		135_B_12 166_E_10 187_B_1 325_E_10 359_D_8
D10Mit297	MTH2941	Chr10	75.4	WC10.33	164_H_1 166_E_5 180_B_9 281_F_11 295_F_2 380_E_1 409_D_7
D10Mit145	MT634	Chr10	75.4	WC10.33	164_H_1 180_B_9 281_F_11 334_B_2
D10Mit103	MPC2540	Chr10	76.5	WC10.33	281_F_11 334_B_2 410_G_5
D11Mit71	MPC1313	Chr11	0.0		121_C_10 132_D_12 380_F_6
D11Mit226	MT3676	Chr11	2.2	WC11.0	125_B_12 136_A_12 144_E_1 357_D_10
D11Mit72	MPC303	Chr11	2.2	WC11.1	087_E_12 153_E_1 281_E_2 323_E_8 397_C_2 415_G_9
D11Mit62	B668	Chr11	2.2	WC11.0	114_B_9 136_A_12 144_E_1 357_D_10 458_F_1
D11Mit149	MT1200	Chr11	2.2		178_G_4 185_E_11 429_D_1 433_A_5 460_E_11
D11Mit74	MPC1407	Chr11	2.2		087_D_9 133_F_1 160_C_3 164_D_2 164_E_12 312_D_5 312_G_5 330_A_7 330_C_8 356_E_3 390_A_12 403_C_5 421_E_10 427_F_4 448_D_8
D11Mit304	MTH2009	Chr11	2.2	WC11.1	087_E_12 188_C_2 274_F_2 281_D_12 281_E_2 323_E_8 397_C_2 415_G_9 416_G_5
D11Mit106	D915	Chr11	3.3		187_B_4 326_D_8 350_E_12 391_E_6
D11Mit2	L14	Chr11	4.4	WC11.1	121_C_7 163_B_12 163_D_1 382_G_3 396_E_9 451_B_7 464_A_3
D11Mit78	MPC557	Chr11	4.4	WC11.4	125_H_7 134_F_1 163_E_6 165_A_8 165_H_8 200_E_6 308_C_10 316_E_6
D11Mit133	MT832	Chr11	4.4	WC11.3	125_H_6 281_H_9 309_A_2 416_A_2 459_E_5 463_H_1
D11Mit76	MPC1141	Chr11	4.4	WC11.2	131_G_3 185_B_9 239_H_12 288_C_10
D11Mit227	MT3870	Chr11	4.4	WC11.4	131_F_10 160_D_10 282_F_10 308_C_10 330_E_10 385_D_7 385_D_8 388_C_3 388_H_11 420_G_8
D11Mit63	B675	Chr11	4.4	WC11.4	160_D_10 169_D_3 308_C_10 451_F_4
D11Mit150	MT894	Chr11	4.4	WC11.3	164_A_12 463_H_1
D11Mit77	MPC823	Chr11	4.4	WC11.4	134_F_1 200_E_6 278_A_6 308_C_10 385_D_7 385_D_8 456_E_1
D11Mit75	MPC1737	Chr11	4.4	WC11.2	131_G_3 185_B_9 239_H_12 451_B_3
D11Mit259	MT3582	Chr11	5.5		273_D_6 439_C_12 452_B_2 458_B_11 465_H_8
D11Mit80	MPC938	Chr11	8.7		171_H_3
D11Mit343	MTH2389	Chr11	8.7		140_F_9 151_F_12 211_D_11 380_H_1
D11Mit79	MPC1752	Chr11	8.7	WC11.14	150_G_2 185_E_12 224_F_11 224_G_1 346_B_8 402_A_11 402_B_1
D11Mit185	MT2558	Chr11	8.7	WC11.5	134_B_9 387_F_2 391_B_8 442_B_5
D11Mit151	MT976	Chr11	9.8	WC11.4	119_B_6 132_B_4 144_E_12 162_F_10 166_B_4 382_G_6 382_H_5 385_D_7 385_E_7 385_F_5 385_F_6
D11Mit152	MT1183	Chr11	9.8		133_C_2 135_C_8 316_B_11 319_G_9 341_A_6 377_H_1 381_G_3 464_D_8
D11Mit295	MTH499	Chr11	9.8	WC11.14	110_E_12 317_C_3 384_G_3 402_B_1
D11Mit294	MTH514	Chr11	9.8		088_B_12 110_B_12 128_E_9 149_C_3 150_E_12 162_F_8 178_B_8 178_C_9 178_D_10 187_D_9 390_A_8 418_B_8
D11Mit19	B105	Chr11	10.9	WC11.4	161_B_11 377_B_10 385_F_6 459_H_12
D11Mit81	MPC1514	Chr11	10.9	WC11.4	162_F_10 385_F_5 385_F_6
D11Mit82	MPC1121	Chr11	10.9	WC11.4	148_C_8 313_H_8 321_B_7 321_D_7 360_H_11 384_D_11
D11Mit344	MTH3072	Chr11	13.1		132_B_11 140_H_10 169_B_10 288_G_2 296_C_4 330_B_11 379_C_9 443_D_3 443_F_8 443_H_8
D11Mit53	D548	Chr11	13.1		110_C_7 213_D_3 335_H_8 396_B_8
D11Mit215	MT2184	Chr11	13.1	WC11.6	125_F_1 125_F_3 159_A_1 173_B_9 213_G_6 281_E_6 295_H_7 382_E_3 387_H_9 391_H_10
D11Mit230	MT3863	Chr11	13.1	WC11.5	134_B_9 308_D_6 387_F_2 391_B_8 420_F_10 442_B_5
D11Mit134	MT780	Chr11	13.1	WC11.6	153_B_6 159_A_1 168_B_8 173_B_9 295_H_7 382_E_3 420_A_7 463_H_7
D11Mit345	MTH1578	Chr11	14.2	WC11.7	128_A_8 160_A_7 193_D_1 376_B_2 398_C_2 443_B_10 464_B_3
D11Mit84	MPC1584	Chr11	14.2	WC11.6	122_D_11 141_F_2 352_H_4 356_E_11 376_H_7 416_A_2
D11Mit205	MT2221	Chr11	14.2	WC11.7	153_B_4 313_H_10 376_B_2 376_C_1 397_G_3 436_A_9
D11Mit186	MT2409	Chr11	14.2		116_A_9 322_A_9 411_A_6
D11Mit51	B434	Chr11	15.3	WC11.8	134_B_1 156_G_6 160_D_9 167_E_2 282_C_4 283_B_5 283_G_10 309_A_7 332_B_1 406_F_2 450_E_9 463_H_9
D11Mit108	MPC2256	Chr11	15.3	WC11.8	140_F_10 141_D_11 309_A_7 384_E_3 386_C_9 426_C_3 463_H_9
D11Mit233	MT3997	Chr11	15.3	WC11.8	134_B_1 140_F_10 156_G_6 165_A_3 167_E_2 169_F_3 170_A_7 170_B_1 170_G_12 283_G_10 309_A_7 325_F_9 332_B_1 450_E_9 463_H_9
D11Mit268	MT4537	Chr11	17.5	WC11.9	113_C_6 128_C_5 287_H_6 309_A_5 342_H_3
D11Mit346	MTH2588	Chr11	17.5		115_A_7 388_C_2 403_F_1 420_C_10 435_D_11 439_F_6
D11Mit218	MT3153	Chr11	17.5	WC11.9	120_B_8 128_E_3 147_H_3 306_H_11 324_E_5 342_H_3
D11Mit266	MT4569	Chr11	17.5	WC11.8	110_F_12 128_D_2 173_E_6 256_F_4 285_H_10 312_E_3 317_G_1
D11Mit307	MTH1866	Chr11	17.5	WC11.9	117_B_6 120_B_8 128_E_3 331_D_9 432_F_7 450_F_12
D11Mit136	MT880	Chr11	17.5	WC11.8	121_C_7 217_A_1 312_H_7 343_A_11 343_A_12 414_A_9
D11Mit109	MPC992	Chr11	17.5	WC11.8	110_F_12 128_D_2 173_E_6 256_F_4 285_H_10 312_E_3 317_G_1 406_G_4
D11Mit217	MTAR155	Chr11	17.5	WC11.8	173_E_6 179_A_1 283_B_5 285_H_10 287_G_5 402_C_12 418_D_3 455_H_5
D11Mit269	MT5114	Chr11	18.6	WC11.10	281_C_4 281_D_4 312_A_2 334_F_1 377_F_8 464_G_2
D11Mit347	MTH2556	Chr11	18.6	WC11.10	119_G_8 165_H_6 281_C_4 281_D_4 328_G_8 334_F_1 377_F_8
D11Mit174	MT1643	Chr11	18.6	WC11.10	119_D_4 164_G_10 166_E_3 215_D_10 281_C_4 281_D_4 334_F_1 377_F_8 403_F_11
D11Mit308	MT5317	Chr11	18.6	WC11.10	164_G_10 166_E_3 281_C_4 281_D_4 328_D_4 334_F_1 403_F_11 430_B_4 431_G_5
D11Mit234	MT3719	Chr11	18.6	WC11.10	119_G_8 139_A_5 159_C_3 165_H_6 181_E_9 377_F_8 415_C_12 417_A_10 433_H_5 452_C_4
D11Mit130	MT707	Chr11	19.7	WC11.11	139_D_10 307_H_7 326_C_5 402_H_1
D11Mit175	MT1870	Chr11	19.7	WC11.11	121_D_3 214_D_5 223_A_6 380_C_11 402_H_1 406_C_12 449_F_11
D11Mit85	MPC1394	Chr11	19.7		088_F_10 177_G_2 177_G_3 183_H_2 198_G_11 211_H_1 273_E_8 286_F_12 297_B_6 344_G_6 345_D_11 397_C_10 449_B_8 449_D_6 450_B_7 458_B_8
D11Mit188	MT1405	Chr11	19.7	WC11.11	139_D_10 185_B_7 326_C_5 326_H_5 329_B_10 435_A_7
D11Mit237	MT3697	Chr11	19.7	WC11.11	140_B_9 183_E_7 199_G_2 214_D_5 223_A_6 303_F_2 378_D_5 402_H_1 449_F_11
D11Mit270	MT4579	Chr11	19.7	WC11.11	139_D_10 140_B_9 223_A_6 277_C_3 326_C_5 380_C_11 449_F_11
D11Mit296	MTH811	Chr11	19.7	WC11.10	119_G_8 165_H_6 281_C_4 281_D_4 312_A_9 328_D_3 334_F_1 377_F_8
D11Mit187	MT1907	Chr11	19.7		133_A_4 184_B_10 305_C_10 317_C_4 317_C_5 319_C_4 319_D_2 331_A_4 351_H_7 386_F_3 415_G_3 448_A_10
D11Mit236	MT4022	Chr11	19.7	WC11.11	139_D_10 326_C_5 326_H_5 329_B_10 393_D_10 406_C_4
D11Mit271	MT4388	Chr11	20.8		110_F_2 177_C_10 377_G_6 405_D_9 419_H_12
D11Mit190	MT2666	Chr11	21.9	WC11.12	158_H_5 180_B_11 403_C_4 438_G_1 439_D_4
D11Mit138	MMH362	Chr11	23.0	WC11.13	088_H_12 173_E_5 180_C_3 332_B_1
D11Mit139	MT166	Chr11	23.0	WC11.13	088_H_12 180_C_3 332_B_1
D11Mit22	B143	Chr11	23.0	WC11.12	158_H_5 180_B_11 356_C_4 403_C_4 438_G_1 439_D_4
D11Mit176	D1115	Chr11	23.0	WC11.13	198_E_2 455_E_6 460_B_9
D11Mit239	MT3909	Chr11	23.0	WC11.12	184_A_9 302_C_3 310_C_3 320_E_2 348_B_10 356_C_4 385_G_7 403_C_4 436_A_1 438_G_1 439_C_4
D11Mit309	MTH1393	Chr11	23.0	WC11.13	088_H_12 198_E_2 217_F_6 455_E_6
D11Mit314	MTH926	Chr11	25.1	WC11.14	169_A_11 218_A_3 218_D_6 384_G_3 403_G_9 405_D_3 406_A_5 439_H_2 445_H_1
D11Mit154	MTH195	Chr11	25.1	WC11.15	117_F_3 266_H_6
D11Mit312	MTH1887	Chr11	25.1		266_G_11 325_E_5
D11Mit111	D781	Chr11	25.1	WC11.16	164_B_2 164_B_4 211_G_1 320_E_7 332_A_9 402_B_11 421_F_2
D11Mit86	MPC1098	Chr11	25.1	WC11.16	117_A_10 138_G_7 164_B_2 164_B_4 348_B_12
D11Mit140	MT548	Chr11	25.1	WC11.16	114_D_10 117_A_10 164_B_2 164_B_4 348_B_12 433_C_12
D11Mit310	MTH2070	Chr11	25.1	WC11.16	114_D_10 187_H_1 380_D_2 386_D_7
D11Mit141	MT194	Chr11	25.1	WC11.16	124_E_3 124_F_3 277_C_8 332_A_9 377_C_12 421_F_2 457_E_7
D11Mit23	P11	Chr11	25.1	WC11.16	138_G_7 164_B_2 164_B_4 316_D_12 348_B_12 420_G_11
D11Mit240	MT4159	Chr11	25.1	WC11.16	153_F_5 277_C_8 297_D_6 330_D_5 330_F_12 332_A_9 335_B_12
D11Mit131	MT757	Chr11	25.1	WC11.17	183_D_1 215_A_3 345_D_6 385_G_10 411_G_7 459_D_10
D11Mit87	MPC105	Chr11	25.1	WC11.15	117_F_3 200_C_7 266_H_6 274_E_10 305_H_11
D11Mit348	MTH2460	Chr11	25.1		114_D_11 121_C_4 163_B_7 384_D_4 385_E_11 417_B_11
D11Mit313	MTH1852	Chr11	25.1	WC11.17	183_D_1 215_A_3 409_F_4 409_G_9 411_G_7
D11Mit273	MT3056	Chr11	25.1	WC11.16	124_E_3 124_F_3 134_A_9 277_C_8 332_A_9 457_E_7
D11Mit349	MTH2150	Chr11	27.3	WC11.17	313_A_12 385_G_10 411_G_7 417_F_12
D11Mit155	MT1185	Chr11	29.5	WC11.18	156_G_11 163_H_6 183_C_1 184_C_3 325_F_2 402_D_10 439_C_10 439_C_9 450_A_8 463_E_1
D11Mit208	MT2104	Chr11	29.5	WC11.18	156_G_11 183_C_1 184_C_3 184_G_6 395_A_3 450_A_8
D11Mit112	MPC626	Chr11	29.5	WC11.18	156_G_11 183_C_1 184_C_3 303_A_5 395_A_3 450_A_8
D11Mit275	MT4402	Chr11	31.7	WC11.19	123_F_7 144_D_7 170_E_10 181_H_12 308_H_10 357_H_1 384_F_8 386_G_9 398_B_9 410_G_2
D11Mit317	MTH902	Chr11	31.7	WC11.19	123_F_7 144_D_7 170_E_10 181_H_12 308_H_10 357_H_1 386_G_9 398_B_9 410_G_2
D11Mit26	B161	Chr11	31.7		156_F_5
D11Mit318	MTH1727	Chr11	31.7	WC11.19	173_B_10 181_H_12
D11Mit350	MTH2184	Chr11	31.7	WC11.20	147_A_8
D11Mit316	MTH1005	Chr11	31.7	WC11.18	184_C_3 255_F_4 386_B_11 414_F_7 415_E_7 420_F_2
D11Mit261	MT3588	Chr11	31.7	WC11.19	181_H_12
D11Mit339	MTH1616	Chr11	31.7		333_H_12
D11Mit156	MT556	Chr11	31.7	WC11.20	147_A_8 173_H_9 305_B_1
D11Mit193	MT2749	Chr11	33.9	WC11.22	116_D_4 117_G_12 127_B_10 167_F_11 296_F_6 350_G_7 351_G_7 439_G_5
D11Mit351	MTH2642	Chr11	33.9	WC11.22	200_E_4 410_E_2 418_E_3
D11Mit177	MT1836	Chr11	33.9	WC11.21	123_C_7 418_A_6
D11Mit276	MT4555	Chr11	33.9	WC11.21	123_C_7 183_C_7 418_A_6
D11Mit89	MPC1307	Chr11	36.1	WC11.22	125_B_8 144_E_12 167_F_11 299_D_2 410_E_2 418_E_3 437_B_9
D11Mit5	A2	Chr11	36.1	WC11.22	115_D_10 144_E_12 167_F_11 344_C_8 410_E_2 437_B_9 457_B_3
D11Mit4	A124	Chr11	36.1	WC11.23	289_C_6 304_C_8 305_A_11 307_E_3 310_B_5 435_H_6
D11Mit28	B421	Chr11	36.1	WC11.23	184_H_1 289_C_6 417_C_4
D11Mit209	MT2606	Chr11	36.1	WC11.22	125_B_8 127_B_10 144_E_12 167_F_11 299_E_2 410_E_2 431_H_11 437_B_9
D11Mit243	MT3138	Chr11	37.2	WC11.24	198_B_6 343_E_4 387_E_10 387_G_9 402_D_10 416_D_3 427_D_12 463_G_9
D11Mit15	D5	Chr11	37.2		351_H_5
D11Mit30	D503	Chr11	37.2		122_A_5 346_E_5 397_C_1 443_A_8
D11Mit29	D510	Chr11	37.2	WC11.24	463_G_9
D11Mit210	D1236	Chr11	38.3	WC11.24	134_D_8 135_D_6 166_G_7 170_C_10 198_B_6 305_G_4 312_B_10 317_H_7 351_H_5 431_E_4 460_D_6
D11Mit319	MTH1461	Chr11	38.3	WC11.26	170_D_12 324_F_11 332_H_12
D11Mit90	MPC302	Chr11	38.3	WC11.24	134_D_8 135_D_6 148_H_3 166_G_7 198_B_6 312_B_10 317_H_7 351_H_5 431_E_4
D11Mit279	MT4889	Chr11	39.3		286_D_11 304_C_7 323_A_5 419_B_1 458_D_4
D11Mit321	MTH990	Chr11	39.3	WC11.24	166_E_4 179_H_2 183_E_2 224_A_5 297_C_11 356_C_11 361_E_6 381_C_2 433_A_4 434_E_8
D11Mit320	MTH930	Chr11	39.3	WC11.24	134_D_8 135_D_6 162_F_10 305_G_4 312_B_10 317_H_7 431_E_4
D11Mit280	MTAR150	Chr11	40.4	WC11.24	115_H_9 281_C_3 345_G_3 393_C_5 416_D_4 463_A_2
D11Mit219	MT3314	Chr11	40.4	WC11.24	181_E_11 181_F_11 342_F_2 450_B_5
D11Mit244	MT4182	Chr11	40.4	WC11.24	115_H_9 126_F_4 281_C_3 345_G_3 393_C_5 405_F_5 416_D_4
D11Mit299	MTH624	Chr11	40.4	WC11.24	115_H_9 126_F_4 166_E_4 344_B_11 345_G_3 377_A_1 393_C_5 405_F_5 416_D_4 416_G_5
D11Mit364	MTH3172	Chr11	40.4	WC11.24	131_E_4 450_B_5
D11Mit116	MPC2558	Chr11	40.4	WC11.24	115_H_9 281_C_3 384_G_3 416_D_4
D11Mit353	MTH2199	Chr11	41.5	WC11.24	116_H_1 137_F_3 287_E_7 290_F_2 300_D_3 316_E_2 317_H_7 332_E_2 332_F_2 333_G_10 376_F_7 376_H_1 414_A_4 464_G_7
D11Mit95	MPC926	Chr11	42.6	WC11.24	165_E_6 266_C_4 285_D_6 324_F_11 360_E_7 418_H_1 442_F_11
D11Mit118	MPC781	Chr11	42.6	WC11.24	149_D_10 266_C_4 376_E_4 402_F_11 457_A_2
D11Mit96	MPC545	Chr11	42.6	WC11.24	256_D_5 283_D_11 316_E_2
D11Mit32	B398	Chr11	42.6	WC11.24	123_A_11 256_D_5 283_D_11 317_H_7 449_A_2
D11Mit40	A1135	Chr11	42.6	WC11.24	123_A_11 256_D_5 283_D_11 317_H_7 463_G_12
D11Mit262	MT3543	Chr11	42.6	WC11.24	165_E_6 285_D_6
D11Mit144	D1206	Chr11	42.6	WC11.24	256_D_5 277_D_6 287_E_7 316_E_2 317_H_7 385_D_8 457_F_12
D11Mit92	MPC1310	Chr11	42.6	WC11.24	149_D_10 170_D_12 172_F_8 266_C_4 335_G_5 402_F_11
D11Mit247	MJ4245	Chr11	42.6	WC11.26	170_D_12 324_F_11 332_H_12
D11Mit33	B422	Chr11	42.6	WC11.25	160_E_5 212_G_7 420_C_12
D11Mit34	A1113	Chr11	42.6	WC11.24	123_A_11 256_D_5 283_D_11 317_H_7 449_A_2 457_F_12
D11Mit165	MTH104	Chr11	42.6	WC11.27	156_F_2 170_A_12 344_D_6 434_A_12 447_H_12 460_C_1
D11Mit93	MPC1225	Chr11	42.6	WC11.25	160_E_5 212_G_7 408_C_1 420_C_12
D11Mit246	MJ4326	Chr11	42.6	WC11.24	256_D_5 277_D_6 281_B_12 287_E_7 316_E_2 317_H_7 331_D_2 457_F_12
D11Mit94	MPC165	Chr11	42.6	WC11.24	123_A_11 136_A_5 283_D_11 306_E_11 317_H_7 361_C_5 423_D_9 449_A_2 455_F_5 457_F_12
D11Mit91	MPC1713	Chr11	42.6	WC11.24	256_D_5 283_D_11 316_E_2 457_F_12
D11Mit323	MTH1100	Chr11	43.7	WC11.30	160_E_7 214_C_1 329_G_4 455_B_5
D11Mit56	D600	Chr11	43.7	WC11.30	160_E_7 329_G_4
D11Mit220	MT3116	Chr11	43.7	WC11.27	156_F_2 166_H_7 170_A_12 311_C_6 377_G_7 406_E_5
D11Mit178	MPC184	Chr11	43.7	WC11.28	088_H_11 148_E_4 187_C_4 211_G_2 343_C_10 380_F_10 386_A_1 393_A_1 440_C_2 447_F_1
D11Mit119	MPC2117	Chr11	43.7	WC11.29	123_F_8 180_H_2 193_C_9 392_H_12 450_B_8 458_F_5
D11Mit354	MTH2581	Chr11	43.7	WC11.29	116_A_3 125_G_8 132_A_11 162_A_6 281_A_2 335_B_2 344_G_7 358_E_6 452_D_4
D11Mit283	MT5268	Chr11	43.7	WC11.29	125_G_8 132_A_11 162_A_6 281_A_2 335_B_2 358_E_6 452_D_4
D11Mit35	D562	Chr11	43.7	WC11.29	123_F_8 162_A_6 163_F_5 164_B_6 180_H_2 193_C_9 379_D_12 392_H_12 438_F_9 458_F_5
D11Mit195	MT3069	Chr11	43.7	WC11.28	185_C_4 187_C_4 283_E_1 300_A_4 376_C_8 385_H_4 386_A_1 393_G_6 410_H_3 421_C_1 435_D_1 440_C_2 440_D_1 457_G_4
